# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.023	0.0	250	250	0	0	0	0	214.645164	219.488744	214.470072	214.546781	21.0889979	1717884931.0946817	-11.961585	-7454857.0	-7467876.0	-7474355.0	-7471924.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	7101.070290702906	0.0	09-06-24 00:15:37.772728
0.6	0.002	250	250	1638	1638	1638	1638	214.306251	219.232433	214.222542	214.31779	20.8227951	1717884970.6985753	-11.3813445	-7157078.0	-7169631.0	-7175956.0	-7173534.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	7101.070290702906	0.025	09-06-24 00:16:17.375919
1.2	0.005	250	250	3276	3276	3276	3276	214.193992	219.143877	214.116955	214.231867	20.5769073	1717885010.30214	-10.7823914	-6780380.0	-6792199.0	-6798156.0	-6795964.0	-1.16080464	-8124019.0	-8115142.0	-8114134.0	-8110224.0	20	7101.070290702906	0.05	09-06-24 00:16:56.991286
1.8	0.008	250	250	4915	4915	4915	4915	212.614665	212.444782	212.43513	212.430606	20.204051	1717885049.921129	-10.1837973	-6403935.0	-6415013.0	-6420695.0	-6418625.0	-1.09642901	-7673510.0	-7665091.0	-7664100.0	-7660333.0	20	7101.070290702906	0.075	09-06-24 00:17:36.610376
2.401	0.012	250	250	6553	6553	6553	6553	200.11082	199.949221	199.941439	199.937078	19.7621695	1717885089.5362344	-9.5836343	-6026413.0	-6036774.0	-6042101.0	-6040252.0	-1.03190387	-7221911.0	-7213844.0	-7212941.0	-7209386.0	20	7101.070290702906	0.1	09-06-24 00:18:16.224383
3.0	0.015	250	250	8191	8191	8191	8191	187.603965	187.452218	187.446353	187.442473	19.675524	1717885129.15609	-8.98459719	-5649701.0	-5659332.0	-5664324.0	-5662629.0	-0.967442584	-6770604.0	-6763058.0	-6762219.0	-6758854.0	20	7101.070290702906	0.125	09-06-24 00:18:55.844320
3.6	0.018	250	250	9830	9830	9830	9830	175.094117	174.951551	174.94903	174.944734	19.9534202	1717885168.7744906	-8.3857553	-5273050.0	-5281910.0	-5286610.0	-5285129.0	-0.90300577	-6319562.0	-6312464.0	-6311722.0	-6308512.0	20	7101.070290702906	0.15	09-06-24 00:19:35.465993
4.2	0.021	250	250	11468	11468	11468	11468	162.590944	162.456345	162.456678	162.45288	20.2653792	1717885208.3950515	-7.78645578	-4896121.0	-4904245.0	-4908595.0	-4907310.0	-0.838643082	-5869036.0	-5862356.0	-5861693.0	-5858698.0	20	7101.070290702906	0.175	09-06-24 00:20:15.080546
4.8	0.024	250	250	13107	13107	13107	13107	150.078808	149.952806	149.955402	149.951543	20.6854774	1717885248.0067554	-7.18755586	-4519458.0	-4526837.0	-4530875.0	-4529767.0	-0.774240456	-5418211.0	-5411986.0	-5411403.0	-5408607.0	20	7101.070290702906	0.2	09-06-24 00:20:54.695495
5.4	0.027	250	250	14745	14745	14745	14745	137.57636	137.458681	137.461858	137.457992	21.0212494	1717885287.6465082	-6.58792675	-4142301.0	-4148920.0	-4152678.0	-4151740.0	-0.709612031	-4965859.0	-4960017.0	-4959506.0	-4956904.0	20	7101.070290702906	0.225	09-06-24 00:21:34.334902
6.0	0.03	250	250	16383	16383	16383	16383	125.070612	124.961848	124.965827	124.962771	21.2549673	1717885327.2685776	-5.98907485	-3765641.0	-3771549.0	-3774966.0	-3774209.0	-0.645107275	-4514347.0	-4508910.0	-4508506.0	-4506068.0	20	7101.070290702906	0.25	09-06-24 00:22:13.957077
6.6	0.033	250	250	18022	18022	18022	18022	112.561565	112.462649	112.468261	112.464986	21.5312317	1717885366.883736	-5.38941352	-3388494.0	-3393646.0	-3396760.0	-3396182.0	-0.580585473	-4062710.0	-4057730.0	-4057391.0	-4055141.0	20	7101.070290702906	0.275	09-06-24 00:22:53.570158
7.199	0.036	250	250	19660	19660	19660	19660	100.05833	99.9686131	99.976481	99.9729802	21.7566129	1717885406.4987414	-4.79074969	-3011958.0	-3016349.0	-3019140.0	-3018771.0	-0.516086132	-3611195.0	-3606649.0	-3606416.0	-3604340.0	20	7101.070290702906	0.3	09-06-24 00:23:33.187602
7.8	0.039	250	250	21298	21298	21298	21298	87.5548159	87.4740799	87.4851211	87.4814469	21.5953389	1717885446.1193361	-4.19066086	-2634512.0	-2638156.0	-2640641.0	-2640448.0	-0.451462413	-3158879.0	-3154736.0	-3154565.0	-3152683.0	20	7101.070290702906	0.325	09-06-24 00:24:12.808617
8.399	0.042	250	250	22937	22937	22937	22937	75.0443294	74.9726574	74.9868997	74.982672	21.4078087	1717885485.736995	-3.59206769	-2258016.0	-2260928.0	-2263086.0	-2263079.0	-0.386972415	-2707521.0	-2703764.0	-2703677.0	-2701969.0	20	7101.070290702906	0.35	09-06-24 00:24:52.427876
