# 
A1	f1	A2	f2	Delay	a	
0	4576272.033898305	10.0	1.0	0.5	0.0	10-04-24 19:07:09.472931
0	4576272.033898305	10.0	254238.2711864407	0.5	0.0	10-04-24 19:07:09.996261
0	4576272.033898305	10.0	508475.5423728814	0.5	0.0	10-04-24 19:07:10.517714
0	4576272.033898305	10.0	762712.813559322	0.5	0.0	10-04-24 19:07:11.045520
0	4576272.033898305	10.0	1016950.0847457628	0.5	0.0	10-04-24 19:07:11.573243
0	4576272.033898305	10.0	1271187.3559322034	0.5	0.0	10-04-24 19:07:12.099233
0	4576272.033898305	10.0	1525424.627118644	0.5	0.0	10-04-24 19:07:12.626302
0	4576272.033898305	10.0	1779661.8983050848	0.5	0.0	10-04-24 19:07:13.152158
0	4576272.033898305	10.0	2033899.1694915255	0.5	0.0	10-04-24 19:07:13.679713
0	4576272.033898305	10.0	2288136.4406779665	0.5	0.0	10-04-24 19:07:14.201323
0	4576272.033898305	10.0	2542373.7118644067	0.5	0.0	10-04-24 19:07:14.727480
0	4576272.033898305	10.0	2796610.9830508474	0.5	0.0	10-04-24 19:07:15.255310
0	4576272.033898305	10.0	3050848.254237288	0.5	0.0	10-04-24 19:07:15.781198
0	4576272.033898305	10.0	3305085.525423729	0.5	0.0	10-04-24 19:07:16.309670
0	4576272.033898305	10.0	3559322.7966101696	0.5	0.0	10-04-24 19:07:16.838458
0	4576272.033898305	10.0	3813560.06779661	0.5	0.0	10-04-24 19:07:17.366226
0	4576272.033898305	10.0	4067797.338983051	0.5	0.0	10-04-24 19:07:17.893959
0	4576272.033898305	10.0	4322034.610169492	0.5	0.0	10-04-24 19:07:18.415328
0	4576272.033898305	10.0	4576271.881355933	0.5	0.0	10-04-24 19:07:18.943660
0	4576272.033898305	10.0	4830509.152542372	0.5	0.0	10-04-24 19:07:19.470924
0	4576272.033898305	10.0	5084746.423728813	0.5	0.0	10-04-24 19:07:19.998084
0	4576272.033898305	10.0	5338983.694915255	0.5	0.0	10-04-24 19:07:20.525529
0	4576272.033898305	10.0	5593220.966101695	0.5	0.0	10-04-24 19:07:21.051140
0	4576272.033898305	10.0	5847458.237288136	0.5	0.0	10-04-24 19:07:21.578135
0	4576272.033898305	10.0	6101695.508474576	0.5	0.0	10-04-24 19:07:22.105767
0	4576272.033898305	10.0	6355932.779661017	0.5	0.0	10-04-24 19:07:22.633489
0	4576272.033898305	10.0	6610170.050847458	0.5	0.0	10-04-24 19:07:23.160178
0	4576272.033898305	10.0	6864407.322033898	0.5	0.0	10-04-24 19:07:23.687276
0	4576272.033898305	10.0	7118644.593220339	0.5	0.0	10-04-24 19:07:24.214421
0	4576272.033898305	10.0	7372881.86440678	0.5	0.0	10-04-24 19:07:24.742000
0	4576272.033898305	10.0	7627119.13559322	0.5	0.0	10-04-24 19:07:25.268424
0	4576272.033898305	10.0	7881356.406779662	0.5	0.0	10-04-24 19:07:25.793446
0	4576272.033898305	10.0	8135593.677966102	0.5	0.0	10-04-24 19:07:26.321165
0	4576272.033898305	10.0	8389830.949152542	0.5	0.0	10-04-24 19:07:26.848317
0	4576272.033898305	10.0	8644068.220338983	0.5	0.0	10-04-24 19:07:27.376003
0	4576272.033898305	10.0	8898305.491525423	0.5	0.0	10-04-24 19:07:27.904573
0	4576272.033898305	10.0	9152542.762711866	0.5	0.0	10-04-24 19:07:28.429835
0	4576272.033898305	10.0	9406780.033898305	0.5	0.0	10-04-24 19:07:28.959600
0	4576272.033898305	10.0	9661017.305084744	0.5	0.0	10-04-24 19:07:29.486484
0	4576272.033898305	10.0	9915254.576271188	0.5	0.0	10-04-24 19:07:30.012405
0	4576272.033898305	10.0	10169491.847457627	0.5	0.0	10-04-24 19:07:30.539548
0	4576272.033898305	10.0	10423729.118644068	0.5	0.0	10-04-24 19:07:31.065263
0	4576272.033898305	10.0	10677966.38983051	0.5	0.0	10-04-24 19:07:31.592260
0	4576272.033898305	10.0	10932203.661016949	0.5	0.0	10-04-24 19:07:32.119249
0	4576272.033898305	10.0	11186440.93220339	0.5	0.0	10-04-24 19:07:32.644471
0	4576272.033898305	10.0	11440678.20338983	0.5	0.0	10-04-24 19:07:33.173144
0	4576272.033898305	10.0	11694915.474576272	0.5	0.0	10-04-24 19:07:33.698996
0	4576272.033898305	10.0	11949152.745762711	0.5	0.0	10-04-24 19:07:34.227451
0	4576272.033898305	10.0	12203390.016949153	0.5	0.0	10-04-24 19:07:34.755134
0	4576272.033898305	10.0	12457627.288135594	0.5	0.0	10-04-24 19:07:35.281317
0	4576272.033898305	10.0	12711864.559322033	0.5	0.0	10-04-24 19:07:35.809279
0	4576272.033898305	10.0	12966101.830508474	0.5	0.0	10-04-24 19:07:36.337238
0	4576272.033898305	10.0	13220339.101694915	0.5	0.0	10-04-24 19:07:36.861893
0	4576272.033898305	10.0	13474576.372881357	0.5	0.0	10-04-24 19:07:37.388655
0	4576272.033898305	10.0	13728813.644067796	0.5	0.0	10-04-24 19:07:37.914418
0	4576272.033898305	10.0	13983050.915254237	0.5	0.0	10-04-24 19:07:38.442241
0	4576272.033898305	10.0	14237288.186440678	0.5	0.0	10-04-24 19:07:38.963527
0	4576272.033898305	10.0	14491525.457627118	0.5	0.0	10-04-24 19:07:39.490488
0	4576272.033898305	10.0	14745762.72881356	0.5	0.0	10-04-24 19:07:40.016540
0	4576272.033898305	10.0	15000000.0	0.5	0.0	10-04-24 19:07:40.543417
