# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.094	0.0	250	250	-7448023.0	-7461470.0	-7468229.0	-7466332.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8837454	9.9e+37	19.3881189	1711455783.498511	6	20.0	26-03-24 13:23:03.498573
0.6	0.002	250	250	-7154073.0	-7166628.0	-7172815.0	-7170676.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3768834	9.9e+37	19.3425137	1711455791.5139482	6	20.0	26-03-24 13:23:11.514014
1.2	0.005	250	250	-6779136.0	-6790919.0	-6796873.0	-6794829.0	-8125999.0	-8117335.0	-8116263.0	-8111987.0	-10.7803708	-1.16095983	19.2848092	1711455799.3418796	6	20.0	26-03-24 13:23:19.341932
1.8	0.008	250	250	-6403104.0	-6414158.0	-6419800.0	-6417918.0	-7675270.0	-7667003.0	-7665991.0	-7661988.0	-10.1825104	-1.09658578	19.2382733	1711455807.4101932	6	20.0	26-03-24 13:23:27.410248
2.401	0.011	250	250	-6025864.0	-6036181.0	-6041474.0	-6039801.0	-7223201.0	-7215345.0	-7214434.0	-7210588.0	-9.58271673	-1.03197574	19.1368249	1711455815.491484	6	20.0	26-03-24 13:23:35.491540
3.001	0.015	250	250	-5649292.0	-5658857.0	-5663840.0	-5662343.0	-6771660.0	-6764167.0	-6763333.0	-6759717.0	-8.9838987	-0.967467382	19.0623674	1711455823.5517678	6	20.0	26-03-24 13:23:43.551823
3.6	0.018	250	250	-5272773.0	-5281610.0	-5286260.0	-5284957.0	-6320353.0	-6313336.0	-6312599.0	-6309186.0	-8.38528943	-0.903016062	19.0065243	1711455831.4161298	6	20.0	26-03-24 13:23:51.416180
4.2	0.021	250	250	-4895917.0	-4904003.0	-4908329.0	-4907190.0	-5868942.0	-5862315.0	-5861612.0	-5858415.0	-7.78605947	-0.838510646	19.0710461	1711455839.4867911	6	20.0	26-03-24 13:23:59.486847
4.8	0.024	250	250	-4519315.0	-4526673.0	-4530687.0	-4529710.0	-5417506.0	-5411325.0	-5410734.0	-5407713.0	-7.18734093	-0.774024223	19.067021	1711455847.5234027	6	20.0	26-03-24 13:24:07.523456
5.4	0.027	250	250	-4142275.0	-4148876.0	-4152588.0	-4151785.0	-4965670.0	-4959904.0	-4959399.0	-4956582.0	-6.58787828	-0.709474901	19.0667189	1711455855.3411396	6	20.0	26-03-24 13:24:15.341226
6.0	0.03	250	250	-3765663.0	-3771522.0	-3774953.0	-3774300.0	-4514154.0	-4508793.0	-4508387.0	-4505738.0	-5.98910831	-0.644974349	19.1880144	1711455863.1655996	6	20.0	26-03-24 13:24:23.165652
6.6	0.033	250	250	-3388611.0	-3393728.0	-3396837.0	-3396367.0	-4062375.0	-4057450.0	-4057118.0	-4054705.0	-5.38957662	-0.580436741	19.2419961	1711455871.193934	6	20.0	26-03-24 13:24:31.193990
7.2	0.036	250	250	-3012050.0	-3016425.0	-3019192.0	-3018915.0	-3611041.0	-3606525.0	-3606262.0	-3604058.0	-4.79087051	-0.515964926	19.2438576	1711455879.245536	6	20.0	26-03-24 13:24:39.245589
7.8	0.039	250	250	-2634662.0	-2638308.0	-2640747.0	-2640652.0	-3158763.0	-3154685.0	-3154472.0	-3152492.0	-4.19085089	-0.451341576	19.2317582	1711455887.076351	6	20.0	26-03-24 13:24:47.076401
8.4	0.042	250	250	-2258151.0	-2261057.0	-2263194.0	-2263261.0	-2707523.0	-2703852.0	-2703749.0	-2701915.0	-3.59229195	-0.386885119	19.249744	1711455895.1501658	6	20.0	26-03-24 13:24:55.150219
8.999	0.045	250	250	-1881763.0	-1883908.0	-1885728.0	-1885975.0	-2256409.0	-2253170.0	-2253146.0	-2251545.0	-2.9938559	-0.322437668	19.1814994	1711455903.1619394	6	20.0	26-03-24 13:25:03.161993
9.599	0.048	250	250	-1504841.0	-1506251.0	-1507767.0	-1508177.0	-1804679.0	-1801847.0	-1801889.0	-1800487.0	-2.39457298	-0.257901264	19.1799401	1711455910.9721909	6	20.0	26-03-24 13:25:10.972243
10.199	0.051	250	250	-1127783.0	-1128450.0	-1129662.0	-1130236.0	-1352729.0	-1350339.0	-1350474.0	-1349273.0	-1.79509888	-0.193340471	19.1278199	1711455918.9886477	6	20.0	26-03-24 13:25:18.988702
10.8	0.055	250	250	-750510.5	-750443.9	-751320.3	-752081.2	-900532.8	-898532.3	-898757.1	-897720.5	-1.19525637	-0.128734061	18.9466562	1711455926.8169138	6	20.0	26-03-24 13:25:26.816967
11.4	0.058	250	250	-373841.3	-373032.9	-373602.0	-374544.9	-449056.4	-447482.8	-447770.1	-446967.5	-0.596398656	-0.0642417215	18.9882121	1711455934.6189358	6	20.0	26-03-24 13:25:34.618997
12.0	0.061	250	250	3042.024	4593.892	4336.388	3232.388	2678.312	3817.744	3444.728	4039.596	0.00290955417	0.000299743943	18.8966995	1711455942.4190683	6	20.0	26-03-24 13:25:42.419154
