# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
12.599	0.064	250	250	379734.5	382024.8	382069.2	380803.3	454208.2	454925.2	454448.9	454873.3	0.601794075	0.0648022529	19.0058958	1711455950.2146938	6	20.0	26-03-24 13:25:50.214756
13.2	0.067	250	250	756765.2	759790.8	760156.1	758719.2	906137.0	906432.1	905888.4	906117.8	1.20127838	0.129368645	18.9618498	1711455958.291338	6	20.0	26-03-24 13:25:58.291398
13.799	0.07	250	250	1133313.0	1137078.0	1137749.0	1136144.0	1357487.0	1357356.0	1356746.0	1356732.0	1.79989982	0.193836493	18.9637113	1711455966.300226	6	20.0	26-03-24 13:26:06.300274
14.399	0.073	250	250	1510112.0	1514618.0	1515604.0	1513826.0	1809102.0	1808550.0	1807829.0	1807656.0	2.39897215	0.2583619	18.9665034	1711455974.3450148	6	20.0	26-03-24 13:26:14.345100
14.999	0.076	250	250	1886723.0	1891968.0	1893277.0	1891323.0	2260539.0	2259587.0	2258769.0	2258385.0	2.99768758	0.322843615	18.9609191	1711455982.3610535	6	20.0	26-03-24 13:26:22.361109
15.599	0.079	250	250	2264047.0	2270024.0	2271664.0	2269529.0	2712809.0	2711424.0	2710531.0	2709950.0	3.59762157	0.387441469	19.0189258	1711455990.1916554	6	20.0	26-03-24 13:26:30.191709
16.2	0.082	250	250	2640850.0	2647566.0	2649516.0	2647212.0	3164468.0	3162679.0	3161717.0	3160935.0	4.19668905	0.451978634	18.9190368	1711455998.2185836	6	20.0	26-03-24 13:26:38.218639
16.8	0.085	250	250	3017470.0	3024939.0	3027185.0	3024710.0	3615910.0	3613699.0	3612651.0	3611666.0	4.7954391	0.516455833	18.9742513	1711456006.0499551	6	20.0	26-03-24 13:26:46.050009
17.4	0.088	250	250	3394164.0	3402361.0	3404942.0	3402277.0	4067446.0	4064823.0	4063688.0	4062478.0	5.39436912	0.580969141	18.8864616	1711456014.060594	6	20.0	26-03-24 13:26:54.060650
18.0	0.092	250	250	3770990.0	3779935.0	3782821.0	3779996.0	4519147.0	4516085.0	4514891.0	4513487.0	5.99349562	0.645498243	18.8445793	1711456022.0801413	6	20.0	26-03-24 13:27:02.080198
18.6	0.095	250	250	4147770.0	4157446.0	4160637.0	4157661.0	4970805.0	4967316.0	4966067.0	4964443.0	6.5925093	0.710015575	18.7812904	1711456029.8787322	6	20.0	26-03-24 13:27:09.878784
19.199	0.098	250	250	4524171.0	4534584.0	4538087.0	4534935.0	5421878.0	5417979.0	5416576.0	5414822.0	7.19087607	0.774440807	18.7459231	1711456037.6797469	6	20.0	26-03-24 13:27:17.679801
19.8	0.101	250	250	4901240.0	4912373.0	4916214.0	4912886.0	5873633.0	5869295.0	5867836.0	5865848.0	7.79036468	0.838983111	18.7518096	1711456045.7058742	6	20.0	26-03-24 13:27:25.705930
20.4	0.104	250	250	5278083.0	5289985.0	5294117.0	5290610.0	6325243.0	6320512.0	6318964.0	6316793.0	8.38947171	0.903512605	18.7099272	1711456053.7267349	6	20.0	26-03-24 13:27:33.726790
21.0	0.107	250	250	5654574.0	5667207.0	5671689.0	5668010.0	6776735.0	6771610.0	6769974.0	6767598.0	8.98805061	0.968004075	18.6696042	1711456061.5277803	6	20.0	26-03-24 13:27:41.527833
21.6	0.11	250	250	6031027.0	6044370.0	6049168.0	6045293.0	7228291.0	7222754.0	7221047.0	7218468.0	9.58650476	1.03250394	18.683565	1711456069.5749922	6	20.0	26-03-24 13:27:49.575047
22.199	0.113	250	250	6406883.0	6420970.0	6426056.0	6422052.0	7678802.0	7672840.0	7671037.0	7668257.0	10.1840337	1.09685191	18.6547127	1711456077.4043372	6	20.0	26-03-24 13:27:57.404394
22.799	0.117	250	250	6783073.0	6797982.0	6803332.0	6799157.0	8129943.0	8123592.0	8121669.0	8118669.0	10.7822219	1.1612947	18.5725073	1711456085.4330118	6	20.0	26-03-24 13:28:05.433068
23.399	0.12	250	250	6845468.0	7487013.0	6866596.0	7488708.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3795165	9.9e+37	18.6801442	1711456093.2527385	6	20.0	26-03-24 13:28:13.252802
24.0	0.123	250	250	6836786.0	7487174.0	6858049.0	7488934.0	8388607.0	8388607.0	8388607.0	8388607.0	11.9646976	9.9e+37	18.6035232	1711456101.2685425	6	20.0	26-03-24 13:28:21.268608
