# 
A1	f1	A2	f2	Delay	a	
0	4576272.033898305	5.0	1.0	0.5	7.500375018750938e-05	10-04-24 19:15:02.104343
0	4576272.033898305	5.0	254238.2711864407	0.5	7.500375018750938e-05	10-04-24 19:15:02.625675
0	4576272.033898305	5.0	508475.5423728814	0.5	7.500375018750938e-05	10-04-24 19:15:03.146686
0	4576272.033898305	5.0	762712.813559322	0.5	7.500375018750938e-05	10-04-24 19:15:03.668327
0	4576272.033898305	5.0	1016950.0847457628	0.5	7.500375018750938e-05	10-04-24 19:15:04.189832
0	4576272.033898305	5.0	1271187.3559322034	0.5	7.500375018750938e-05	10-04-24 19:15:04.711372
0	4576272.033898305	5.0	1525424.627118644	0.5	7.500375018750938e-05	10-04-24 19:15:05.233740
0	4576272.033898305	5.0	1779661.8983050848	0.5	7.500375018750938e-05	10-04-24 19:15:05.755379
0	4576272.033898305	5.0	2033899.1694915255	0.5	7.500375018750938e-05	10-04-24 19:15:06.276665
0	4576272.033898305	5.0	2288136.4406779665	0.5	7.500375018750938e-05	10-04-24 19:15:06.798058
0	4576272.033898305	5.0	2542373.7118644067	0.5	7.500375018750938e-05	10-04-24 19:15:07.319596
0	4576272.033898305	5.0	2796610.9830508474	0.5	7.500375018750938e-05	10-04-24 19:15:07.841127
0	4576272.033898305	5.0	3050848.254237288	0.5	7.500375018750938e-05	10-04-24 19:15:08.362338
0	4576272.033898305	5.0	3305085.525423729	0.5	7.500375018750938e-05	10-04-24 19:15:08.884043
0	4576272.033898305	5.0	3559322.7966101696	0.5	7.500375018750938e-05	10-04-24 19:15:09.405607
0	4576272.033898305	5.0	3813560.06779661	0.5	7.500375018750938e-05	10-04-24 19:15:09.927336
0	4576272.033898305	5.0	4067797.338983051	0.5	7.500375018750938e-05	10-04-24 19:15:10.448749
0	4576272.033898305	5.0	4322034.610169492	0.5	7.500375018750938e-05	10-04-24 19:15:10.970001
0	4576272.033898305	5.0	4576271.881355933	0.5	7.500375018750938e-05	10-04-24 19:15:11.491300
0	4576272.033898305	5.0	4830509.152542372	0.5	7.500375018750938e-05	10-04-24 19:15:12.012618
0	4576272.033898305	5.0	5084746.423728813	0.5	7.500375018750938e-05	10-04-24 19:15:12.534437
0	4576272.033898305	5.0	5338983.694915255	0.5	7.500375018750938e-05	10-04-24 19:15:13.055602
0	4576272.033898305	5.0	5593220.966101695	0.5	7.500375018750938e-05	10-04-24 19:15:13.584463
0	4576272.033898305	5.0	5847458.237288136	0.5	7.500375018750938e-05	10-04-24 19:15:14.105844
0	4576272.033898305	5.0	6101695.508474576	0.5	7.500375018750938e-05	10-04-24 19:15:14.627519
0	4576272.033898305	5.0	6355932.779661017	0.5	7.500375018750938e-05	10-04-24 19:15:15.149293
0	4576272.033898305	5.0	6610170.050847458	0.5	7.500375018750938e-05	10-04-24 19:15:15.670836
0	4576272.033898305	5.0	6864407.322033898	0.5	7.500375018750938e-05	10-04-24 19:15:16.192235
