# 
focus_V	E+P_V	anode_v	focus_I	E+P_I	anode_I	time	Delay	
0	0.0	-0.00406720861	3.02130704e-10	6.326820109999999e-10	9.316001779999993e-07	1713173548.5331633	0.1	15-04-24 11:32:28.533193
0	0.0	0.0176121547	5.58867796e-11	6.9613676e-10	9.334722020000078e-07	1713173549.3221884	0.1	15-04-24 11:32:29.322237
0	0.0	0.00529857486	-4.35391862e-12	5.9908832e-10	9.342112040000033e-07	1713173550.1238363	0.1	15-04-24 11:32:30.123886
0	0.0	-0.00033582077199999997	-7.35252693e-12	3.37804059e-10	9.378321620000018e-07	1713173550.9050026	0.1	15-04-24 11:32:30.905054
0	0.0	-0.00014925137999999998	-1.07067444e-10	7.48393612e-10	9.377582420000047e-07	1713173551.686945	0.1	15-04-24 11:32:31.686993
0	0.0	0.016530052200000003	-4.6155416e-11	8.67837845e-10	9.389652499999955e-07	1713173552.4692004	0.1	15-04-24 11:32:32.469248
0	0.0	-0.0120896925	-6.02533505e-11	6.9613676e-10	9.416501960000034e-07	1713173553.2497973	0.1	15-04-24 11:32:33.249846
0	0.0	-0.00690306336	-1.86308771e-11	6.55077804e-10	9.363788420000061e-07	1713173554.027613	0.1	15-04-24 11:32:34.027666
0	0.0	-0.00473885842	-2.86113196e-11	7.48393612e-10	9.338170519999973e-07	1713173554.8040862	0.1	15-04-24 11:32:34.804170
0	0.0	-0.0129105978	-1.0843493e-11	6.17751481e-10	9.363296059999973e-07	1713173555.5817614	0.1	15-04-24 11:32:35.581808
0	0.0	0.00828368513	2.0171961599999998e-11	6.812062299999999e-10	9.362556860000002e-07	1713173556.3562353	0.1	15-04-24 11:32:36.356283
0	0.0	-0.00966429036	1.38907894e-10	9.98479976e-10	9.338663540000002e-07	1713173557.1351583	0.1	15-04-24 11:32:37.135209
0	0.0	-0.0446273944	7.80744308e-10	1.66288852e-09	9.349748240000064e-07	1713173557.9127693	0.1	15-04-24 11:32:37.912817
0	0.0	-0.13309859999999998	-2.5364124400000004e-10	-2.48219211e-10	9.354428300000018e-07	1713173558.69258	0.1	15-04-24 11:32:38.692630
0	1000.0	0.11175507	-6.38187869e-09	0.00012550915700000002	9.319696460000033e-07	1713173559.6097333	0.1	15-04-24 11:32:39.609782
0	1000.0	0.00444035566	-5.50423059e-09	0.000122822433	9.335461220000049e-07	1713173560.4856803	0.1	15-04-24 11:32:40.485735
