# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.103	0.0	250	250	-7425447.0	-7439059.0	-7446301.0	-7444464.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8639193	9.9e+37	24.2583974	6	9.0	25-03-24 14:38:14.360572
0.601	0.002	250	250	-7153838.0	-7166339.0	-7172754.0	-7170471.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3770494	9.9e+37	24.2464176	6	9.0	25-03-24 14:38:22.370252
1.201	0.005	250	250	-6779004.0	-6790774.0	-6796848.0	-6794792.0	-8125863.0	-8116843.0	-8115933.0	-8111975.0	-10.7807426	-1.16097008	24.2316731	6	9.0	25-03-24 14:38:30.215092
1.8	0.008	250	250	-6403107.0	-6414145.0	-6419910.0	-6418006.0	-7675152.0	-7666559.0	-7665715.0	-7661953.0	-10.1829767	-1.09657769	24.2976998	6	9.0	25-03-24 14:38:38.300787
2.401	0.011	250	250	-6025937.0	-6036208.0	-6041672.0	-6039916.0	-7223104.0	-7214985.0	-7214195.0	-7210645.0	-9.58324623	-1.03198535	24.122933	6	9.0	25-03-24 14:38:46.324140
3.001	0.014	250	250	-5649351.0	-5658888.0	-5664008.0	-5662459.0	-6771609.0	-6763928.0	-6763184.0	-6759782.0	-8.98441097	-0.967474142	24.1164823	6	9.0	25-03-24 14:38:54.155980
3.601	0.018	250	250	-5272769.0	-5281568.0	-5286334.0	-5284982.0	-6320020.0	-6312767.0	-6312075.0	-6308860.0	-8.38564799	-0.902970832	24.0722491	6	9.0	25-03-24 14:39:01.957303
4.201	0.021	250	250	-4895859.0	-4903903.0	-4908385.0	-4907197.0	-5868332.0	-5861488.0	-5860916.0	-5857862.0	-7.78638869	-0.838439445	24.0842289	6	9.0	25-03-24 14:39:09.757719
4.8	0.024	250	250	-4519342.0	-4526677.0	-4530813.0	-4529794.0	-5417289.0	-5410886.0	-5410397.0	-5407528.0	-7.18769854	-0.773995442	24.0750137	6	9.0	25-03-24 14:39:17.632781
5.401	0.027	250	250	-4142253.0	-4148853.0	-4152666.0	-4151826.0	-4965365.0	-4959410.0	-4958978.0	-4956333.0	-6.58812432	-0.709428143	24.1324475	6	9.0	25-03-24 14:39:25.738711
6.0	0.03	250	250	-3765664.0	-3771510.0	-3774986.0	-3774340.0	-4513970.0	-4508492.0	-4508118.0	-4505645.0	-5.98934314	-0.644958403	24.087915	6	9.0	25-03-24 14:39:33.570421
6.6	0.033	250	250	-3388642.0	-3393742.0	-3396906.0	-3396417.0	-4062137.0	-4057047.0	-4056761.0	-4054473.0	-5.38982133	-0.580388068	24.1499565	6	9.0	25-03-24 14:39:41.370246
7.2	0.036	250	250	-3012043.0	-3016419.0	-3019259.0	-3018961.0	-3610701.0	-3606031.0	-3605819.0	-3603728.0	-4.79109139	-0.515916067	24.1342905	6	9.0	25-03-24 14:39:49.383566
7.801	0.039	250	250	-2634670.0	-2638309.0	-2640815.0	-2640706.0	-3158480.0	-3154271.0	-3154119.0	-3152188.0	-4.19108477	-0.451303805	24.0872927	6	9.0	25-03-24 14:39:57.216502
8.4	0.042	250	250	-2258207.0	-2261095.0	-2263287.0	-2263348.0	-2707369.0	-2703607.0	-2703543.0	-2701816.0	-3.59247787	-0.386862244	24.0688621	6	9.0	25-03-24 14:40:05.024059
9.0	0.045	250	250	-1881742.0	-1883889.0	-1885750.0	-1885996.0	-2256203.0	-2252861.0	-2252860.0	-2251345.0	-2.99392818	-0.322409515	24.1272175	6	9.0	25-03-24 14:40:12.826406
9.6	0.048	250	250	-1504856.0	-1506265.0	-1507809.0	-1508222.0	-1804565.0	-1801655.0	-1801735.0	-1800435.0	-2.39468899	-0.257891455	24.1327466	6	9.0	25-03-24 14:40:20.674590
10.2	0.051	250	250	-1127801.0	-1128457.0	-1129674.0	-1130270.0	-1352679.0	-1350188.0	-1350337.0	-1349226.0	-1.79517179	-0.193325135	24.1048017	6	9.0	25-03-24 14:40:28.707068
10.801	0.054	250	250	-750548.6	-750460.4	-751356.8	-752138.6	-900552.2	-898503.0	-898747.4	-897789.8	-1.19535555	-0.128743177	24.150878	6	9.0	25-03-24 14:40:36.540370
11.4	0.057	250	250	-373863.6	-373039.2	-373612.9	-374568.5	-449092.2	-447489.1	-447811.2	-447020.0	-0.596384876	-0.064243069	24.1693085	6	9.0	25-03-24 14:40:44.343705
12.001	0.061	250	250	3020.688	4580.684	4326.624	3199.668	2619.308	3789.008	3401.932	4001.904	0.00286171782	0.00028972883	24.2350361	6	9.0	25-03-24 14:40:52.190269
12.6	0.064	250	250	379639.7	381927.2	381997.6	380700.4	454004.1	454727.0	454275.3	454681.3	0.601699493	0.0647784777	24.2589957	6	9.0	25-03-24 14:41:00.223214
13.2	0.067	250	250	756525.0	759556.2	759943.4	758469.5	905723.1	906007.7	905476.4	905693.3	1.20093975	0.129311037	24.3004644	6	9.0	25-03-24 14:41:08.056933
13.799	0.07	250	250	1132880.0	1136638.0	1137363.0	1135704.0	1356806.0	1356648.0	1356035.0	1356093.0	1.79931548	0.193748945	24.3235026	6	9.0	25-03-24 14:41:15.856984
14.399	0.073	250	250	1509536.0	1514031.0	1515083.0	1513248.0	1808280.0	1807688.0	1807004.0	1806849.0	2.39829051	0.258260551	24.3216595	6	9.0	25-03-24 14:41:23.658336
14.999	0.076	250	250	1886121.0	1891355.0	1892733.0	1890713.0	2259748.0	2258732.0	2257975.0	2257633.0	2.99703021	0.322754929	24.2596181	6	9.0	25-03-24 14:41:31.459484
15.6	0.079	250	250	2263434.0	2269413.0	2271113.0	2268910.0	2711946.0	2710484.0	2709687.0	2709147.0	3.59689185	0.387350515	24.2292077	6	9.0	25-03-24 14:41:39.316380
16.2	0.082	250	250	2640446.0	2647163.0	2649189.0	2646808.0	3163824.0	3161934.0	3161026.0	3160321.0	4.1962815	0.451893593	24.250702	6	9.0	25-03-24 14:41:47.140990
