# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.093	0.0	250	250	-7434931.0	-7448605.0	-7455701.0	-7453716.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8733957	9.9e+37	24.7948808	1711451553.0930912	6	7.0	26-03-24 12:12:33.093154
0.6	0.002	250	250	-7153764.0	-7166412.0	-7172782.0	-7170370.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3765731	9.9e+37	24.8446433	1711451561.0897026	6	7.0	26-03-24 12:12:41.089769
1.2	0.005	250	250	-6778903.0	-6790776.0	-6796820.0	-6794592.0	-8125190.0	-8116221.0	-8115224.0	-8111173.0	-10.780189	-1.16081823	24.9665839	1711451568.9327133	6	7.0	26-03-24 12:12:48.932770
1.8	0.008	250	250	-6403004.0	-6414125.0	-6419835.0	-6417816.0	-7674644.0	-7666143.0	-7665211.0	-7661325.0	-10.1824441	-1.09647564	24.9257376	1711451576.7985091	6	7.0	26-03-24 12:12:56.798566
2.401	0.011	250	250	-6025838.0	-6036231.0	-6041622.0	-6039760.0	-7223011.0	-7214883.0	-7214055.0	-7210357.0	-9.58275303	-1.03193398	25.0172679	1711451584.9057462	6	7.0	26-03-24 12:13:04.905799
3.001	0.014	250	250	-5649196.0	-5658851.0	-5663916.0	-5662260.0	-6771615.0	-6763950.0	-6763179.0	-6759684.0	-8.98388773	-0.967452949	24.9153016	1711451592.7315683	6	7.0	26-03-24 12:13:12.731623
3.6	0.018	250	250	-5272730.0	-5281641.0	-5286387.0	-5284902.0	-6320535.0	-6313299.0	-6312622.0	-6309290.0	-8.38529042	-0.903001192	24.9810292	1711451600.5277894	6	7.0	26-03-24 12:13:20.527842
4.2	0.021	250	250	-4895868.0	-4904019.0	-4908433.0	-4907159.0	-5868855.0	-5862061.0	-5861457.0	-5858319.0	-7.78605779	-0.838466131	24.9423251	1711451608.5376694	6	7.0	26-03-24 12:13:28.537719
4.8	0.024	250	250	-4519300.0	-4526699.0	-4530796.0	-4529708.0	-5417325.0	-5410962.0	-5410451.0	-5407528.0	-7.18738366	-0.773978514	24.9288013	1711451616.367878	6	7.0	26-03-24 12:13:36.367926
5.4	0.027	250	250	-4142211.0	-4148863.0	-4152661.0	-4151732.0	-4965375.0	-4959431.0	-4959003.0	-4956306.0	-6.58781208	-0.709415486	24.8142329	1711451624.16904	6	7.0	26-03-24 12:13:44.169094
6.0	0.03	250	250	-3765631.0	-3771549.0	-3775010.0	-3774278.0	-4514093.0	-4508572.0	-4508228.0	-4505715.0	-5.98904277	-0.644941379	24.8209828	1711451631.9712117	6	7.0	26-03-24 12:13:51.971266
6.6	0.033	250	250	-3388545.0	-3393722.0	-3396856.0	-3396309.0	-4062196.0	-4057113.0	-4056841.0	-4054497.0	-5.38953079	-0.580387022	24.8136105	1711451639.9944227	6	7.0	26-03-24 12:13:59.994477
7.2	0.036	250	250	-3011975.0	-3016398.0	-3019209.0	-3018857.0	-3610823.0	-3606225.0	-3605993.0	-3603856.0	-4.79082472	-0.51590246	24.7322171	1711451648.0024967	6	7.0	26-03-24 12:14:08.002553
7.8	0.039	250	250	-2634599.0	-2638265.0	-2640770.0	-2640583.0	-3158597.0	-3154402.0	-3154243.0	-3152316.0	-4.19077809	-0.451311971	24.7638481	1711451655.835101	6	7.0	26-03-24 12:14:15.835156
8.4	0.042	250	250	-2258140.0	-2261063.0	-2263234.0	-2263233.0	-2707442.0	-2703689.0	-2703613.0	-2701876.0	-3.59227157	-0.386858066	24.7675342	1711451663.636222	6	7.0	26-03-24 12:14:23.636278
8.999	0.045	250	250	-1881663.0	-1883837.0	-1885698.0	-1885885.0	-2256250.0	-2252924.0	-2252919.0	-2251366.0	-2.99372635	-0.322413285	24.7312955	1711451671.6473157	6	7.0	26-03-24 12:14:31.647365
9.599	0.048	250	250	-1504794.0	-1506216.0	-1507755.0	-1508124.0	-1804588.0	-1801681.0	-1801749.0	-1800376.0	-2.39451911	-0.25787763	24.7859648	1711451679.4771163	6	7.0	26-03-24 12:14:39.477171
10.199	0.051	250	250	-1127679.0	-1128359.0	-1129571.0	-1130129.0	-1352540.0	-1350070.0	-1350226.0	-1349055.0	-1.79495209	-0.19330849	24.7340601	1711451687.5063932	6	7.0	26-03-24 12:14:47.506449
10.8	0.054	250	250	-750467.0	-750400.8	-751295.2	-752048.9	-900431.3	-898390.8	-898629.2	-897664.2	-1.19517337	-0.128722866	24.7887293	1711451695.3374639	6	7.0	26-03-24 12:14:55.337520
11.4	0.058	250	250	-373775.1	-372965.1	-373538.3	-374475.2	-448962.6	-447373.2	-447690.0	-446894.1	-0.596246374	-0.0642209737	24.7248448	1711451703.1391659	6	7.0	26-03-24 12:15:03.139231
12.0	0.061	250	250	3077.872	4641.108	4378.056	3267.304	2739.744	3903.392	3512.516	4105.744	0.00296984891	0.000310636935	24.7257664	1711451710.9824107	6	7.0	26-03-24 12:15:10.982467
12.599	0.064	250	250	379771.9	382065.8	382132.5	380843.5	454237.0	454954.0	454490.2	454894.3	0.601843927	0.0647981424	24.6631026	1711451718.7842379	6	7.0	26-03-24 12:15:18.784300
13.2	0.067	250	250	756805.3	759848.5	760227.5	758769.3	906143.5	906433.3	905879.3	906118.3	1.20132897	0.129355268	24.6050464	1711451726.5861716	6	7.0	26-03-24 12:15:26.586232
13.799	0.07	250	250	1133298.0	1137087.0	1137791.0	1136145.0	1357433.0	1357290.0	1356679.0	1356672.0	1.79992626	0.193823601	24.5820083	1711451734.388066	6	7.0	26-03-24 12:15:34.388123
14.399	0.073	250	250	1510132.0	1514660.0	1515681.0	1513857.0	1809092.0	1808504.0	1807814.0	1807637.0	2.39901818	0.258345401	24.5497548	1711451742.2269137	6	7.0	26-03-24 12:15:42.226969
14.999	0.076	250	250	1886686.0	1891941.0	1893280.0	1891279.0	2260473.0	2259440.0	2258666.0	2258313.0	2.99771499	0.322837619	24.5350104	1711451750.2623358	6	7.0	26-03-24 12:15:50.262394
15.599	0.079	250	250	2264008.0	2270009.0	2271669.0	2269483.0	2712759.0	2711294.0	2710459.0	2709931.0	3.59762836	0.387441139	24.5331674	1711451758.293922	6	7.0	26-03-24 12:15:58.293971
16.2	0.082	250	250	2640934.0	2647683.0	2649672.0	2647301.0	3164724.0	3162828.0	3161929.0	3161201.0	4.1968466	0.451990298	24.635756	1711451766.090901	6	7.0	26-03-24 12:16:06.090951
16.8	0.085	250	250	3017426.0	3024930.0	3027220.0	3024665.0	3615973.0	3613619.0	3612630.0	3611699.0	4.79538365	0.51645508	24.6419075	1711451774.1581361	6	7.0	26-03-24 12:16:14.158190
17.4	0.088	250	250	3394244.0	3402467.0	3405088.0	3402342.0	4067638.0	4064861.0	4063791.0	4062686.0	5.39443258	0.580971775	24.6806116	1711451781.9587083	6	7.0	26-03-24 12:16:21.958764
18.0	0.091	250	250	3771027.0	3780001.0	3782939.0	3780021.0	4519381.0	4516189.0	4515025.0	4513718.0	5.99355292	0.645519163	24.7832002	1711451789.7934961	6	7.0	26-03-24 12:16:29.793550
18.6	0.095	250	250	4147920.0	4157638.0	4160900.0	4157794.0	4971140.0	4967490.0	4966281.0	4964776.0	6.59273671	0.710033889	24.8394133	1711451797.5934472	6	7.0	26-03-24 12:16:37.593497
19.199	0.098	250	250	4524267.0	4534731.0	4538309.0	4535019.0	5422180.0	5418086.0	5416779.0	5415086.0	7.19110848	0.774477924	24.8947049	1711451805.4418309	6	7.0	26-03-24 12:16:45.441886
19.8	0.101	250	250	4901376.0	4912576.0	4916449.0	4913010.0	5874009.0	5869495.0	5868125.0	5866230.0	7.79062863	0.838995497	24.8750536	1711451813.2425928	6	7.0	26-03-24 12:16:53.242651
20.4	0.104	250	250	5278187.0	5290092.0	5294353.0	5290699.0	6325360.0	6320396.0	6318965.0	6316886.0	8.38969787	0.903486332	24.9739561	1711451821.089684	6	7.0	26-03-24 12:17:01.089739
21.0	0.107	250	250	5654660.0	5667337.0	5671909.0	5668085.0	6776529.0	6771114.0	6769602.0	6767353.0	8.98819708	0.967892453	24.9711915	1711451828.8902354	6	7.0	26-03-24 12:17:08.890290
21.6	0.11	250	250	6031036.0	6044476.0	6049383.0	6045371.0	7227047.0	7221263.0	7219654.0	7217204.0	9.58673259	1.03228577	24.9868575	1711451836.7345803	6	7.0	26-03-24 12:17:16.734636
