# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.112	0.0	250	250	-7424150.0	-7437892.0	-7444853.0	-7443087.0	-7442089.0	-7436723.0	-7435998.0	-7433515.0	-11.8704536	19.3353547	6	20.0	11-03-24 16:50:38.213433
0.601	0.002	250	250	-7159994.0	-7172553.0	-7178845.0	-7176543.0	-7178884.0	-7173406.0	-7172331.0	-7169498.0	-11.3861231	19.3066678	6	20.0	11-03-24 16:50:45.803955
1.201	0.005	250	250	-6785325.0	-6797149.0	-6803114.0	-6800950.0	-6803204.0	-6797977.0	-6796964.0	-6794249.0	-10.7899874	19.3234207	6	20.0	11-03-24 16:50:53.471157
1.8	0.008	250	250	-6409182.0	-6420270.0	-6425879.0	-6423926.0	-6426133.0	-6421104.0	-6420150.0	-6417560.0	-10.1918818	19.4109083	6	20.0	11-03-24 16:51:00.637020
2.401	0.012	250	250	-6031690.0	-6041999.0	-6047338.0	-6045552.0	-6047647.0	-6042867.0	-6042023.0	-6039543.0	-9.59167647	19.4211462	6	20.0	11-03-24 16:51:08.315302
3.001	0.015	250	250	-5654773.0	-5664383.0	-5669347.0	-5667766.0	-5669780.0	-5665243.0	-5664431.0	-5662091.0	-8.99233875	19.5177755	6	20.0	11-03-24 16:51:16.200134
3.601	0.018	250	250	-5277983.0	-5286797.0	-5291484.0	-5290083.0	-5291999.0	-5287667.0	-5286964.0	-5284733.0	-8.39330662	19.5356246	6	20.0	11-03-24 16:51:24.085585
4.201	0.021	250	250	-4900856.0	-4908945.0	-4913315.0	-4912084.0	-4913910.0	-4909833.0	-4909182.0	-4907076.0	-7.79368325	19.567269	6	20.0	11-03-24 16:51:31.867971
4.8	0.024	250	250	-4523972.0	-4531325.0	-4535378.0	-4534323.0	-4536063.0	-4532200.0	-4531631.0	-4529674.0	-7.19448946	19.597052	6	20.0	11-03-24 16:51:39.447862
5.401	0.027	250	250	-4146582.0	-4153194.0	-4156928.0	-4156059.0	-4157700.0	-4154087.0	-4153578.0	-4151727.0	-6.5945398	19.6759977	6	20.0	11-03-24 16:51:46.616772
6.0	0.03	250	250	-3769685.0	-3775548.0	-3778973.0	-3778290.0	-3779870.0	-3776445.0	-3776055.0	-3774335.0	-5.99533618	19.711365	6	20.0	11-03-24 16:51:53.784702
6.6	0.033	250	250	-3392298.0	-3397416.0	-3400528.0	-3400019.0	-3401505.0	-3398326.0	-3398013.0	-3396408.0	-5.39529998	19.7262565	6	20.0	11-03-24 16:52:00.951436
7.2	0.036	250	250	-3015461.0	-3019835.0	-3022647.0	-3022312.0	-3023690.0	-3020751.0	-3020510.0	-3019016.0	-4.79614472	19.7115304	6	20.0	11-03-24 16:52:08.425856
7.801	0.039	250	250	-2637785.0	-2641407.0	-2643898.0	-2643752.0	-2645043.0	-2642345.0	-2642168.0	-2640786.0	-4.19569438	19.745967	6	20.0	11-03-24 16:52:15.695505
8.4	0.042	250	250	-2261041.0	-2263927.0	-2266099.0	-2266133.0	-2267346.0	-2264855.0	-2264785.0	-2263525.0	-3.59670567	19.8770329	6	20.0	11-03-24 16:52:22.869998
9.0	0.045	250	250	-1884215.0	-1886363.0	-1888220.0	-1888429.0	-1889553.0	-1887298.0	-1887295.0	-1886155.0	-2.9976606	19.8695871	6	20.0	11-03-24 16:52:30.137328
9.6	0.048	250	250	-1507049.0	-1508468.0	-1509991.0	-1510394.0	-1511435.0	-1509402.0	-1509498.0	-1508468.0	-2.3980251	19.8688218	6	20.0	11-03-24 16:52:37.310431
10.2	0.051	250	250	-1129695.0	-1130368.0	-1131572.0	-1132156.0	-1133098.0	-1131286.0	-1131467.0	-1130553.0	-1.79806631	19.9598668	6	20.0	11-03-24 16:52:44.887159
10.801	0.055	250	250	-752169.9	-752104.5	-752990.7	-753757.1	-754602.7	-753022.1	-753289.8	-752490.0	-1.19780633	19.9961649	6	20.0	11-03-24 16:52:52.357274
