# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.093	0.0	250	250	-7433798.0	-7447501.0	-7454681.0	-7452707.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8724651	9.9e+37	24.3651504	1711452200.5597072	6	9.0	26-03-24 12:23:20.559770
0.6	0.002	250	250	-7153547.0	-7166175.0	-7172566.0	-7170138.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3762583	9.9e+37	24.3439553	1711452208.3495176	6	9.0	26-03-24 12:23:28.349580
1.201	0.005	250	250	-6778669.0	-6790534.0	-6796598.0	-6794375.0	-8123069.0	-8114084.0	-8113138.0	-8109117.0	-10.7798481	-1.16051236	24.3783509	1711452216.3646362	6	9.0	26-03-24 12:23:36.364686
1.8	0.008	250	250	-6402761.0	-6413898.0	-6419629.0	-6417581.0	-7672235.0	-7663687.0	-7662813.0	-7658964.0	-10.1820894	-1.09612137	24.3460975	1711452224.1808038	6	9.0	26-03-24 12:23:44.180856
2.401	0.011	250	250	-6025586.0	-6035977.0	-6041384.0	-6039551.0	-7220326.0	-7212188.0	-7211361.0	-7207733.0	-9.58234842	-1.03154852	24.3617635	1711452232.208448	6	9.0	26-03-24 12:23:52.208501
3.001	0.015	250	250	-5648981.0	-5658656.0	-5663706.0	-5662072.0	-6769113.0	-6761395.0	-6760668.0	-6757221.0	-8.98361625	-0.967078582	24.3236817	1711452240.248006	6	9.0	26-03-24 12:24:00.248055
3.6	0.018	250	250	-5272475.0	-5281355.0	-5286103.0	-5284654.0	-6318016.0	-6310758.0	-6310080.0	-6306854.0	-8.38490809	-0.902659488	24.4271918	1711452248.120619	6	9.0	26-03-24 12:24:08.120674
4.2	0.021	250	250	-4895573.0	-4903731.0	-4908133.0	-4906877.0	-5866702.0	-5859859.0	-5859273.0	-5856218.0	-7.78567738	-0.838182129	24.502757	1711452255.9475365	6	9.0	26-03-24 12:24:15.947593
4.8	0.024	250	250	-4519039.0	-4526451.0	-4530536.0	-4529465.0	-5415516.0	-5409069.0	-5408569.0	-5405719.0	-7.18698022	-0.773716877	24.4182998	1711452264.0165052	6	9.0	26-03-24 12:24:24.016559
5.4	0.027	250	250	-4141943.0	-4148595.0	-4152382.0	-4151488.0	-4963617.0	-4957641.0	-4957189.0	-4954541.0	-6.58742352	-0.709156902	24.5319467	1711452271.8308666	6	9.0	26-03-24 12:24:31.830921
6.0	0.03	250	250	-3765343.0	-3771247.0	-3774694.0	-3773984.0	-4512218.0	-4506680.0	-4506300.0	-4503842.0	-5.98862918	-0.644673497	24.6308492	1711452279.8624153	6	9.0	26-03-24 12:24:39.862471
