# 
ch2a	ch2a avglen	Delay	a	
-445935.5	10.0	0.1	22.0	12-12-23 19:22:20.436779
-445935.5	19.166666666666664	0.1	22.0	12-12-23 19:22:20.573490
-445935.5	28.333333333333332	0.1	22.0	12-12-23 19:22:20.706320
-599240.2	37.5	0.1	22.0	12-12-23 19:22:20.840557
-896665.1	46.666666666666664	0.1	22.0	12-12-23 19:22:20.976421
-896665.1	55.833333333333336	0.1	22.0	12-12-23 19:22:21.113102
-896665.1	65.0	0.1	22.0	12-12-23 19:22:21.249728
-896665.1	74.16666666666667	0.1	22.0	12-12-23 19:22:21.386402
1599294.0	83.33333333333333	0.1	22.0	12-12-23 19:22:21.523569
1599294.0	92.5	0.1	22.0	12-12-23 19:22:21.659992
1599294.0	101.66666666666667	0.1	22.0	12-12-23 19:22:21.796084
1599294.0	110.83333333333333	0.1	22.0	12-12-23 19:22:21.932837
1599294.0	120.0	0.1	22.0	12-12-23 19:22:22.067990
