# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	
8.48609385	20.499	0.105	8.475195	5351941.0	5356384.0	5352440.0	8.499268	5352624.0	5351096.0	5350079.0	6.0	11-12-23 12:14:37.090649
8.58550892	20.599	0.105	8.574578	5414611.0	5419125.0	5415177.0	8.598854	5415327.0	5413791.0	5412773.0	6.0	11-12-23 12:14:43.749579
8.68547129	20.7	0.106	8.674418	5477638.0	5482223.0	5478223.0	8.69905	5478355.0	5476819.0	5475756.0	6.0	11-12-23 12:14:50.505083
8.78417892	20.799	0.106	8.772884	5539815.0	5544435.0	5540460.0	8.79789	5540622.0	5539047.0	5537990.0	6.0	11-12-23 12:14:57.198347
8.88330958	20.899	0.107	8.871821	5602310.0	5607004.0	5602923.0	8.897153	5603107.0	5601510.0	5600452.0	6.0	11-12-23 12:15:03.926683
8.98255554	20.999	0.107	8.970881	5664878.0	5669605.0	5665525.0	8.996499	5665707.0	5664076.0	5662974.0	6.0	11-12-23 12:15:10.578171
9.081489	21.1	0.108	9.069767	5727251.0	5731998.0	5727917.0	9.095684	5728102.0	5726460.0	5725342.0	6.0	11-12-23 12:15:17.335962
9.18022614	21.199	0.108	9.168324	5789454.0	5794319.0	5790142.0	9.19455	5790368.0	5788692.0	5787566.0	6.0	11-12-23 12:15:24.100578
9.27956362	21.299	0.109	9.267497	5852098.0	5857005.0	5852806.0	9.29399	5853010.0	5851335.0	5850191.0	6.0	11-12-23 12:15:30.850522
9.37803232	21.399	0.11	9.365897	5914165.0	5919167.0	5914927.0	9.392711	5915115.0	5913383.0	5912265.0	6.0	11-12-23 12:15:37.506252
9.4771064	21.499	0.11	9.464833	5976641.0	5981660.0	5977435.0	9.49191	5977551.0	5975858.0	5974694.0	6.0	11-12-23 12:15:44.267500
9.57630176	21.6	0.111	9.56378	6039172.0	6044228.0	6039947.0	9.591172	6040110.0	6038421.0	6037217.0	6.0	11-12-23 12:15:51.025482
9.67505251	21.699	0.111	9.66238	6101379.0	6106518.0	6102203.0	9.690113	6102364.0	6100643.0	6099432.0	6.0	11-12-23 12:15:57.680526
9.773293	21.798	0.112	9.760515	6163342.0	6168498.0	6164162.0	9.788413	6164334.0	6162600.0	6161386.0	6.0	11-12-23 12:16:04.347374
9.87305581	21.899	0.112	9.860204	6226233.0	6231456.0	6227098.0	9.888463	6227276.0	6225552.0	6224284.0	6.0	11-12-23 12:16:11.094339
9.97210435	21.999	0.113	9.959115	6288689.0	6293961.0	6289530.0	9.987601	6289736.0	6287972.0	6286726.0	6.0	11-12-23 12:16:17.651059
10.0705905	22.099	0.113	10.05755	6350774.0	6356112.0	6351670.0	10.08613	6351773.0	6349991.0	6348743.0	6.0	11-12-23 12:16:24.406639
10.1696043	22.199	0.114	10.15633	6413195.0	6418576.0	6414084.0	10.18539	6414201.0	6412454.0	6411148.0	6.0	11-12-23 12:16:31.167253
10.2693806	22.3	0.114	10.25605	6476105.0	6481562.0	6476996.0	10.2853	6477147.0	6475342.0	6474050.0	6.0	11-12-23 12:16:37.924244
10.3678524	22.399	0.115	10.3542	6538161.0	6543647.0	6539066.0	10.38383	6539274.0	6537435.0	6536096.0	6.0	11-12-23 12:16:44.684024
10.4669045	22.499	0.116	10.45316	6600583.0	6606154.0	6601557.0	10.48315	6601755.0	6599895.0	6598531.0	6.0	11-12-23 12:16:51.339731
10.5662787	22.599	0.116	10.55242	6663260.0	6668871.0	6664241.0	10.58277	6664386.0	6662564.0	6661179.0	6.0	11-12-23 12:16:58.093810
10.6656057	22.699	0.117	10.65157	6725898.0	6731530.0	6726888.0	10.68223	6727038.0	6725178.0	6723768.0	6.0	11-12-23 12:17:04.852366
10.7646146	22.799	0.117	10.75047	6788317.0	6793953.0	6789323.0	10.78129	6789443.0	6787598.0	6786124.0	6.0	11-12-23 12:17:11.609089
10.8640852	22.899	0.118	10.84941	6851174.0	6856510.0	6851995.0	10.88115	6852139.0	6850754.0	6848878.0	6.0	11-12-23 12:17:18.367326
10.9759953	22.999	0.118	10.89543	7485776.0	6885395.0	7487368.0	11.88188	6883734.0	7480130.0	7478581.0	6.0	11-12-23 12:17:25.125516
11.0696511	23.099	0.119	10.8934	7486206.0	6884687.0	7487771.0	11.88266	6882443.0	7480697.0	7479092.0	6.0	11-12-23 12:17:31.886078
11.1649307	23.199	0.119	10.8935	7486622.0	6884846.0	7488160.0	11.88344	6882488.0	7481126.0	7479589.0	6.0	11-12-23 12:17:38.436996
11.2607096	23.299	0.12	10.89344	7486823.0	6884930.0	7488427.0	11.8839	6882643.0	7481430.0	7479870.0	6.0	11-12-23 12:17:44.991707
11.3585309	23.399	0.12	10.89362	7486926.0	6884983.0	7488481.0	11.88388	6882713.0	7481484.0	7479897.0	6.0	11-12-23 12:17:51.545864
11.4574454	23.499	0.121	10.8936	7486909.0	6884941.0	7488482.0	11.88413	6882658.0	7481491.0	7479872.0	6.0	11-12-23 12:17:58.299616
11.5556214	23.6	0.122	10.89245	7486973.0	6884246.0	7488522.0	11.88413	6882098.0	7481453.0	7479928.0	6.0	11-12-23 12:18:04.857382
11.650953	23.699	0.122	10.89038	7487031.0	6882828.0	7488562.0	11.88398	6880631.0	7481492.0	7479910.0	6.0	11-12-23 12:18:11.614069
11.7462964	23.799	0.123	10.88766	7487053.0	6881082.0	7488582.0	11.88407	6878915.0	7481506.0	7479960.0	6.0	11-12-23 12:18:18.403258
11.8416023	23.899	0.123	10.88456	7487053.0	6879285.0	7488602.0	11.88408	6876957.0	7481493.0	7479960.0	6.0	11-12-23 12:18:25.132823
11.9364934	23.999	0.124	10.88166	7487141.0	6877391.0	7488655.0	11.88409	6875025.0	7481551.0	7480018.0	6.0	11-12-23 12:18:31.889438
