# 
voltage	Source_Voltage	Delay	a	
22.759823150000003	0.0	2.0	0	17-09-24 15:42:43.899743
34.82463795	40.0	2.0	0	17-09-24 15:42:45.932928
74.4882903	80.0	2.0	0	17-09-24 15:42:47.966786
115.729765	120.0	2.0	0	17-09-24 15:42:50.000371
155.1039475	160.0	2.0	0	17-09-24 15:42:52.035326
196.15670250000002	200.0	2.0	0	17-09-24 15:42:54.069773
235.255941	240.0	2.0	0	17-09-24 15:42:56.103347
274.6804225	280.0	2.0	0	17-09-24 15:42:58.136452
314.129248	320.0	2.0	0	17-09-24 15:43:00.170097
353.35414449999996	360.0	2.0	0	17-09-24 15:43:02.203889
394.685513	400.0	2.0	0	17-09-24 15:43:04.237191
434.0195995	440.0	2.0	0	17-09-24 15:43:06.270160
473.58486450000004	480.0	2.0	0	17-09-24 15:43:08.303341
513.2758769999999	520.0	2.0	0	17-09-24 15:43:10.337021
552.466495	560.0	2.0	0	17-09-24 15:43:12.370688
593.5775145	600.0	2.0	0	17-09-24 15:43:14.404263
632.539997	640.0	2.0	0	17-09-24 15:43:16.438313
670.909542	680.0	2.0	0	17-09-24 15:43:18.472656
709.5992285	720.0	2.0	0	17-09-24 15:43:20.506171
748.1700589999999	760.0	2.0	0	17-09-24 15:43:22.539805
789.887799	800.0	2.0	0	17-09-24 15:43:24.573418
829.744476	840.0	2.0	0	17-09-24 15:43:26.607837
869.137901	880.0	2.0	0	17-09-24 15:43:28.641172
909.31105	920.0	2.0	0	17-09-24 15:43:30.674409
949.9163050000001	960.0	2.0	0	17-09-24 15:43:32.708038
992.60333	1000.0	2.0	0	17-09-24 15:43:34.741895
1032.7226	1040.0	2.0	0	17-09-24 15:43:36.775491
1072.4964	1080.0	2.0	0	17-09-24 15:43:38.809802
1111.993645	1120.0	2.0	0	17-09-24 15:43:40.843838
1151.58039	1160.0	2.0	0	17-09-24 15:43:42.877517
1191.575255	1200.0	2.0	0	17-09-24 15:43:44.910687
1191.64059	1240.0	2.0	0	17-09-24 15:43:46.944187
1191.64059	1280.0	2.0	0	17-09-24 15:43:48.977153
1191.64059	1320.0	2.0	0	17-09-24 15:43:51.010902
1191.64059	1360.0	2.0	0	17-09-24 15:43:53.044379
1191.64059	1400.0	2.0	0	17-09-24 15:43:55.078437
1191.64059	1440.0	2.0	0	17-09-24 15:43:57.112591
1191.64059	1480.0	2.0	0	17-09-24 15:43:59.146149
1191.64059	1520.0	2.0	0	17-09-24 15:44:01.180050
1191.64059	1560.0	2.0	0	17-09-24 15:44:03.214043
1191.64059	1600.0	2.0	0	17-09-24 15:44:05.248263
1191.64059	1640.0	2.0	0	17-09-24 15:44:07.281994
1191.64059	1680.0	2.0	0	17-09-24 15:44:09.316223
1191.64059	1720.0	2.0	0	17-09-24 15:44:11.350806
1191.64059	1760.0	2.0	0	17-09-24 15:44:13.384890
1191.64059	1800.0	2.0	0	17-09-24 15:44:15.419235
1191.64059	1840.0	2.0	0	17-09-24 15:44:17.453763
1191.64059	1880.0	2.0	0	17-09-24 15:44:19.488242
1191.64059	1920.0	2.0	0	17-09-24 15:44:21.522362
1191.64059	1960.0	2.0	0	17-09-24 15:44:23.556931
1191.64059	2000.0	2.0	0	17-09-24 15:44:25.590239
1191.64059	2040.0	2.0	0	17-09-24 15:44:27.623801
1191.64059	2080.0	2.0	0	17-09-24 15:44:29.658135
1191.64059	2120.0	2.0	0	17-09-24 15:44:31.691407
1191.64059	2160.0	2.0	0	17-09-24 15:44:33.725528
1191.64059	2200.0	2.0	0	17-09-24 15:44:35.759829
1191.64059	2240.0	2.0	0	17-09-24 15:44:37.793386
1191.64059	2280.0	2.0	0	17-09-24 15:44:39.827701
1191.64059	2320.0	2.0	0	17-09-24 15:44:41.860537
1191.64059	2360.0	2.0	0	17-09-24 15:44:43.894483
1191.64059	2400.0	2.0	0	17-09-24 15:44:45.928669
1191.64059	2440.0	2.0	0	17-09-24 15:44:47.962299
1191.64059	2480.0	2.0	0	17-09-24 15:44:49.996804
1191.64059	2520.0	2.0	0	17-09-24 15:44:52.031275
1191.64059	2560.0	2.0	0	17-09-24 15:44:54.064236
1191.64059	2600.0	2.0	0	17-09-24 15:44:56.098984
1191.64059	2640.0	2.0	0	17-09-24 15:44:58.131989
1191.64059	2680.0	2.0	0	17-09-24 15:45:00.165722
1191.64059	2720.0	2.0	0	17-09-24 15:45:02.199789
1191.64059	2760.0	2.0	0	17-09-24 15:45:04.233906
1191.64059	2800.0	2.0	0	17-09-24 15:45:06.267860
1191.64059	2840.0	2.0	0	17-09-24 15:45:08.301776
1191.64059	2880.0	2.0	0	17-09-24 15:45:10.335899
1191.64059	2920.0	2.0	0	17-09-24 15:45:12.370666
1191.64059	2960.0	2.0	0	17-09-24 15:45:14.405049
1191.64059	3000.0	2.0	0	17-09-24 15:45:16.439439
1191.64059	3040.0	2.0	0	17-09-24 15:45:18.473201
1191.64059	3080.0	2.0	0	17-09-24 15:45:20.506968
1191.64059	3120.0	2.0	0	17-09-24 15:45:22.540994
1191.64059	3160.0	2.0	0	17-09-24 15:45:24.575552
1191.64059	3200.0	2.0	0	17-09-24 15:45:26.608504
1191.64059	3240.0	2.0	0	17-09-24 15:45:28.641519
