# 
hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDC	IDC	Delay	a	b	
50.0	35.0	50.0	35.0	49.99303	0.00119814402	5.0	50.0	-15.0	18-06-24 15:20:42.613053
50.0	36.0	50.0	36.0	49.9825862	0.00119900977	5.0	50.0	-14.0	18-06-24 15:20:49.843695
50.0	37.0	50.0	37.0	49.9715463	0.00119970419	5.0	50.0	-13.0	18-06-24 15:20:57.115031
50.0	38.0	50.0	38.0	49.9614305	0.00119669129	5.0	50.0	-12.0	18-06-24 15:21:04.583090
50.0	39.0	50.0	39.0	49.9614002	0.00109674979	5.0	50.0	-11.0	18-06-24 15:21:11.880880
50.0	40.0	50.0	40.0	49.9613023	0.000996250826	5.0	50.0	-10.0	18-06-24 15:21:19.118847
50.0	41.0	50.0	41.0	49.961208	0.000896263379	5.0	50.0	-9.0	18-06-24 15:21:26.413545
50.0	42.0	50.0	42.0	49.9612499	0.0007964983649999999	5.0	50.0	-8.0	18-06-24 15:21:33.869633
50.0	43.0	50.0	43.0	49.9613818	0.000696748519	5.0	50.0	-7.0	18-06-24 15:21:41.082722
50.0	44.0	50.0	44.0	49.9612328	0.0005968207709999999	5.0	50.0	-6.0	18-06-24 15:21:48.216142
50.0	45.0	50.0	45.0	49.9610923	0.000497010852	5.0	50.0	-5.0	18-06-24 15:21:55.477962
50.0	46.0	50.0	46.0	49.9610743	0.00039707264399999997	5.0	50.0	-4.0	18-06-24 15:22:02.658549
50.0	47.0	50.0	47.0	49.9612988	0.00029735365599999996	5.0	50.0	-3.0	18-06-24 15:22:09.868560
50.0	48.0	50.0	48.0	49.9612235	0.00019659886	5.0	50.0	-2.0	18-06-24 15:22:16.990023
50.0	49.0	50.0	49.0	49.9613214	9.68330248e-05	5.0	50.0	-1.0	18-06-24 15:22:24.156220
50.0	50.0	50.0	50.0	49.9612731	-3.1379101e-06	5.0	50.0	0.0	18-06-24 15:22:31.304674
50.0	51.0	50.0	51.0	49.961282	-0.00010286078299999999	5.0	50.0	1.0	18-06-24 15:22:38.499614
50.0	52.0	50.0	52.0	49.9611237	-0.000202835753	5.0	50.0	2.0	18-06-24 15:22:45.766085
50.0	53.0	50.0	53.0	49.9611968	-0.000302596956	5.0	50.0	3.0	18-06-24 15:22:52.926365
50.0	54.0	50.0	54.0	49.961121	-0.00040255683199999997	5.0	50.0	4.0	18-06-24 15:23:00.159336
50.0	55.0	50.0	55.0	49.9611857	-0.000503039657	5.0	50.0	5.0	18-06-24 15:23:07.368851
50.0	56.0	50.0	56.0	49.9612245	-0.0006029958719999999	5.0	50.0	6.0	18-06-24 15:23:14.674498
50.0	57.0	50.0	57.0	49.9611973	-0.000702772915	5.0	50.0	7.0	18-06-24 15:23:21.819966
50.0	58.0	50.0	58.0	49.9612816	-0.000802749902	5.0	50.0	8.0	18-06-24 15:23:29.022787
50.0	59.0	50.0	59.0	49.9611383	-0.0009025013169999999	5.0	50.0	9.0	18-06-24 15:23:36.356977
50.0	60.0	50.0	60.0	49.9615334	-0.0010024322800000001	5.0	50.0	10.0	18-06-24 15:23:47.705500
50.0	61.0	50.0	61.0	49.9611879	-0.00110218302	5.0	50.0	11.0	18-06-24 15:23:54.889615
50.0	62.0	50.0	62.0	49.9615871	-0.00120215052	5.0	50.0	12.0	18-06-24 15:24:02.143514
50.0	63.0	50.0	63.0	50.6903294	-0.00123067855	5.0	50.0	13.0	18-06-24 15:24:09.331717
50.0	64.0	50.0	64.0	51.687165	-0.00123205559	5.0	50.0	14.0	18-06-24 15:24:16.513915
50.0	65.0	50.0	65.0	52.6813522	-0.00123357467	5.0	50.0	15.0	18-06-24 15:24:23.664522
