# 
Voltage 1	Current 1	Voltmeter 1	Delay	
2.0	0.0	-0.0001920091	0.1	04-12-23 12:13:33.719009
2.0	0.0	-0.0001861362	0.1	04-12-23 12:13:33.861938
2.0	0.0	-0.0001805015	0.1	04-12-23 12:13:34.027584
2.0	0.0	-0.0001751048	0.1	04-12-23 12:13:34.232641
2.0	0.0	-0.0001939932	0.1	04-12-23 12:13:34.436587
2.0	0.0	-0.0001950249	0.1	04-12-23 12:13:34.641449
2.0	0.0	-0.0001677241	0.1	04-12-23 12:13:34.850303
2.0	0.0	-0.0001996279	0.1	04-12-23 12:13:35.050714
2.0	0.0	-0.000189152	0.1	04-12-23 12:13:35.256925
2.0	0.0	-0.0002040723	0.1	04-12-23 12:13:35.467335
2.0	0.0	-0.0001835966	0.1	04-12-23 12:13:35.665490
2.0	0.0	-0.000190025	0.1	04-12-23 12:13:35.871514
2.0	0.0	-0.0001861363	0.1	04-12-23 12:13:36.073860
2.0	0.0	-0.0001770095	0.1	04-12-23 12:13:36.280202
2.0	0.0	-0.0001743905	0.1	04-12-23 12:13:36.485370
2.0	0.0	-0.0001987549	0.1	04-12-23 12:13:36.691170
2.0	0.0	-0.0002021676	0.1	04-12-23 12:13:36.996258
2.0	0.0	-0.00019066	0.1	04-12-23 12:13:37.201173
2.0	0.0	-0.0001718509	0.1	04-12-23 12:13:37.406066
2.0	0.0	-0.0001716128	0.1	04-12-23 12:13:37.610842
2.0	0.0	-0.0001755015	0.1	04-12-23 12:13:37.815647
2.0	0.0	-0.000186295	0.1	04-12-23 12:13:38.023714
2.0	0.0	-0.0001802634	0.1	04-12-23 12:13:38.224165
2.0	0.0	-0.000188914	0.1	04-12-23 12:13:38.430361
2.0	0.0	-0.0001705017	0.1	04-12-23 12:13:38.583636
2.0	0.0	-0.0002017708	0.1	04-12-23 12:13:38.736928
2.0	0.0	-0.0001826443	0.1	04-12-23 12:13:38.942145
2.0	0.0	-0.0001770888	0.1	04-12-23 12:13:39.248916
2.0	0.0	-0.0001862156	0.1	04-12-23 12:13:39.454541
2.0	0.0	-0.0001966121	0.1	04-12-23 12:13:39.672999
2.0	0.0	-0.0001460579	0.1	04-12-23 12:13:39.955705
2.0	0.0	-0.0001924059	0.1	04-12-23 12:13:40.170783
2.0	0.0	-0.0001812157	0.1	04-12-23 12:13:40.382952
2.0	0.0	-0.0001870093	0.1	04-12-23 12:13:40.580962
2.0	0.0	-0.0001638352	0.1	04-12-23 12:13:40.792367
2.0	0.0	-0.0001954217	0.1	04-12-23 12:13:40.990575
2.0	0.0	-0.0001746286	0.1	04-12-23 12:13:41.195885
2.0	0.0	-0.0001755016	0.1	04-12-23 12:13:41.400843
2.0	0.0	-0.0001944693	0.1	04-12-23 12:13:41.604466
2.0	0.0	-0.000180184	0.1	04-12-23 12:13:41.809191
2.0	0.0	-0.0001808983	0.1	04-12-23 12:13:42.009037
2.0	0.0	-0.0001841521	0.1	04-12-23 12:13:42.218781
2.0	0.0	-0.0001809776	0.1	04-12-23 12:13:42.422441
2.0	0.0	-0.0001792317	0.1	04-12-23 12:13:42.730910
2.0	0.0	-0.0001874061	0.1	04-12-23 12:13:42.935158
2.0	0.0	-0.0001982788	0.1	04-12-23 12:13:43.242877
2.0	0.0	-0.0001978026	0.1	04-12-23 12:13:43.448381
2.0	0.0	-0.0001802634	0.1	04-12-23 12:13:43.652065
2.0	0.0	-0.0001789935	0.1	04-12-23 12:13:43.857328
2.0	0.0	-0.0001790729	0.1	04-12-23 12:13:44.062507
2.0	0.0	-0.0001935964	0.1	04-12-23 12:13:44.267088
2.0	0.0	-0.0001700256	0.1	04-12-23 12:13:44.473339
2.0	0.0	-0.0001714541	0.1	04-12-23 12:13:44.646038
2.0	0.0	-0.0001907393	0.1	04-12-23 12:13:44.787345
2.0	0.0	-0.0001583592	0.1	04-12-23 12:13:44.983469
2.0	0.0	-0.000158518	0.1	04-12-23 12:13:45.188597
2.0	0.0	-0.0001915329	0.1	04-12-23 12:13:45.494900
2.0	0.0	-0.0001811364	0.1	04-12-23 12:13:45.700531
2.0	0.0	-0.0001932789	0.1	04-12-23 12:13:45.919773
2.0	0.0	-0.0001790729	0.1	04-12-23 12:13:46.110414
2.0	0.0	-0.0001896282	0.1	04-12-23 12:13:46.319507
2.0	0.0	-0.0001966915	0.1	04-12-23 12:13:46.519633
2.0	0.0	-0.0001974058	0.1	04-12-23 12:13:46.728728
2.0	0.0	-0.0001827236	0.1	04-12-23 12:13:46.929596
2.0	0.0	-0.0002006596	0.1	04-12-23 12:13:47.134385
2.0	0.0	-0.0001894695	0.1	04-12-23 12:13:47.338984
2.0	0.0	-0.0001875648	0.1	04-12-23 12:13:47.548046
2.0	0.0	-0.0001796285	0.1	04-12-23 12:13:47.748193
2.0	0.0	-0.0001749461	0.1	04-12-23 12:13:48.056252
2.0	0.0	-0.0001727239	0.1	04-12-23 12:13:48.266569
2.0	0.0	-0.0001862156	0.1	04-12-23 12:13:48.465429
2.0	0.0	-0.0002047865	0.1	04-12-23 12:13:48.771822
2.0	0.0	-0.0002010565	0.1	04-12-23 12:13:48.977672
2.0	0.0	-0.0001925646	0.1	04-12-23 12:13:49.181706
2.0	0.0	-0.0001804221	0.1	04-12-23 12:13:49.386896
2.0	0.0	-0.0001950249	0.1	04-12-23 12:13:49.591777
2.0	0.0	-0.0001789142	0.1	04-12-23 12:13:49.796724
2.0	0.0	-0.0001844696	0.1	04-12-23 12:13:50.000818
2.0	0.0	-0.0001991517	0.1	04-12-23 12:13:50.206824
2.0	0.0	-0.0001793904	0.1	04-12-23 12:13:50.411028
2.0	0.0	-0.0001933583	0.1	04-12-23 12:13:50.616227
2.0	0.0	-0.0001801047	0.1	04-12-23 12:13:50.819895
2.0	0.0	-0.0001909773	0.1	04-12-23 12:13:51.025136
2.0	0.0	-0.0001782793	0.1	04-12-23 12:13:51.231165
2.0	0.0	-0.0001841521	0.1	04-12-23 12:13:51.453780
2.0	0.0	-0.0001812157	0.1	04-12-23 12:13:51.639619
2.0	0.0	-0.0001734381	0.1	04-12-23 12:13:51.842205
2.0	0.0	-0.0001795491	0.1	04-12-23 12:13:52.048622
2.0	0.0	-0.0001813744	0.1	04-12-23 12:13:52.254334
2.0	0.0	-0.0001765333	0.1	04-12-23 12:13:52.458770
2.0	0.0	-0.0001741524	0.1	04-12-23 12:13:52.664145
2.0	0.0	-0.0001876442	0.1	04-12-23 12:13:52.869166
2.0	0.0	-0.0001862156	0.1	04-12-23 12:13:53.073353
2.0	0.0	-0.0001769301	0.1	04-12-23 12:13:53.278137
2.0	0.0	-0.0001781206	0.1	04-12-23 12:13:53.483400
2.0	0.0	-0.0001670891	0.1	04-12-23 12:13:53.777015
2.0	0.0	-0.0001824855	0.1	04-12-23 12:13:53.994583
2.0	0.0	-0.0001945487	0.1	04-12-23 12:13:54.307196
2.0	0.0	-0.0002043103	0.1	04-12-23 12:13:54.507007
2.0	0.0	-0.0001779619	0.1	04-12-23 12:13:54.712233
2.0	0.0	-0.0001865331	0.1	04-12-23 12:13:55.019266
2.0	0.0	-0.0002066913	0.1	04-12-23 12:13:55.224747
2.0	0.0	-0.0001693907	0.1	04-12-23 12:13:55.428704
2.0	0.0	-0.0002025644	0.1	04-12-23 12:13:55.633316
2.0	0.0	-0.0002012152	0.1	04-12-23 12:13:55.944499
2.0	0.0	-0.0001731207	0.1	04-12-23 12:13:56.146007
2.0	0.0	-0.0001916123	0.1	04-12-23 12:13:56.350628
2.0	0.0	-0.0001632798	0.1	04-12-23 12:13:56.554633
2.0	0.0	-0.000176454	0.1	04-12-23 12:13:56.721594
2.0	0.0	-0.0001782793	0.1	04-12-23 12:13:56.862084
2.0	0.0	-0.0001779619	0.1	04-12-23 12:13:57.067068
2.0	0.0	-0.0001889139	0.1	04-12-23 12:13:57.272219
2.0	0.0	-0.0001870886	0.1	04-12-23 12:13:57.478348
2.0	0.0	-0.0001765333	0.1	04-12-23 12:13:57.751914
2.0	0.0	-0.0001894695	0.1	04-12-23 12:13:57.894194
2.0	0.0	-0.0001621686	0.1	04-12-23 12:13:58.090716
2.0	0.0	-0.0001732001	0.1	04-12-23 12:13:58.295869
2.0	0.0	-0.0001824062	0.1	04-12-23 12:13:58.500049
2.0	0.0	-0.0001809777	0.1	04-12-23 12:13:58.705130
2.0	0.0	-0.0001847871	0.1	04-12-23 12:13:58.909968
2.0	0.0	-0.0001872473	0.1	04-12-23 12:13:59.115149
2.0	0.0	-0.0001835967	0.1	04-12-23 12:13:59.321488
2.0	0.0	-0.000181057	0.1	04-12-23 12:13:59.524980
2.0	0.0	-0.0001837553	0.1	04-12-23 12:13:59.730051
2.0	0.0	-0.0001716922	0.1	04-12-23 12:14:00.023582
2.0	0.0	-0.0001492324	0.1	04-12-23 12:14:00.241433
2.0	0.0	-0.0001589147	0.1	04-12-23 12:14:00.547546
2.0	0.0	-0.0001799459	0.1	04-12-23 12:14:00.753109
2.0	0.0	-0.0001960566	0.1	04-12-23 12:14:00.967348
2.0	0.0	-0.0001675653	0.1	04-12-23 12:14:01.165234
2.0	0.0	-0.0002148657	0.1	04-12-23 12:14:01.368482
2.0	0.0	-0.0001859775	0.1	04-12-23 12:14:01.572625
2.0	0.0	-0.0001749461	0.1	04-12-23 12:14:01.778315
2.0	0.0	-0.0001792316	0.1	04-12-23 12:14:01.982576
2.0	0.0	-0.0001876441	0.1	04-12-23 12:14:02.187159
2.0	0.0	-0.0001741524	0.1	04-12-23 12:14:02.392279
2.0	0.0	-0.0001883584	0.1	04-12-23 12:14:02.601045
2.0	0.0	-0.0001847871	0.1	04-12-23 12:14:02.745134
2.0	0.0	-0.0001914535	0.1	04-12-23 12:14:02.906585
2.0	0.0	-0.0002028818	0.1	04-12-23 12:14:03.111257
2.0	0.0	-0.0001796285	0.1	04-12-23 12:14:03.312811
2.0	0.0	-0.0002000248	0.1	04-12-23 12:14:03.518768
2.0	0.0	-0.0001855014	0.1	04-12-23 12:14:03.723635
2.0	0.0	-0.0001999454	0.1	04-12-23 12:14:04.023937
2.0	0.0	-0.0001922472	0.1	04-12-23 12:14:04.235269
2.0	0.0	-0.000188279	0.1	04-12-23 12:14:04.439358
2.0	0.0	-0.0001708192	0.1	04-12-23 12:14:04.644988
2.0	0.0	-0.0001739937	0.1	04-12-23 12:14:04.849344
2.0	0.0	-0.0001962947	0.1	04-12-23 12:14:05.054117
2.0	0.0	-0.0001700255	0.1	04-12-23 12:14:05.258603
2.0	0.0	-0.0001928027	0.1	04-12-23 12:14:05.463754
2.0	0.0	-0.0001744699	0.1	04-12-23 12:14:05.668670
2.0	0.0	-0.0001927234	0.1	04-12-23 12:14:05.980160
2.0	0.0	-0.0001838347	0.1	04-12-23 12:14:06.282882
2.0	0.0	-0.0001792317	0.1	04-12-23 12:14:06.490233
2.0	0.0	-0.0001732001	0.1	04-12-23 12:14:06.635128
2.0	0.0	-0.0001849458	0.1	04-12-23 12:14:06.807151
2.0	0.0	-0.0001940725	0.1	04-12-23 12:14:06.998734
2.0	0.0	-0.0001752635	0.1	04-12-23 12:14:07.203735
2.0	0.0	-0.0001739143	0.1	04-12-23 12:14:07.408313
2.0	0.0	-0.0001914536	0.1	04-12-23 12:14:07.613267
2.0	0.0	-0.000179311	0.1	04-12-23 12:14:07.816409
2.0	0.0	-0.0001866124	0.1	04-12-23 12:14:08.023670
2.0	0.0	-0.0001761365	0.1	04-12-23 12:14:08.234578
2.0	0.0	-0.0001616925	0.1	04-12-23 12:14:08.432931
2.0	0.0	-0.0001862156	0.1	04-12-23 12:14:08.638574
2.0	0.0	-0.0001797078	0.1	04-12-23 12:14:08.842781
2.0	0.0	-0.0001715335	0.1	04-12-23 12:14:09.048043
2.0	0.0	-0.000161375	0.1	04-12-23 12:14:09.252478
2.0	0.0	-0.0001955804	0.1	04-12-23 12:14:09.559859
2.0	0.0	-0.000173835	0.1	04-12-23 12:14:09.764896
2.0	0.0	-0.0001947074	0.1	04-12-23 12:14:09.969114
2.0	0.0	-0.000177565	0.1	04-12-23 12:14:10.175280
2.0	0.0	-0.0001549466	0.1	04-12-23 12:14:10.379136
2.0	0.0	-0.0001717716	0.1	04-12-23 12:14:10.583895
2.0	0.0	-0.0001892314	0.1	04-12-23 12:14:10.788859
2.0	0.0	-0.0002002629	0.1	04-12-23 12:14:10.993400
2.0	0.0	-0.0001834379	0.1	04-12-23 12:14:11.198377
2.0	0.0	-0.0001709779	0.1	04-12-23 12:14:11.404415
2.0	0.0	-0.0001822474	0.1	04-12-23 12:14:11.607839
2.0	0.0	-0.0001922472	0.1	04-12-23 12:14:11.812824
2.0	0.0	-0.0001824856	0.1	04-12-23 12:14:12.017291
2.0	0.0	-0.0001807395	0.1	04-12-23 12:14:12.323550
2.0	0.0	-0.0001978026	0.1	04-12-23 12:14:12.529555
2.0	0.0	-0.0001885965	0.1	04-12-23 12:14:12.734145
2.0	0.0	-0.0002093896	0.1	04-12-23 12:14:12.944733
2.0	0.0	-0.0001845489	0.1	04-12-23 12:14:13.144181
2.0	0.0	-0.0001962153	0.1	04-12-23 12:14:13.347947
2.0	0.0	-0.0001939138	0.1	04-12-23 12:14:13.553521
2.0	0.0	-0.0001798666	0.1	04-12-23 12:14:13.860308
2.0	0.0	-0.0001870093	0.1	04-12-23 12:14:14.065034
2.0	0.0	-0.0001951043	0.1	04-12-23 12:14:14.269377
2.0	0.0	-0.0001704224	0.1	04-12-23 12:14:14.567681
2.0	0.0	-0.0001920884	0.1	04-12-23 12:14:14.762366
2.0	0.0	-0.000199628	0.1	04-12-23 12:14:15.095464
2.0	0.0	-0.0001667717	0.1	04-12-23 12:14:15.294681
2.0	0.0	-0.0001913742	0.1	04-12-23 12:14:15.499614
2.0	0.0	-0.0001857394	0.1	04-12-23 12:14:15.707519
2.0	0.0	-0.0001770888	0.1	04-12-23 12:14:15.907678
2.0	0.0	-0.0001943106	0.1	04-12-23 12:14:16.113025
2.0	0.0	-0.0001874854	0.1	04-12-23 12:14:16.319328
2.0	0.0	-0.0002170084	0.1	04-12-23 12:14:16.522846
2.0	0.0	-0.0001740731	0.1	04-12-23 12:14:16.728114
2.0	0.0	-0.0001931995	0.1	04-12-23 12:14:16.932128
2.0	0.0	-0.000184787	0.1	04-12-23 12:14:17.138068
2.0	0.0	-0.0002090722	0.1	04-12-23 12:14:17.342375
2.0	0.0	-0.0001816919	0.1	04-12-23 12:14:17.547211
2.0	0.0	-0.0001909774	0.1	04-12-23 12:14:17.798493
2.0	0.0	-0.0001924853	0.1	04-12-23 12:14:18.059180
2.0	0.0	-0.0001879616	0.1	04-12-23 12:14:18.263820
2.0	0.0	-0.0002049453	0.1	04-12-23 12:14:18.475265
2.0	0.0	-0.0001780413	0.1	04-12-23 12:14:18.673374
2.0	0.0	-0.0001740731	0.1	04-12-23 12:14:18.878226
2.0	0.0	-0.000176454	0.1	04-12-23 12:14:19.083018
2.0	0.0	-0.0001766127	0.1	04-12-23 12:14:19.287829
2.0	0.0	-0.000191771	0.1	04-12-23 12:14:19.492465
2.0	0.0	-0.0001918504	0.1	04-12-23 12:14:19.697828
2.0	0.0	-0.000176454	0.1	04-12-23 12:14:19.902081
2.0	0.0	-0.0001893901	0.1	04-12-23 12:14:20.107066
2.0	0.0	-0.0002201037	0.1	04-12-23 12:14:20.311594
2.0	0.0	-0.0001735175	0.1	04-12-23 12:14:20.515876
2.0	0.0	-0.0001888345	0.1	04-12-23 12:14:20.823335
2.0	0.0	-0.000197009	0.1	04-12-23 12:14:21.029242
2.0	0.0	-0.0001982788	0.1	04-12-23 12:14:21.334898
2.0	0.0	-0.000214072	0.1	04-12-23 12:14:21.540604
2.0	0.0	-0.0002031199	0.1	04-12-23 12:14:21.745776
2.0	0.0	-0.0001815332	0.1	04-12-23 12:14:21.884601
2.0	0.0	-0.0001735175	0.1	04-12-23 12:14:22.052537
2.0	0.0	-0.000213199	0.1	04-12-23 12:14:22.257357
2.0	0.0	-0.000192644	0.1	04-12-23 12:14:22.462218
2.0	0.0	-0.0001920091	0.1	04-12-23 12:14:22.667325
2.0	0.0	-0.0001932789	0.1	04-12-23 12:14:22.871899
2.0	0.0	-0.0001753429	0.1	04-12-23 12:14:23.076611
2.0	0.0	-0.0001496293	0.1	04-12-23 12:14:23.281116
2.0	0.0	-0.0002008184	0.1	04-12-23 12:14:23.592834
2.0	0.0	-0.0001682002	0.1	04-12-23 12:14:23.893018
2.0	0.0	-0.0001880409	0.1	04-12-23 12:14:24.100216
2.0	0.0	-0.0001841521	0.1	04-12-23 12:14:24.304627
2.0	0.0	-0.0001874854	0.1	04-12-23 12:14:24.509609
2.0	0.0	-0.0001709779	0.1	04-12-23 12:14:24.714124
2.0	0.0	-0.000170343	0.1	04-12-23 12:14:24.920130
2.0	0.0	-0.0001736763	0.1	04-12-23 12:14:25.123528
2.0	0.0	-0.0002032787	0.1	04-12-23 12:14:25.329173
2.0	0.0	-0.0001872473	0.1	04-12-23 12:14:25.538920
2.0	0.0	-0.0001739937	0.1	04-12-23 12:14:25.737172
2.0	0.0	-0.0001678828	0.1	04-12-23 12:14:25.945084
2.0	0.0	-0.0001831998	0.1	04-12-23 12:14:26.148503
2.0	0.0	-0.0001804221	0.1	04-12-23 12:14:26.354003
2.0	0.0	-0.0001911361	0.1	04-12-23 12:14:26.559152
2.0	0.0	-0.0001655812	0.1	04-12-23 12:14:26.867248
2.0	0.0	-0.0001897869	0.1	04-12-23 12:14:27.071272
2.0	0.0	-0.0001728826	0.1	04-12-23 12:14:27.276161
2.0	0.0	-0.0001792317	0.1	04-12-23 12:14:27.481609
2.0	0.0	-0.0001916916	0.1	04-12-23 12:14:27.684663
2.0	0.0	-0.0001799459	0.1	04-12-23 12:14:27.887274
2.0	0.0	-0.0001670098	0.1	04-12-23 12:14:28.095278
2.0	0.0	-0.0001714541	0.1	04-12-23 12:14:28.299734
2.0	0.0	-0.0001769301	0.1	04-12-23 12:14:28.502693
2.0	0.0	-0.0001808189	0.1	04-12-23 12:14:28.710223
2.0	0.0	-0.000209707	0.1	04-12-23 12:14:28.913851
2.0	0.0	-0.0001922472	0.1	04-12-23 12:14:29.119107
2.0	0.0	-0.0001809776	0.1	04-12-23 12:14:29.322988
2.0	0.0	-0.0001739937	0.1	04-12-23 12:14:29.629967
2.0	0.0	-0.0001808982	0.1	04-12-23 12:14:29.835775
2.0	0.0	-0.0001831204	0.1	04-12-23 12:14:29.974702
2.0	0.0	-0.000182168	0.1	04-12-23 12:14:30.142340
2.0	0.0	-0.0001649463	0.1	04-12-23 12:14:30.346874
2.0	0.0	-0.0001695494	0.1	04-12-23 12:14:30.551867
2.0	0.0	-0.0001713747	0.1	04-12-23 12:14:30.757122
2.0	0.0	-0.0001822474	0.1	04-12-23 12:14:30.983643
2.0	0.0	-0.0001716128	0.1	04-12-23 12:14:31.166175
2.0	0.0	-0.0001822475	0.1	04-12-23 12:14:31.371895
2.0	0.0	-0.0001797078	0.1	04-12-23 12:14:31.577691
2.0	0.0	-0.0001831998	0.1	04-12-23 12:14:31.802451
2.0	0.0	-0.0001777238	0.1	04-12-23 12:14:31.986336
2.0	0.0	-0.0001765333	0.1	04-12-23 12:14:32.190570
2.0	0.0	-0.0001592322	0.1	04-12-23 12:14:32.395459
2.0	0.0	-0.000187168	0.1	04-12-23 12:14:32.599419
2.0	0.0	-0.0001735969	0.1	04-12-23 12:14:32.803075
2.0	0.0	-0.000183676	0.1	04-12-23 12:14:33.027087
2.0	0.0	-0.0001695494	0.1	04-12-23 12:14:33.214366
2.0	0.0	-0.00018193	0.1	04-12-23 12:14:33.419586
2.0	0.0	-0.000172089	0.1	04-12-23 12:14:33.624136
