# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.013	0.0	250	250	-7453431.0	-7466474.0	-7473010.0	-7470601.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.9663872	9.9e+37	22.2535631	1714198099.647362	60.0	1901.018810188102	27-04-24 08:08:19.647431
0.6	0.002	250	250	-7157028.0	-7169611.0	-7176014.0	-7173564.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3819149	9.9e+37	22.6432847	1714198166.1283884	60.0	1901.018810188102	27-04-24 08:09:26.128459
1.2	0.005	250	250	-6780087.0	-6791974.0	-6798096.0	-6795774.0	-8127781.0	-8118841.0	-8117863.0	-8113929.0	-10.7825208	-1.16126349	22.6629289	1714198232.6060538	60.0	1901.018810188102	27-04-24 08:10:32.606358
1.8	0.008	250	250	-6403575.0	-6414690.0	-6420423.0	-6418329.0	-7677693.0	-7669192.0	-7668303.0	-7664560.0	-10.1838642	-1.09701131	22.2038297	1714198299.0827603	60.0	1901.018810188102	27-04-24 08:11:39.082822
2.4	0.011	250	250	-6026086.0	-6036465.0	-6041883.0	-6040010.0	-7225126.0	-7217093.0	-7216285.0	-7212718.0	-9.58355504	-1.03233012	21.7187619	1714198365.559711	60.0	1901.018810188102	27-04-24 08:12:45.559774
3.0	0.014	250	250	-5649263.0	-5658882.0	-5663987.0	-5662304.0	-6774688.0	-6767095.0	-6766317.0	-6762892.0	-8.98444776	-0.96796525	21.4726825	1714198432.0382159	60.0	1901.018810188102	27-04-24 08:13:52.038277
3.6	0.017	250	250	-5272636.0	-5281539.0	-5286242.0	-5284774.0	-6322942.0	-6315795.0	-6315099.0	-6311816.0	-8.38558991	-0.903404261	21.7696452	1714198498.544295	60.0	1901.018810188102	27-04-24 08:14:58.544356
4.2	0.021	250	250	-4895715.0	-4903830.0	-4908273.0	-4906959.0	-5871252.0	-5864498.0	-5863912.0	-5860868.0	-7.78627658	-0.838885588	22.1925223	1714198565.0247135	60.0	1901.018810188102	27-04-24 08:16:05.024778
4.799	0.024	250	250	-4519057.0	-4526442.0	-4530559.0	-4529423.0	-5419477.0	-5413154.0	-5412638.0	-5409792.0	-7.18736475	-0.774350132	22.6571794	1714198631.5003757	60.0	1901.018810188102	27-04-24 08:17:11.500440
5.4	0.027	250	250	-4141983.0	-4148599.0	-4152405.0	-4151468.0	-4967345.0	-4961498.0	-4961020.0	-4958423.0	-6.58784211	-0.709754845	22.6246946	1714198697.97967	60.0	1901.018810188102	27-04-24 08:18:17.979734
