# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.088	0.0	250	250	-7442068.0	-7455399.0	-7462425.0	-7460000.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8851569	9.9e+37	31.1763204	1712689752.9944677	6	53.0	09-04-24 21:09:12.994530
0.601	0.002	250	250	-7152896.0	-7165540.0	-7172195.0	-7169584.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3763218	9.9e+37	31.1560438	1712689761.0122526	6	53.0	09-04-24 21:09:21.012319
1.201	0.005	250	250	-6777778.0	-6789669.0	-6795978.0	-6793573.0	-8124526.0	-8115106.0	-8114307.0	-8110752.0	-10.7795542	-1.16083222	31.2149517	1712689769.085844	6	53.0	09-04-24 21:09:29.085926
1.8	0.008	250	250	-6401854.0	-6412996.0	-6418972.0	-6416752.0	-7673862.0	-7664942.0	-7664213.0	-7660809.0	-10.1817221	-1.09644136	31.2170659	1712689776.8876295	6	53.0	09-04-24 21:09:36.887685
2.401	0.012	250	250	-6024663.0	-6035067.0	-6040682.0	-6038681.0	-7221949.0	-7213482.0	-7212769.0	-7209510.0	-9.58196065	-1.03182974	31.2522377	1712689784.9356568	6	53.0	09-04-24 21:09:44.935718
3.001	0.015	250	250	-5648092.0	-5657760.0	-5663054.0	-5661230.0	-6770093.0	-6762054.0	-6761427.0	-6758353.0	-8.98322198	-0.967317921	31.2207176	1712689792.9589443	6	53.0	09-04-24 21:09:52.959000
3.6	0.018	250	250	-5271690.0	-5280630.0	-5285564.0	-5283962.0	-6319320.0	-6311778.0	-6311188.0	-6308313.0	-8.38456584	-0.902888089	31.161137	1712689801.0101197	6	53.0	09-04-24 21:10:01.010176
4.201	0.021	250	250	-4894826.0	-4902988.0	-4907589.0	-4906170.0	-5867561.0	-5860456.0	-5859957.0	-5857233.0	-7.78529815	-0.83835422	31.1479715	1712689809.0589807	6	53.0	09-04-24 21:10:09.059038
4.8	0.024	250	250	-4518306.0	-4525735.0	-4530010.0	-4528790.0	-5416348.0	-5409688.0	-5409260.0	-5406710.0	-7.18663532	-0.773879519	31.1614252	1712689816.8591495	6	53.0	09-04-24 21:10:16.859205
5.4	0.027	250	250	-4141317.0	-4147956.0	-4151931.0	-4150897.0	-4964076.0	-4957900.0	-4957547.0	-4955165.0	-6.58707137	-0.709296714	31.1731492	1712689824.9796612	6	53.0	09-04-24 21:10:24.979715
6.0	0.03	250	250	-3764727.0	-3770642.0	-3774250.0	-3773418.0	-4513209.0	-4507500.0	-4507183.0	-4504987.0	-5.98829228	-0.644858878	31.2146635	1712689832.8158014	6	53.0	09-04-24 21:10:32.815860
6.6	0.033	250	250	-3387720.0	-3392888.0	-3396168.0	-3395534.0	-4061275.0	-4056006.0	-4055797.0	-4053723.0	-5.3888201	-0.580299018	31.1367281	1712689840.6165435	6	53.0	09-04-24 21:10:40.616600
7.2	0.036	250	250	-3011218.0	-3015638.0	-3018562.0	-3018143.0	-3610165.0	-3605345.0	-3605202.0	-3603319.0	-4.79011625	-0.515848879	31.1024212	1712689848.6282716	6	53.0	09-04-24 21:10:48.628324
7.801	0.039	250	250	-2633811.0	-2637472.0	-2640071.0	-2639845.0	-3157900.0	-3153531.0	-3153428.0	-3151725.0	-4.1900428	-0.451232113	31.0850275	1712689856.6869729	6	53.0	09-04-24 21:10:56.687029
8.4	0.042	250	250	-2257400.0	-2260311.0	-2262574.0	-2262537.0	-2706584.0	-2702664.0	-2702648.0	-2701073.0	-3.59148838	-0.386749912	31.1102051	1712689864.5467443	6	53.0	09-04-24 21:11:04.546798
8.999	0.045	250	250	-1881008.0	-1883175.0	-1885109.0	-1885267.0	-2255344.0	-2251868.0	-2251899.0	-2250524.0	-2.99301269	-0.322299641	31.1489325	1712689872.370371	6	53.0	09-04-24 21:11:12.370426
9.599	0.048	250	250	-1504177.0	-1505590.0	-1507193.0	-1507549.0	-1803739.0	-1800716.0	-1800842.0	-1799610.0	-2.39378706	-0.257768504	31.1119349	1712689880.419597	6	53.0	09-04-24 21:11:20.419651
10.2	0.051	250	250	-1127167.0	-1127834.0	-1129101.0	-1129661.0	-1351943.0	-1349399.0	-1349584.0	-1348516.0	-1.79432981	-0.19323772	31.1463379	1712689888.221249	6	53.0	09-04-24 21:11:28.221301
10.8	0.055	250	250	-749985.6	-749905.1	-750831.8	-751593.7	-899921.4	-897812.5	-898067.2	-897172.3	-1.19457837	-0.128655514	31.11107	1712689896.0703719	6	53.0	09-04-24 21:11:36.070437
