# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.022	0.0	250	250	22.7315398	1714468076.106782	-11.9549553	-7453002.0	-7466010.0	-7472631.0	-7470143.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	701.0069300693007	30-04-24 11:08:02.537025
0.6	0.003	250	250	22.4027631	1714468102.5762804	-11.3806387	-7156191.0	-7168781.0	-7175192.0	-7172711.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	701.0069300693007	30-04-24 11:08:29.006448
1.2	0.006	250	250	22.4356312	1714468129.0438776	-10.7818013	-6779564.0	-6791446.0	-6797539.0	-6795202.0	-1.1609524	-8125559.0	-8116641.0	-8115654.0	-8111634.0	20	701.0069300693007	30-04-24 11:08:55.483521
1.799	0.009	250	250	22.3303192	1714468155.522568	-10.1833846	-6403255.0	-6414352.0	-6420153.0	-6418012.0	-1.09658331	-7675036.0	-7666584.0	-7665655.0	-7661818.0	20	701.0069300693007	30-04-24 11:09:21.964338
2.4	0.012	250	250	22.15103	1714468182.0016892	-9.58333426	-6025849.0	-6036230.0	-6041683.0	-6039739.0	-1.03206281	-7223488.0	-7215439.0	-7214589.0	-7210946.0	20	701.0069300693007	30-04-24 11:09:48.444789
3.0	0.015	250	250	21.889906	1714468208.48972	-8.98426874	-5649113.0	-5658748.0	-5663841.0	-5662106.0	-0.967645218	-6772573.0	-6764952.0	-6764182.0	-6760727.0	20	701.0069300693007	30-04-24 11:10:14.930878
3.599	0.018	250	250	21.711575	1714468234.9887464	-8.38549938	-5272512.0	-5281388.0	-5286193.0	-5284634.0	-0.903192168	-6321428.0	-6314258.0	-6313557.0	-6310290.0	20	701.0069300693007	30-04-24 11:10:41.431403
4.199	0.021	250	250	21.4479595	1714468261.4884012	-7.78619888	-4895654.0	-4903755.0	-4908231.0	-4906879.0	-0.838697056	-5869982.0	-5863234.0	-5862569.0	-5859565.0	20	701.0069300693007	30-04-24 11:11:07.928955
4.799	0.024	250	250	21.2276571	1714468287.9891644	-7.18738141	-4519039.0	-4526383.0	-4530521.0	-4529403.0	-0.774256322	-5418900.0	-5412597.0	-5412020.0	-5409146.0	20	701.0069300693007	30-04-24 11:11:34.429111
5.399	0.027	250	250	21.2823734	1714468314.4885166	-6.58775844	-4141930.0	-4148542.0	-4152366.0	-4151415.0	-0.709669877	-4966789.0	-4960940.0	-4960453.0	-4957768.0	20	701.0069300693007	30-04-24 11:12:00.929969
5.998	0.03	250	250	21.4131749	1714468340.9881823	-5.98896299	-3765332.0	-3771203.0	-3774700.0	-3773934.0	-0.645203038	-4515553.0	-4510123.0	-4509683.0	-4507214.0	20	701.0069300693007	30-04-24 11:12:27.430479
6.599	0.033	250	250	21.5091919	1714468367.4878438	-5.38940162	-3388236.0	-3393367.0	-3396557.0	-3395976.0	-0.580629754	-4063543.0	-4058530.0	-4058222.0	-4055915.0	20	701.0069300693007	30-04-24 11:12:53.929908
7.199	0.036	250	250	21.6560921	1714468393.9876852	-4.79074866	-3011738.0	-3016105.0	-3018973.0	-3018575.0	-0.516145014	-3612190.0	-3607608.0	-3607349.0	-3605237.0	20	701.0069300693007	30-04-24 11:13:20.429072
7.799	0.039	250	250	21.7169412	1714468420.486266	-4.1906795	-2634338.0	-2637987.0	-2640494.0	-2640310.0	-0.451500217	-3159701.0	-3155536.0	-3155381.0	-3153469.0	20	701.0069300693007	30-04-24 11:13:46.929600
8.399	0.042	250	250	21.9620624	1714468446.9868042	-3.59200917	-2257799.0	-2260703.0	-2262878.0	-2262895.0	-0.386994233	-2708167.0	-2704450.0	-2704376.0	-2702637.0	20	701.0069300693007	30-04-24 11:14:13.428825
8.998	0.046	250	250	22.076957	1714468473.4861875	-2.99347438	-1881357.0	-1883522.0	-1885378.0	-1885575.0	-0.322522203	-2256864.0	-2253588.0	-2253577.0	-2252033.0	20	701.0069300693007	30-04-24 11:14:39.927624
9.598	0.049	250	250	22.3065545	1714468499.985519	-2.39428008	-1504495.0	-1505910.0	-1507450.0	-1507834.0	-0.25795611	-1804925.0	-1802055.0	-1802138.0	-1800789.0	20	701.0069300693007	30-04-24 11:15:06.427467
10.198	0.052	250	250	22.4905391	1714468526.4649708	-1.79458492	-1127326.0	-1128004.0	-1129231.0	-1129790.0	-0.193358301	-1352701.0	-1350271.0	-1350440.0	-1349262.0	20	701.0069300693007	30-04-24 11:15:32.906207
10.799	0.055	250	250	22.7195616	1714468552.9438043	-1.19478514	-750089.7	-750017.2	-750924.3	-751672.1	-0.128721322	-900328.6	-898315.0	-898545.4	-897600.4	20	701.0069300693007	30-04-24 11:15:59.385121
11.399	0.058	250	250	22.811554	1714468579.4209845	-0.595824593	-373411.0	-372602.2	-373180.5	-374122.7	-0.0641874659	-448597.4	-447047.0	-447354.1	-446577.1	20	701.0069300693007	30-04-24 11:16:25.862645
11.999	0.061	250	250	22.8531422	1714468605.9003482	0.00341404456	3461.82	5012.352	4758.288	3632.948	0.000380559111	3314.756	4456.564	4054.556	4652.776	20	701.0069300693007	30-04-24 11:16:52.341983
12.598	0.064	250	250	22.7009715	1714468632.3897226	0.602258757	380078.2	382364.3	382438.9	381130.0	0.0649005788	454919.1	455610.6	455158.5	455549.3	20	701.0069300693007	30-04-24 11:17:18.839521
13.199	0.067	250	250	22.5510049	1714468658.8772883	1.20171658	757103.9	760137.8	760539.0	759041.8	0.129478919	906919.5	907188.9	906626.5	906863.5	20	701.0069300693007	30-04-24 11:17:45.320484
13.798	0.07	250	250	22.2636247	1714468685.3578358	1.80036873	1133630.0	1137404.0	1138122.0	1136437.0	0.193977207	1358403.0	1358250.0	1357637.0	1357685.0	20	701.0069300693007	30-04-24 11:18:11.797466
14.398	0.073	250	250	21.9033215	1714468711.835167	2.39958966	1510518.0	1515017.0	1516075.0	1514203.0	0.258527626	1810216.0	1809637.0	1808919.0	1808779.0	20	701.0069300693007	30-04-24 11:18:38.275291
14.998	0.076	250	250	21.4229491	1714468738.3128762	2.99840824	1887146.0	1892393.0	1893764.0	1891703.0	0.323024439	2261705.0	2260661.0	2259906.0	2259569.0	20	701.0069300693007	30-04-24 11:19:04.753852
15.598	0.079	250	250	21.2971305	1714468764.8006768	3.59835662	2264483.0	2270467.0	2272148.0	2269926.0	0.387632267	2713968.0	2712484.0	2711632.0	2711154.0	20	701.0069300693007	30-04-24 11:19:31.241902
16.198	0.083	250	250	21.2840024	1714468791.2787206	4.19767296	2641399.0	2648163.0	2650183.0	2647749.0	0.452191128	3165951.0	3164056.0	3163141.0	3162408.0	20	701.0069300693007	30-04-24 11:19:57.719558
16.798	0.086	250	250	21.3470555	1714468817.7569816	4.79633209	3017956.0	3025457.0	3027798.0	3025171.0	0.516683347	3617401.0	3615069.0	3614053.0	3613176.0	20	701.0069300693007	30-04-24 11:20:24.197201
17.398	0.089	250	250	21.4842773	1714468844.2340784	5.39557049	3394866.0	3403114.0	3405778.0	3402975.0	0.581213223	4069155.0	4066400.0	4065298.0	4064226.0	20	701.0069300693007	30-04-24 11:20:50.674853
17.998	0.092	250	250	21.5759822	1714468870.7128189	5.99487341	3771802.0	3780757.0	3783756.0	3780754.0	0.645728082	4520771.0	4517585.0	4516371.0	4515154.0	20	701.0069300693007	30-04-24 11:21:17.154523
18.598	0.095	250	250	21.7412809	1714468897.2115693	6.59398095	4148649.0	4158349.0	4161682.0	4158510.0	0.710250742	4972422.0	4968803.0	4967533.0	4966081.0	20	701.0069300693007	30-04-24 11:21:43.652291
