# keith - ch2, keys - ch1
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
242.283975	249.972507	0.0	1000.0	0.0	1000.0	2.0	0.0	1000.0	19-12-23 18:50:55.222378
229.983037	237.809116	1613.4	2613.4	1613.4	2613.4	2.0	1613.4	1000.0	19-12-23 18:50:58.450893
217.677051	225.497709	3226.8	4226.8	3226.8	4226.8	2.0	3226.8	1000.0	19-12-23 18:51:01.727422
205.367498	213.175544	4840.2	5840.2	4840.2	5840.2	2.0	4840.2	1000.0	19-12-23 18:51:04.902146
193.065557	200.864154	6453.6	7453.6	6453.6	7453.6	2.0	6453.6	1000.0	19-12-23 18:51:08.178814
180.753539	188.54364	8067.0	9067.0	8067.0	9067.0	2.0	8067.0	1000.0	19-12-23 18:51:11.763018
168.450913	176.230219	9680.4	10680.4	9680.4	10680.4	2.0	9680.4	1000.0	19-12-23 18:51:14.936127
156.147269	163.920195	11293.8	12293.8	11293.8	12293.8	2.0	11293.8	1000.0	19-12-23 18:51:18.214008
143.836771	151.597626	12907.2	13907.2	12907.2	13907.2	2.0	12907.2	1000.0	19-12-23 18:51:21.490696
131.533919	139.285706	14520.6	15520.6	14520.6	15520.6	2.0	14520.6	1000.0	19-12-23 18:51:24.767510
119.221687	126.968088	16134.0	17134.0	16134.0	17134.0	2.0	16134.0	1000.0	19-12-23 18:51:28.044269
106.921223	114.653853	17747.4	18747.4	17747.4	18747.4	2.0	17747.4	1000.0	19-12-23 18:51:31.320895
94.6189844	102.342418	19360.8	20360.8	19360.8	20360.8	2.0	19360.8	1000.0	19-12-23 18:51:34.597902
82.3083235	90.020491	20974.2	21974.2	20974.2	21974.2	2.0	20974.2	1000.0	19-12-23 18:51:37.874786
70.007566	77.71011	22587.6	23587.6	22587.6	23587.6	2.0	22587.6	1000.0	19-12-23 18:51:41.151577
57.6951117	65.3903433	24201.0	25201.0	24201.0	25201.0	2.0	24201.0	1000.0	19-12-23 18:51:44.428280
45.3933689	53.0761982	25814.4	26814.4	25814.4	26814.4	2.0	25814.4	1000.0	19-12-23 18:51:47.602722
33.093635	40.7671488	27427.8	28427.8	27427.8	28427.8	2.0	27427.8	1000.0	19-12-23 18:51:50.879369
20.78293	28.4463242	29041.2	30041.2	29041.2	30041.2	2.0	29041.2	1000.0	19-12-23 18:51:54.053201
8.48186558	16.1361685	30654.6	31654.6	30654.6	31654.6	2.0	30654.6	1000.0	19-12-23 18:51:57.227971
-3.82856886	3.81972466	32268.0	33268.0	32268.0	33268.0	2.0	32268.0	1000.0	19-12-23 18:52:00.401507
-16.1285374	-8.49370696	33881.4	34881.4	33881.4	34881.4	2.0	33881.4	1000.0	19-12-23 18:52:03.679630
-28.4292693	-20.8051754	35494.8	36494.8	35494.8	36494.8	2.0	35494.8	1000.0	19-12-23 18:52:06.855571
-40.7395112	-33.1263363	37108.2	38108.2	37108.2	38108.2	2.0	37108.2	1000.0	19-12-23 18:52:11.467360
-53.0393233	-45.4354684	38721.6	39721.6	38721.6	39721.6	2.0	38721.6	1000.0	19-12-23 18:52:14.636574
-65.3517085	-57.7544129	40335.0	41335.0	40335.0	41335.0	2.0	40335.0	1000.0	19-12-23 18:52:17.809875
-77.6542294	-70.0684192	41948.4	42948.4	41948.4	42948.4	2.0	41948.4	1000.0	19-12-23 18:52:21.190311
-89.9542507	-82.3786706	43561.8	44561.8	43561.8	44561.8	2.0	43561.8	1000.0	19-12-23 18:52:24.467284
-102.26593	-94.7003588	45175.2	46175.2	45175.2	46175.2	2.0	45175.2	1000.0	19-12-23 18:52:27.744438
-114.568184	-107.011348	46788.6	47788.6	46788.6	47788.6	2.0	46788.6	1000.0	19-12-23 18:52:30.919095
-126.880261	-119.328335	48402.0	49402.0	48402.0	49402.0	2.0	48402.0	1000.0	19-12-23 18:52:34.195550
-139.181112	-131.642197	50015.4	51015.4	50015.4	51015.4	2.0	50015.4	1000.0	19-12-23 18:52:37.472897
-151.484109	-143.956263	51628.8	52628.8	51628.8	52628.8	2.0	51628.8	1000.0	19-12-23 18:52:40.749574
-163.797134	-156.279275	53242.2	54242.2	53242.2	54242.2	2.0	53242.2	1000.0	19-12-23 18:52:44.024874
-176.097636	-168.589298	54855.6	55855.6	54855.6	55855.6	2.0	54855.6	1000.0	19-12-23 18:52:47.199327
-188.410963	-180.910522	56469.0	57469.0	56469.0	57469.0	2.0	56469.0	1000.0	19-12-23 18:52:50.374565
-200.714571	-193.225531	58082.4	59082.4	58082.4	59082.4	2.0	58082.4	1000.0	19-12-23 18:52:53.652203
-213.015576	-205.537161	59695.8	60695.8	59695.8	60695.8	2.0	59695.8	1000.0	19-12-23 18:52:56.826562
-225.328668	-217.858828	61309.2	62309.2	61309.2	62309.2	2.0	61309.2	1000.0	19-12-23 18:53:00.103735
-237.63196	-230.171944	62922.6	63922.6	62922.6	63922.6	2.0	62922.6	1000.0	19-12-23 18:53:03.380364
-248.631471	-242.487102	64536.0	65536.0	64536.0	65536.0	2.0	64536.0	1000.0	19-12-23 18:53:06.657411
