# 
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
249.792128	249.973663	0	0	0	0	0.1	0	0	19-12-23 18:23:00.002722
249.792472	249.973805	0	0	0	0	0.1	0	0	19-12-23 18:23:01.333822
249.792843	249.973741	0	0	0	0	0.1	0	0	19-12-23 18:23:02.663831
249.792761	249.974067	0	0	0	0	0.1	0	0	19-12-23 18:23:03.996436
249.792846	249.973807	0	0	0	0	0.1	0	0	19-12-23 18:23:05.327770
249.793017	249.974072	0	0	0	0	0.1	0	0	19-12-23 18:23:06.658976
249.793151	249.974076	0	0	0	0	0.1	0	0	19-12-23 18:23:07.989993
21.0971764	21.1298193	30000.0	30000.0	30000.0	30000.0	0.1	30000.0	0	19-12-23 18:23:09.321481
21.0969086	21.1297415	30000.0	30000.0	30000.0	30000.0	0.1	30000.0	0	19-12-23 18:23:10.652727
21.0966008	21.1295216	30000.0	30000.0	30000.0	30000.0	0.1	30000.0	0	19-12-23 18:23:11.984152
21.0965071	21.1295064	30000.0	30000.0	30000.0	30000.0	0.1	30000.0	0	19-12-23 18:23:13.315133
21.0966946	21.1296031	30000.0	30000.0	30000.0	30000.0	0.1	30000.0	0	19-12-23 18:23:14.646670
