# 
hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDC	IDC	Delay	a	b	
50.0	35.0	50.0	35.0	43.35949	0.0015405004338698391	2.0	50.0	-15.0	18-06-24 16:02:52.030799
50.0	35.3	50.0	35.3	43.6959947	0.0015452015935219434	2.0	50.0	-14.7	18-06-24 16:02:56.193350
50.0	35.6	50.0	35.6	44.0141921	0.0015468365190442867	2.0	50.0	-14.4	18-06-24 16:03:00.605745
50.0	35.9	50.0	35.9	44.3177519	0.0015471429171248624	2.0	50.0	-14.1	18-06-24 16:03:04.805241
50.0	36.2	50.0	36.2	44.6182599	0.0015471695091472558	2.0	50.0	-13.8	18-06-24 16:03:09.462741
50.0	36.5	50.0	36.5	44.9287978	0.0015477286753973808	2.0	50.0	-13.5	18-06-24 16:03:13.609135
50.0	36.8	50.0	36.8	45.2371502	0.0015490648205538338	2.0	50.0	-13.2	18-06-24 16:03:17.808183
50.0	37.1	50.0	37.1	45.5456571	0.0015506110086973908	2.0	50.0	-12.9	18-06-24 16:03:22.106193
50.0	37.4	50.0	37.4	45.859848	0.0015518007517744676	2.0	50.0	-12.6	18-06-24 16:03:26.400182
50.0	37.7	50.0	37.7	46.1656501	0.001552729211236629	2.0	50.0	-12.3	18-06-24 16:03:30.594030
50.0	38.0	50.0	38.0	46.4711205	0.0015535327821653503	2.0	50.0	-12.0	18-06-24 16:03:34.986437
50.0	38.3	50.0	38.3	46.7834329	0.0015542813755873239	2.0	50.0	-11.7	18-06-24 16:03:39.533134
50.0	38.6	50.0	38.6	47.0875411	0.0015548760971708488	2.0	50.0	-11.4	18-06-24 16:03:43.825915
50.0	38.9	50.0	38.9	47.3910142	0.001555294689593122	2.0	50.0	-11.1	18-06-24 16:03:48.017172
50.0	39.2	50.0	39.2	47.6990083	0.001555588389483155	2.0	50.0	-10.8	18-06-24 16:03:52.221987
50.0	39.5	50.0	39.5	48.0012396	0.001555855499350195	2.0	50.0	-10.5	18-06-24 16:03:56.461779
50.0	39.8	50.0	39.8	48.3032567	0.0015559829291212637	2.0	50.0	-10.2	18-06-24 16:04:00.616657
50.0	40.1	50.0	40.1	48.6126728	0.001556127389783065	2.0	50.0	-9.899999999999999	18-06-24 16:04:04.915844
50.0	40.4	50.0	40.4	48.9135266	0.0015561757912626213	2.0	50.0	-9.600000000000001	18-06-24 16:04:09.187003
50.0	40.7	50.0	40.7	49.2146986	0.0015562150814755573	2.0	50.0	-9.3	18-06-24 16:04:13.402527
50.0	41.0	50.0	41.0	49.5225884	0.001556148901329601	2.0	50.0	-9.0	18-06-24 16:04:17.699002
50.0	41.3	50.0	41.3	49.8214626	0.001556046122163351	2.0	50.0	-8.7	18-06-24 16:04:22.028075
50.0	41.6	50.0	41.6	49.9608693	0.0015268915905228431	2.0	50.0	-8.4	18-06-24 16:04:28.357088
50.0	41.9	50.0	41.9	49.9605425	0.0014713440067979607	2.0	50.0	-8.1	18-06-24 16:04:32.759831
50.0	42.2	50.0	42.2	49.9605796	0.0014172107007897632	2.0	50.0	-7.800000000000001	18-06-24 16:04:37.132854
50.0	42.5	50.0	42.5	49.9607349	0.001363036311106668	2.0	50.0	-7.5	18-06-24 16:04:41.378459
50.0	42.8	50.0	42.8	49.9606877	0.0013075029191242627	2.0	50.0	-7.199999999999999	18-06-24 16:04:45.572915
50.0	43.1	50.0	43.1	49.9608338	0.0012537516045186446	2.0	50.0	-6.899999999999999	18-06-24 16:04:49.863505
50.0	43.4	50.0	43.4	49.9607192	0.0011995849825052485	2.0	50.0	-6.6	18-06-24 16:04:54.114682
50.0	43.7	50.0	43.7	49.9608036	0.001144079378186544	2.0	50.0	-6.300000000000001	18-06-24 16:04:58.371090
50.0	44.0	50.0	44.0	49.960963	0.001089944278716385	2.0	50.0	-6.0	18-06-24 16:05:02.567639
50.0	44.3	50.0	44.3	49.9609563	0.0010358049945016494	2.0	50.0	-5.699999999999999	18-06-24 16:05:06.844190
50.0	44.6	50.0	44.6	49.9611525	0.000980280367889633	2.0	50.0	-5.4	18-06-24 16:05:11.387670
50.0	44.9	50.0	44.9	49.9611884	0.0009261756453064081	2.0	50.0	-5.1	18-06-24 16:05:15.559623
50.0	45.2	50.0	45.2	49.9610529	0.0008723551594521645	2.0	50.0	-4.799999999999999	18-06-24 16:05:19.966406
50.0	45.5	50.0	45.5	49.9612689	0.0008168630010996701	2.0	50.0	-4.5	18-06-24 16:05:28.258132
50.0	45.8	50.0	45.8	49.9611518	0.000762742989103269	2.0	50.0	-4.200000000000001	18-06-24 16:05:32.566009
50.0	46.1	50.0	46.1	49.9611316	0.0007085925022493252	2.0	50.0	-3.9000000000000004	18-06-24 16:05:36.766305
50.0	46.4	50.0	46.4	49.9610963	0.000653056423073078	2.0	50.0	-3.5999999999999996	18-06-24 16:05:41.076672
50.0	46.7	50.0	46.7	49.9611775	0.0005989495571328601	2.0	50.0	-3.299999999999999	18-06-24 16:05:45.397145
50.0	47.0	50.0	47.0	49.961179	0.0005451316125162451	2.0	50.0	-3.0	18-06-24 16:05:49.886166
50.0	47.3	50.0	47.3	49.9612936	0.0004895817874637609	2.0	50.0	-2.700000000000001	18-06-24 16:05:54.192197
50.0	47.6	50.0	47.6	49.9612734	0.0004353899210236929	2.0	50.0	-2.4000000000000004	18-06-24 16:05:58.463437
50.0	47.9	50.0	47.9	49.9612893	0.00038122300109967014	2.0	50.0	-2.0999999999999996	18-06-24 16:06:02.675729
50.0	48.2	50.0	48.2	49.9611782	0.00032567123462961113	2.0	50.0	-1.8000000000000007	18-06-24 16:06:06.979121
50.0	48.5	50.0	48.5	49.9610849	0.0002714850424872538	2.0	50.0	-1.5	18-06-24 16:06:11.308018
50.0	48.8	50.0	48.8	49.9614179	0.00021734994301709487	2.0	50.0	-1.1999999999999993	18-06-24 16:06:15.464784
50.0	49.1	50.0	49.1	49.9611183	0.00016217000899730082	2.0	50.0	-0.9000000000000004	18-06-24 16:06:19.668216
