# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.093	0.0	250	250	-7435087.0	-7448782.0	-7455834.0	-7453927.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8734765	9.9e+37	23.5499468	1711454156.0656936	6	15.0	26-03-24 12:55:56.065757
0.6	0.002	250	250	-7153796.0	-7166377.0	-7172722.0	-7170376.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3764905	9.9e+37	23.4633233	1711454164.0810513	6	15.0	26-03-24 12:56:04.081108
1.201	0.005	250	250	-6778736.0	-6790572.0	-6796606.0	-6794439.0	-8123127.0	-8114154.0	-8113245.0	-8109098.0	-10.779871	-1.16053476	23.4107963	1711454171.9095902	6	15.0	26-03-24 12:56:11.909642
1.8	0.008	250	250	-6402824.0	-6413937.0	-6419651.0	-6417664.0	-7672394.0	-7663876.0	-7663053.0	-7659143.0	-10.1821046	-1.0961274	23.3785429	1711454179.960154	6	15.0	26-03-24 12:56:19.960206
2.401	0.011	250	250	-6025571.0	-6035925.0	-6041305.0	-6039505.0	-7220254.0	-7212146.0	-7211349.0	-7207663.0	-9.58224443	-1.03153877	23.2805619	1711454187.7759454	6	15.0	26-03-24 12:56:27.775997
3.001	0.014	250	250	-5648967.0	-5658585.0	-5663621.0	-5662015.0	-6769133.0	-6761494.0	-6760781.0	-6757252.0	-8.9834162	-0.967091229	23.3324666	1711454195.825039	6	15.0	26-03-24 12:56:35.825093
3.6	0.018	250	250	-5272457.0	-5281347.0	-5286034.0	-5284642.0	-6318002.0	-6310793.0	-6310128.0	-6306830.0	-8.38487108	-0.902640448	23.331545	1711454203.9170864	6	15.0	26-03-24 12:56:43.917162
4.2	0.021	250	250	-4895645.0	-4903783.0	-4908164.0	-4906941.0	-5866597.0	-5859831.0	-5859239.0	-5856139.0	-7.78571048	-0.838159971	23.314036	1711454211.9705744	6	15.0	26-03-24 12:56:51.970628
4.8	0.024	250	250	-4519042.0	-4526406.0	-4530541.0	-4529460.0	-5415180.0	-5408863.0	-5408325.0	-5405424.0	-7.18689688	-0.773683972	23.2956055	1711454219.9256666	6	15.0	26-03-24 12:56:59.925721
5.4	0.027	250	250	-4141944.0	-4148571.0	-4152354.0	-4151464.0	-4963749.0	-4957823.0	-4957375.0	-4954647.0	-6.58740519	-0.70919273	23.2744104	1711454227.7263684	6	15.0	26-03-24 12:57:07.726456
