# 
A1	f1	A2	f2	Delay	a	
0	10000000.0	1.0	100000.0	0.2	0.10050251256281408	10-04-24 17:25:27.013642
0	10000000.0	1.0	604040.4040404041	0.2	0.10050251256281408	10-04-24 17:25:27.235039
0	10000000.0	1.0	1108080.8080808083	0.2	0.10050251256281408	10-04-24 17:25:27.456399
0	10000000.0	1.0	1612121.2121212122	0.2	0.10050251256281408	10-04-24 17:25:27.680290
0	10000000.0	1.0	2116161.6161616165	0.2	0.10050251256281408	10-04-24 17:25:27.901992
0	10000000.0	1.0	2620202.02020202	0.2	0.10050251256281408	10-04-24 17:25:28.124597
0	10000000.0	1.0	3124242.4242424243	0.2	0.10050251256281408	10-04-24 17:25:28.346636
0	10000000.0	1.0	3628282.828282828	0.2	0.10050251256281408	10-04-24 17:25:28.569061
0	10000000.0	1.0	4132323.2323232326	0.2	0.10050251256281408	10-04-24 17:25:28.790500
0	10000000.0	1.0	4636363.636363637	0.2	0.10050251256281408	10-04-24 17:25:29.012543
0	10000000.0	1.0	5140404.04040404	0.2	0.10050251256281408	10-04-24 17:25:29.234390
0	10000000.0	1.0	5644444.444444444	0.2	0.10050251256281408	10-04-24 17:25:29.456778
0	10000000.0	1.0	6148484.848484849	0.2	0.10050251256281408	10-04-24 17:25:29.678875
0	10000000.0	1.0	6652525.252525253	0.2	0.10050251256281408	10-04-24 17:25:29.900006
0	10000000.0	1.0	7156565.656565656	0.2	0.10050251256281408	10-04-24 17:25:30.122268
0	10000000.0	1.0	7660606.060606061	0.2	0.10050251256281408	10-04-24 17:25:30.343719
0	10000000.0	1.0	8164646.464646465	0.2	0.10050251256281408	10-04-24 17:25:30.566324
0	10000000.0	1.0	8668686.868686868	0.2	0.10050251256281408	10-04-24 17:25:30.787765
0	10000000.0	1.0	9172727.272727273	0.2	0.10050251256281408	10-04-24 17:25:31.009415
0	10000000.0	1.0	9676767.676767675	0.2	0.10050251256281408	10-04-24 17:25:31.231877
0	10000000.0	1.0	10180808.08080808	0.2	0.10050251256281408	10-04-24 17:25:31.453923
0	10000000.0	1.0	10684848.484848484	0.2	0.10050251256281408	10-04-24 17:25:31.676039
0	10000000.0	1.0	11188888.888888888	0.2	0.10050251256281408	10-04-24 17:25:31.897431
