# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.081	0.0	250	250	-7447425.0	-7460708.0	-7467556.0	-7465329.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.2213658	1713958082.1348846	6	37.0	24-04-24 13:28:02.134946
0.6	0.002	250	250	-7153803.0	-7166315.0	-7172782.0	-7170348.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.2479094	1713958088.9059281	6	37.0	24-04-24 13:28:08.905986
1.2	0.005	250	250	-6778844.0	-6790616.0	-6796768.0	-6794474.0	-8123785.0	-8114855.0	-8113862.0	-8109852.0	-1.16071049	22.1873478	1713958095.692078	6	37.0	24-04-24 13:28:15.692133
1.8	0.008	250	250	-6402941.0	-6414009.0	-6419792.0	-6417698.0	-7673306.0	-7664804.0	-7663856.0	-7660059.0	-1.09635043	22.2088126	1713958102.4721608	6	37.0	24-04-24 13:28:22.472219
2.401	0.011	250	250	-6025752.0	-6036076.0	-6041534.0	-6039656.0	-7221493.0	-7213430.0	-7212606.0	-7208983.0	-1.03179365	22.2251029	1713958109.2501092	6	37.0	24-04-24 13:28:29.250168
3.0	0.014	250	250	-5649159.0	-5658736.0	-5663880.0	-5662172.0	-6770124.0	-6762515.0	-6761726.0	-6758326.0	-0.96731017	22.1859104	1713958116.0329132	6	37.0	24-04-24 13:28:36.032967
3.6	0.018	250	250	-5272622.0	-5281465.0	-5286283.0	-5284772.0	-6319023.0	-6311843.0	-6311132.0	-6307916.0	-0.902869141	22.0673745	1713958122.8108628	6	37.0	24-04-24 13:28:42.810914
4.2	0.021	250	250	-4895796.0	-4903884.0	-4908383.0	-4907045.0	-5867428.0	-5860667.0	-5860048.0	-5856983.0	-0.838344798	22.1225698	1713958129.5959866	6	37.0	24-04-24 13:28:49.596043
4.8	0.024	250	250	-4519255.0	-4526589.0	-4530786.0	-4529621.0	-5416238.0	-5409906.0	-5409342.0	-5406477.0	-0.773884094	22.125253	1713958136.3997295	6	37.0	24-04-24 13:28:56.399786
5.4	0.027	250	250	-4142165.0	-4148775.0	-4152616.0	-4151651.0	-4964361.0	-4958445.0	-4957980.0	-4955296.0	-0.709332907	22.0463887	1713958143.206058	6	37.0	24-04-24 13:29:03.206114
6.0	0.03	250	250	-3765591.0	-3771442.0	-3774969.0	-3774196.0	-4513259.0	-4507758.0	-4507334.0	-4504875.0	-0.644872355	21.9702076	1713958149.9918966	6	37.0	24-04-24 13:29:09.991946
6.6	0.033	250	250	-3388560.0	-3393695.0	-3396871.0	-3396290.0	-4061461.0	-4056432.0	-4056057.0	-4053779.0	-0.580326541	21.9449097	1713958156.7760172	6	37.0	24-04-24 13:29:16.776076
7.2	0.036	250	250	-3012011.0	-3016388.0	-3019259.0	-3018862.0	-3610318.0	-3605683.0	-3605439.0	-3603327.0	-0.515873518	21.9179828	1713958163.5541906	6	37.0	24-04-24 13:29:23.554241
7.8	0.039	250	250	-2634611.0	-2638243.0	-2640773.0	-2640576.0	-3158100.0	-3153906.0	-3153733.0	-3151804.0	-0.45127343	21.9160663	1713958170.3362045	6	37.0	24-04-24 13:29:30.336253
8.4	0.042	250	250	-2258094.0	-2260991.0	-2263204.0	-2263179.0	-2706843.0	-2703099.0	-2703013.0	-2701297.0	-0.386811679	21.8882769	1713958177.1242917	6	37.0	24-04-24 13:29:37.124311
8.999	0.045	250	250	-1881680.0	-1883833.0	-1885720.0	-1885891.0	-2255785.0	-2252447.0	-2252474.0	-2250923.0	-0.322365332	21.7384061	1713958183.9044714	6	37.0	24-04-24 13:29:43.904524
9.599	0.048	250	250	-1504767.0	-1506176.0	-1507731.0	-1508095.0	-1804159.0	-1801252.0	-1801312.0	-1799978.0	-0.257844541	21.6888644	1713958190.6861103	6	37.0	24-04-24 13:29:50.686163
10.199	0.051	250	250	-1127660.0	-1128327.0	-1129562.0	-1130111.0	-1352242.0	-1349797.0	-1349949.0	-1348783.0	-0.193292595	21.6409517	1713958197.468788	6	37.0	24-04-24 13:29:57.468846
10.8	0.054	250	250	-750467.5	-750397.8	-751298.3	-752040.3	-900303.1	-898280.0	-898513.7	-897533.7	-0.128718081	21.6723825	1713958204.2511623	6	37.0	24-04-24 13:30:04.251218
11.4	0.057	250	250	-373767.3	-372957.5	-373537.7	-374465.4	-448895.6	-447304.2	-447615.8	-446818.8	-0.0642257385	21.6014717	1713958211.0482626	6	37.0	24-04-24 13:30:11.048317
12.0	0.061	250	250	3111.22	4661.232	4397.732	3288.584	2773.136	3925.776	3532.752	4137.276	0.000305711506	21.5607459	1713958217.8297977	6	37.0	24-04-24 13:30:17.829861
12.599	0.064	250	250	379811.0	382089.2	382155.9	380865.7	454162.5	454869.7	454413.0	454845.3	0.0647888002	21.5055506	1713958224.6143777	6	37.0	24-04-24 13:30:24.614440
13.2	0.067	250	250	756790.7	759804.6	760197.6	758727.9	905912.5	906177.6	905636.6	905851.1	0.129326127	21.4433599	1713958231.3936167	6	37.0	24-04-24 13:30:31.393675
13.799	0.07	250	250	1133320.0	1137072.0	1137793.0	1136131.0	1357141.0	1356964.0	1356362.0	1356389.0	0.19378923	21.3845232	1713958238.1887643	6	37.0	24-04-24 13:30:38.188816
