# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.143	0.0	250	250	-7424497.0	-7437980.0	-7444927.0	-7443206.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8654514	9.9e+37	14.6293062	6	15.0	19-03-24 16:00:26.214107
0.601	0.002	250	250	-7153944.0	-7166309.0	-7172505.0	-7170478.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3771563	9.9e+37	14.7838055	6	15.0	19-03-24 16:00:37.475883
1.201	0.005	250	250	-6779424.0	-6791042.0	-6796899.0	-6795045.0	-8125625.0	-8117044.0	-8115847.0	-8111661.0	-10.7810004	-1.16096353	14.9736721	6	15.0	19-03-24 16:00:48.843305
1.8	0.008	250	250	-6403363.0	-6414270.0	-6419827.0	-6418131.0	-7674952.0	-7666762.0	-7665705.0	-7661690.0	-10.183067	-1.09655609	15.0965269	6	15.0	19-03-24 16:00:57.547437
2.401	0.011	250	250	-6026105.0	-6036301.0	-6041554.0	-6040010.0	-7222734.0	-7214956.0	-7213968.0	-7210167.0	-9.5831892	-1.03196544	15.2594027	6	15.0	19-03-24 16:01:06.449425
3.001	0.014	250	250	-5649352.0	-5658795.0	-5663729.0	-5662365.0	-6771092.0	-6763738.0	-6762838.0	-6759257.0	-8.98419121	-0.967460915	15.4970381	6	15.0	19-03-24 16:01:19.167121
3.601	0.018	250	250	-5272877.0	-5281586.0	-5286207.0	-5285011.0	-6320042.0	-6313120.0	-6312305.0	-6308922.0	-8.38559079	-0.902987369	15.599115	6	15.0	19-03-24 16:01:28.882870
4.201	0.021	250	250	-4895909.0	-4903901.0	-4908182.0	-4907174.0	-5868148.0	-5861596.0	-5860904.0	-5857659.0	-7.78623282	-0.838429855	15.7995216	6	15.0	19-03-24 16:01:38.921768
4.8	0.024	250	250	-4519365.0	-4526605.0	-4530569.0	-4529733.0	-5417049.0	-5410915.0	-5410274.0	-5407279.0	-7.18752843	-0.773994761	15.9242379	6	15.0	19-03-24 16:01:49.054840
5.401	0.027	250	250	-4142242.0	-4148743.0	-4152435.0	-4151724.0	-4965438.0	-4959728.0	-4959173.0	-4956403.0	-6.58791854	-0.709458712	16.0433699	6	15.0	19-03-24 16:01:59.455680
6.0	0.03	250	250	-3765645.0	-3771438.0	-3774827.0	-3774274.0	-4514044.0	-4508749.0	-4508295.0	-4505728.0	-5.98909525	-0.644977986	16.128996	6	15.0	19-03-24 16:02:08.706505
6.601	0.033	250	250	-3388506.0	-3393549.0	-3396629.0	-3396244.0	-4062064.0	-4057198.0	-4056803.0	-4054438.0	-5.38955431	-0.580427347	16.21183	6	15.0	19-03-24 16:02:18.440668
7.2	0.036	250	250	-3012005.0	-3016323.0	-3019080.0	-3018871.0	-3611086.0	-3606631.0	-3606318.0	-3604157.0	-4.79084809	-0.515975441	16.2955947	6	15.0	19-03-24 16:02:28.689067
7.801	0.039	250	250	-2634573.0	-2638161.0	-2640591.0	-2640565.0	-3158803.0	-3154774.0	-3154544.0	-3152550.0	-4.19082537	-0.451363995	16.3998351	6	15.0	19-03-24 16:02:37.790049
8.4	0.042	250	250	-2258077.0	-2260931.0	-2263057.0	-2263185.0	-2707687.0	-2704072.0	-2703919.0	-2702141.0	-3.59223369	-0.38692243	16.4032559	6	15.0	19-03-24 16:02:46.207331
9.0	0.045	250	250	-1881586.0	-1883698.0	-1885502.0	-1885801.0	-2256548.0	-2253338.0	-2253288.0	-2251702.0	-2.99362657	-0.322480941	16.5766717	6	15.0	19-03-24 16:02:56.538547
9.6	0.048	250	250	-1504744.0	-1506124.0	-1507619.0	-1508081.0	-1804985.0	-1802183.0	-1802219.0	-1800852.0	-2.39443997	-0.257945178	16.6595056	6	15.0	19-03-24 16:03:06.983152
10.201	0.051	250	250	-1127569.0	-1128211.0	-1129399.0	-1130021.0	-1352923.0	-1350548.0	-1350652.0	-1349484.0	-1.79473919	-0.193378182	16.7423396	6	15.0	19-03-24 16:03:17.636665
10.801	0.054	250	250	-750228.3	-750125.8	-751009.7	-751799.6	-900707.0	-898749.8	-898953.9	-897965.8	-1.19484052	-0.12878151	16.863333	6	15.0	19-03-24 16:03:30.123534
11.401	0.057	250	250	-373580.2	-372747.0	-373318.8	-374273.5	-449309.7	-447762.5	-448071.6	-447274.6	-0.595927773	-0.0642738728	17.0516403	6	15.0	19-03-24 16:03:45.178154
12.001	0.061	250	250	3275.52	4843.34	4577.316	3462.776	2365.26	3494.892	3095.16	3700.844	0.00322696335	0.000234648667	17.1298207	6	15.0	19-03-24 16:03:54.807861
12.6	0.064	250	250	379685.3	381977.0	382030.0	380761.1	453484.0	454198.7	453724.8	454129.0	0.601776557	0.0647059245	17.1800795	6	15.0	19-03-24 16:04:03.525723
