# 
voltage	Source_Voltage	Delay	a	
12.584018511	0.0	2.0	0	18-09-24 13:28:52.307794
91.098943383	100.0	2.0	0	18-09-24 13:28:54.342679
183.26973855	200.0	2.0	0	18-09-24 13:28:56.377403
280.96816272	300.0	2.0	0	18-09-24 13:28:58.412216
380.22087543	400.0	2.0	0	18-09-24 13:29:00.446471
476.09287166999997	500.0	2.0	0	18-09-24 13:29:02.481337
574.36680216	600.0	2.0	0	18-09-24 13:29:04.516017
670.1060334599999	700.0	2.0	0	18-09-24 13:29:06.550713
767.86834956	800.0	2.0	0	18-09-24 13:29:08.585046
863.99083665	900.0	2.0	0	18-09-24 13:29:10.620007
965.0670077999999	1000.0	2.0	0	18-09-24 13:29:12.654573
1061.1932307	1100.0	2.0	0	18-09-24 13:29:14.688934
1157.966994	1200.0	2.0	0	18-09-24 13:29:16.723706
1252.9609791	1300.0	2.0	0	18-09-24 13:29:18.758799
1349.2174764000001	1400.0	2.0	0	18-09-24 13:29:20.793446
1443.7459221	1500.0	2.0	0	18-09-24 13:29:22.827680
1539.6365016	1600.0	2.0	0	18-09-24 13:29:24.862056
1633.8114822	1700.0	2.0	0	18-09-24 13:29:26.896549
1731.4147869	1800.0	2.0	0	18-09-24 13:29:28.930701
1828.3322351999998	1900.0	2.0	0	18-09-24 13:29:30.966073
1927.831224	2000.0	2.0	0	18-09-24 13:29:33.001060
2023.7821512	2100.0	2.0	0	18-09-24 13:29:35.035603
2120.2819551	2200.0	2.0	0	18-09-24 13:29:37.070088
2215.1906871	2300.0	2.0	0	18-09-24 13:29:39.104569
2312.4721373999996	2400.0	2.0	0	18-09-24 13:29:41.139964
2407.9220829	2500.0	2.0	0	18-09-24 13:29:43.175074
2505.5608299	2600.0	2.0	0	18-09-24 13:29:45.209591
2600.5203306	2700.0	2.0	0	18-09-24 13:29:47.244718
2697.0440820000003	2800.0	2.0	0	18-09-24 13:29:49.279681
2791.8129605999998	2900.0	2.0	0	18-09-24 13:29:51.314068
2891.1328221	3000.0	2.0	0	18-09-24 13:29:53.348651
2988.1163654999996	3100.0	2.0	0	18-09-24 13:29:55.383740
3085.1248143	3200.0	2.0	0	18-09-24 13:29:57.418249
3180.0000198	3300.0	2.0	0	18-09-24 13:29:59.453069
3276.9327945	3400.0	2.0	0	18-09-24 13:30:01.487583
3371.6959257	3500.0	2.0	0	18-09-24 13:30:03.521557
3467.8997385000002	3600.0	2.0	0	18-09-24 13:30:05.556254
3560.9625972000003	3700.0	2.0	0	18-09-24 13:30:07.590429
3656.5878384	3800.0	2.0	0	18-09-24 13:30:09.624948
3751.1296946999996	3900.0	2.0	0	18-09-24 13:30:11.659346
3849.0452748000002	4000.0	2.0	0	18-09-24 13:30:13.694414
3945.7931748	4100.0	2.0	0	18-09-24 13:30:15.729176
4042.6531491000005	4200.0	2.0	0	18-09-24 13:30:17.763978
4135.1814996	4300.0	2.0	0	18-09-24 13:30:19.798331
4230.9571311	4400.0	2.0	0	18-09-24 13:30:21.832105
4323.8331993	4500.0	2.0	0	18-09-24 13:30:23.866275
4419.003438	4600.0	2.0	0	18-09-24 13:30:25.899851
4512.2387186999995	4700.0	2.0	0	18-09-24 13:30:27.933685
4608.5670585	4800.0	2.0	0	18-09-24 13:30:29.967739
4702.9393665	4900.0	2.0	0	18-09-24 13:30:32.001586
4801.616477099999	5000.0	2.0	0	18-09-24 13:30:34.035801
4899.4132776	5100.0	2.0	0	18-09-24 13:30:36.069446
4995.933197400001	5200.0	2.0	0	18-09-24 13:30:38.104169
5089.572711899999	5300.0	2.0	0	18-09-24 13:30:40.139060
5185.432638599999	5400.0	2.0	0	18-09-24 13:30:42.172879
5278.5778767	5500.0	2.0	0	18-09-24 13:30:44.207132
5373.9875904	5600.0	2.0	0	18-09-24 13:30:46.241400
5469.170281799999	5700.0	2.0	0	18-09-24 13:30:48.275330
5565.0053031	5800.0	2.0	0	18-09-24 13:30:50.310255
5658.8181975	5900.0	2.0	0	18-09-24 13:30:52.344375
5755.2413694	6000.0	2.0	0	18-09-24 13:30:54.379077
5755.0258419	6100.0	2.0	0	18-09-24 13:30:56.413126
5754.823724999999	6200.0	2.0	0	18-09-24 13:30:58.447315
5753.8332564	6300.0	2.0	0	18-09-24 13:31:00.481927
5754.2748483000005	6400.0	2.0	0	18-09-24 13:31:02.516256
