# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.094	0.0	250	250	-7442971.0	-7456487.0	-7463390.0	-7461499.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.879176	9.9e+37	17.738257	1711456434.732617	6	22.0	26-03-24 13:33:54.732681
0.6	0.002	250	250	-7154059.0	-7166569.0	-7172817.0	-7170602.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3767828	9.9e+37	17.701959	1711456442.5210817	6	22.0	26-03-24 13:34:02.521145
1.2	0.005	250	250	-6779011.0	-6790809.0	-6796658.0	-6794663.0	-8126220.0	-8117554.0	-8116464.0	-8112188.0	-10.7802354	-1.16101963	17.5974163	1711456450.5353515	6	22.0	26-03-24 13:34:10.535407
1.8	0.008	250	250	-6403039.0	-6414102.0	-6419644.0	-6417843.0	-7675426.0	-7667167.0	-7666180.0	-7662106.0	-10.1824218	-1.09660059	17.5974163	1711456458.5606308	6	22.0	26-03-24 13:34:18.560687
2.401	0.011	250	250	-6025910.0	-6036210.0	-6041452.0	-6039792.0	-7223358.0	-7215525.0	-7214631.0	-7210761.0	-9.58277133	-1.03204133	17.6749681	1711456466.4326627	6	22.0	26-03-24 13:34:26.432720
3.001	0.015	250	250	-5649262.0	-5658817.0	-5663734.0	-5662242.0	-6771807.0	-6764383.0	-6763502.0	-6759906.0	-8.98390136	-0.967503829	17.672176	1711456474.2997882	6	22.0	26-03-24 13:34:34.299843
3.6	0.018	250	250	-5272829.0	-5281631.0	-5286239.0	-5284956.0	-6320590.0	-6313569.0	-6312813.0	-6309368.0	-8.38537087	-0.903044566	17.7159198	1711456482.1168332	6	22.0	26-03-24 13:34:42.116887
4.2	0.021	250	250	-4895935.0	-4903998.0	-4908310.0	-4907148.0	-5868837.0	-5862226.0	-5861577.0	-5858305.0	-7.78610286	-0.83851604	17.6541902	1711456490.1623259	6	22.0	26-03-24 13:34:50.162380
4.8	0.024	250	250	-4519375.0	-4526710.0	-4530694.0	-4529743.0	-5417612.0	-5411424.0	-5410869.0	-5407819.0	-7.18742078	-0.774051107	17.6988647	1711456498.1860461	6	22.0	26-03-24 13:34:58.186096
5.4	0.027	250	250	-4142266.0	-4148853.0	-4152539.0	-4151754.0	-4965625.0	-4959873.0	-4959376.0	-4956554.0	-6.58781534	-0.709472245	17.6495366	1711456506.224665	6	22.0	26-03-24 13:35:06.224718
6.0	0.03	250	250	-3765639.0	-3771478.0	-3774889.0	-3774246.0	-4514018.0	-4508690.0	-4508269.0	-4505629.0	-5.98902173	-0.644953594	17.6619381	1711456514.2491784	6	22.0	26-03-24 13:35:14.249231
6.6	0.033	250	250	-3388575.0	-3393686.0	-3396766.0	-3396303.0	-4061436.0	-4056540.0	-4056201.0	-4053746.0	-5.38951941	-0.580299413	17.6042335	1711456522.2838154	6	22.0	26-03-24 13:35:22.283872
7.2	0.036	250	250	-3012034.0	-3016411.0	-3019172.0	-3018884.0	-3610469.0	-3605962.0	-3605676.0	-3603481.0	-4.79084295	-0.515887837	17.5213996	1711456530.0863183	6	22.0	26-03-24 13:35:30.086371
7.8	0.039	250	250	-2634594.0	-2638238.0	-2640679.0	-2640563.0	-3158409.0	-3154348.0	-3154152.0	-3152124.0	-4.19077682	-0.451314385	17.5170481	1711456537.8845737	6	22.0	26-03-24 13:35:37.884629
8.4	0.042	250	250	-2258206.0	-2261104.0	-2263232.0	-2263291.0	-2707369.0	-2703729.0	-2703607.0	-2701763.0	-3.59233781	-0.386853412	17.3817918	1711456545.6868181	6	22.0	26-03-24 13:35:45.686870
8.999	0.045	250	250	-1881704.0	-1883861.0	-1885666.0	-1885912.0	-2256156.0	-2252920.0	-2252893.0	-2251272.0	-2.99373807	-0.322408518	17.3268794	1711456553.7572007	6	22.0	26-03-24 13:35:53.757249
9.599	0.048	250	250	-1504833.0	-1506249.0	-1507742.0	-1508155.0	-1804590.0	-1801771.0	-1801829.0	-1800432.0	-2.39452913	-0.257886403	17.2933735	1711456561.8398983	6	22.0	26-03-24 13:36:01.839957
10.2	0.051	250	250	-1127712.0	-1128384.0	-1129572.0	-1130151.0	-1352581.0	-1350182.0	-1350334.0	-1349098.0	-1.79494219	-0.19332241	17.2580062	1711456569.891454	6	22.0	26-03-24 13:36:09.891508
10.801	0.054	250	250	-750459.9	-750382.9	-751266.0	-752031.3	-900454.9	-898483.1	-898711.3	-897684.5	-1.195239	-0.128739527	17.2822049	1711456577.911552	6	22.0	26-03-24 13:36:17.911610
11.4	0.058	250	250	-373798.9	-372988.1	-373556.1	-374493.9	-449015.9	-447446.5	-447741.6	-446931.1	-0.596308993	-0.0642335373	17.3309044	1711456585.7387893	6	22.0	26-03-24 13:36:25.738853
12.0	0.061	250	250	3059.88	4614.188	4351.3	3246.828	2713.196	3854.308	3466.052	4081.856	0.00290374908	0.000311123773	17.3169436	1711456593.7683632	6	22.0	26-03-24 13:36:33.768425
12.599	0.064	250	250	379716.3	381999.8	382047.8	380786.1	454204.8	454906.4	454444.3	454849.8	0.601782389	0.0648089633	17.2840663	1711456601.8122573	6	22.0	26-03-24 13:36:41.812316
13.2	0.067	250	250	756726.1	759752.7	760108.9	758675.4	906103.9	906390.9	905840.7	906072.4	1.20122267	0.129359693	17.1990688	1711456609.6108644	6	22.0	26-03-24 13:36:49.610924
13.799	0.07	250	250	1133250.0	1137007.0	1137678.0	1136075.0	1357407.0	1357297.0	1356664.0	1356670.0	1.799786	0.193822739	17.2840663	1711456617.4106681	6	22.0	26-03-24 13:36:57.410717
14.399	0.073	250	250	1510002.0	1514501.0	1515496.0	1513710.0	1809026.0	1808501.0	1807771.0	1807563.0	2.39883775	0.258347388	17.2915121	1711456625.2462606	6	22.0	26-03-24 13:37:05.246323
14.999	0.076	250	250	1886610.0	1891845.0	1893148.0	1891194.0	2260506.0	2259563.0	2258757.0	2258347.0	2.99754257	0.322836581	17.2970964	1711456633.0461662	6	22.0	26-03-24 13:37:13.046257
15.599	0.079	250	250	2263938.0	2269926.0	2271531.0	2269403.0	2712867.0	2711499.0	2710616.0	2710006.0	3.59745679	0.387466805	17.2663827	1711456640.9030764	6	22.0	26-03-24 13:37:20.903129
16.2	0.082	250	250	2640831.0	2647541.0	2649476.0	2647177.0	3164682.0	3162903.0	3161946.0	3161151.0	4.19670671	0.452005618	17.2496297	1711456648.9326262	6	22.0	26-03-24 13:37:28.932684
16.8	0.085	250	250	3017276.0	3024737.0	3026984.0	3024514.0	3616006.0	3613817.0	3612787.0	3611765.0	4.79520288	0.51649363	17.2291539	1711456656.9833632	6	22.0	26-03-24 13:37:36.983417
17.4	0.088	250	250	3394182.0	3402390.0	3404929.0	3402289.0	4067708.0	4065112.0	4064002.0	4062788.0	5.3943696	0.581014866	17.1937866	1711456664.7806354	6	22.0	26-03-24 13:37:44.780690
