# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
18.0	0.092	250	250	3770953.0	3779892.0	3782738.0	3779939.0	4519324.0	4516300.0	4515078.0	4513669.0	5.99339584	0.645527319	17.1407357	1711456672.6220202	6	22.0	26-03-24 13:37:52.622074
18.6	0.095	250	250	4147774.0	4157467.0	4160610.0	4157646.0	4971027.0	4967599.0	4966299.0	4964675.0	6.59249852	0.710055708	17.0969919	1711456680.429583	6	22.0	26-03-24 13:38:00.429634
19.199	0.098	250	250	4524117.0	4534542.0	4537993.0	4534856.0	5422244.0	5418427.0	5417050.0	5415198.0	7.190824	0.774513013	17.0253266	1711456688.2298265	6	22.0	26-03-24 13:38:08.229881
19.8	0.101	250	250	4901253.0	4912433.0	4916221.0	4912887.0	5874372.0	5870134.0	5868663.0	5866613.0	7.79045413	0.839103341	16.9825135	1711456696.2565486	6	22.0	26-03-24 13:38:16.256599
20.4	0.104	250	250	5278083.0	5289963.0	5294060.0	5290578.0	6326070.0	6321380.0	6319838.0	6317585.0	8.38951429	0.903622802	16.9657606	1711456704.0719795	6	22.0	26-03-24 13:38:24.072034
21.0	0.107	250	250	5654513.0	5667118.0	5671512.0	5667866.0	6777213.0	6772135.0	6770484.0	6768053.0	8.98788306	0.968072135	16.857495	1711456712.1019053	6	22.0	26-03-24 13:38:32.101961
21.6	0.11	250	250	6030970.0	6044330.0	6049018.0	6045193.0	7228544.0	7223041.0	7221327.0	7218678.0	9.58639687	1.03253898	16.9043331	1711456719.9285634	6	22.0	26-03-24 13:38:39.928617
22.199	0.113	250	250	6406875.0	6420941.0	6425973.0	6421977.0	7679014.0	7673039.0	7671291.0	7668427.0	10.1839735	1.09689243	16.8810652	1711456727.730155	6	22.0	26-03-24 13:38:47.730203
22.799	0.117	250	250	6783097.0	6797983.0	6803242.0	6799116.0	8130060.0	8123722.0	8121836.0	8118764.0	10.7822843	1.16131324	16.9604784	1711456735.5799158	6	22.0	26-03-24 13:38:55.579964
23.399	0.12	250	250	6842961.0	7487310.0	6864059.0	7488975.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3794213	9.9e+37	16.8568665	1711456743.367191	6	22.0	26-03-24 13:39:03.367250
23.999	0.123	250	250	6834245.0	7487513.0	6855426.0	7489179.0	8388607.0	8388607.0	8388607.0	8388607.0	11.964796	9.9e+37	16.9642013	1711456751.373947	6	22.0	26-03-24 13:39:11.374008
