# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.121	0.0	250	250	-7430784.0	-7444581.0	-7451808.0	-7449750.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8709462	9.9e+37	24.0578582	1711474597.7230096	6	43.0	26-03-24 18:36:37.723078
0.6	0.002	250	250	-7153868.0	-7166540.0	-7172951.0	-7170483.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3767832	9.9e+37	24.0311229	1711474605.7705445	6	43.0	26-03-24 18:36:45.770610
1.2	0.005	250	250	-6778781.0	-6790721.0	-6796776.0	-6794507.0	-8124990.0	-8115911.0	-8115038.0	-8111035.0	-10.780186	-1.16080579	24.0390764	1711474613.7966385	6	43.0	26-03-24 18:36:53.796695
1.8	0.008	250	250	-6402879.0	-6414065.0	-6419802.0	-6417711.0	-7674343.0	-7665688.0	-7664875.0	-7661055.0	-10.1824194	-1.09640289	24.0486589	1711474621.7603118	6	43.0	26-03-24 18:37:01.760369
2.401	0.011	250	250	-6025662.0	-6036063.0	-6041541.0	-6039606.0	-7222160.0	-7213905.0	-7213215.0	-7209604.0	-9.58258405	-1.03181549	24.0213487	1711474629.6102142	6	43.0	26-03-24 18:37:09.610272
3.001	0.014	250	250	-5649034.0	-5658696.0	-5663821.0	-5662088.0	-6770724.0	-6762911.0	-6762298.0	-6758864.0	-8.98372514	-0.967323926	24.0050584	1711474637.6269176	6	43.0	26-03-24 18:37:17.626975
3.6	0.018	250	250	-5272600.0	-5281494.0	-5286300.0	-5284775.0	-6319373.0	-6312023.0	-6311494.0	-6308206.0	-8.38514748	-0.902825513	23.9292606	1711474645.4420319	6	43.0	26-03-24 18:37:25.442085
4.2	0.021	250	250	-4895721.0	-4903814.0	-4908297.0	-4906965.0	-5867639.0	-5860715.0	-5860245.0	-5857150.0	-7.78583646	-0.838283995	23.8617996	1711474653.4693549	6	43.0	26-03-24 18:37:33.469412
4.8	0.024	250	250	-4519128.0	-4526493.0	-4530642.0	-4529498.0	-5416455.0	-5409965.0	-5409556.0	-5406718.0	-7.18715324	-0.773843994	23.7989381	1711474661.5095048	6	43.0	26-03-24 18:37:41.509557
5.4	0.027	250	250	-4142031.0	-4148660.0	-4152480.0	-4151531.0	-4964463.0	-4958433.0	-4958074.0	-4955429.0	-6.5875433	-0.709264671	23.7903139	1711474669.5326915	6	43.0	26-03-24 18:37:49.532749
6.0	0.03	250	250	-3765448.0	-3771344.0	-3774852.0	-3774069.0	-4513053.0	-4507452.0	-4507188.0	-4504692.0	-5.98883201	-0.644794017	23.8352559	1711474677.571667	6	43.0	26-03-24 18:37:57.571722
6.6	0.033	250	250	-3388412.0	-3393575.0	-3396754.0	-3396156.0	-4061439.0	-4056280.0	-4056066.0	-4053740.0	-5.38936349	-0.580278862	23.848384	1711474685.6411011	6	43.0	26-03-24 18:38:05.641152
7.2	0.036	250	250	-3011856.0	-3016274.0	-3019132.0	-3018719.0	-3609988.0	-3605297.0	-3605122.0	-3603027.0	-4.79066024	-0.515792224	23.8753109	1711474693.6780055	6	43.0	26-03-24 18:38:13.678058
7.8	0.039	250	250	-2634419.0	-2638087.0	-2640610.0	-2640396.0	-3157647.0	-3153401.0	-3153297.0	-3151394.0	-4.1905443	-0.451164189	23.8216487	1711474701.7016516	6	43.0	26-03-24 18:38:21.701709
8.4	0.042	250	250	-2257947.0	-2260861.0	-2263060.0	-2263043.0	-2706670.0	-2702869.0	-2702844.0	-2701108.0	-3.59193149	-0.386737162	23.7754609	1711474709.7546074	6	43.0	26-03-24 18:38:29.754664
8.999	0.045	250	250	-1881506.0	-1883680.0	-1885549.0	-1885718.0	-2255600.0	-2252243.0	-2252276.0	-2250739.0	-2.9934306	-0.322307066	23.7321479	1711474717.8084044	6	43.0	26-03-24 18:38:37.808461
9.599	0.048	250	250	-1504614.0	-1506038.0	-1507595.0	-1507951.0	-1804066.0	-1801146.0	-1801282.0	-1799901.0	-2.39424036	-0.257804475	23.7141327	1711474725.8316264	6	43.0	26-03-24 18:38:45.831680
10.2	0.051	250	250	-1127481.0	-1128164.0	-1129383.0	-1129936.0	-1352105.0	-1349607.0	-1349798.0	-1348657.0	-1.79463703	-0.193241027	23.7105872	1711474733.6373413	6	43.0	26-03-24 18:38:53.637390
10.801	0.054	250	250	-750266.4	-750189.8	-751092.5	-751841.8	-900056.5	-897998.5	-898265.5	-897269.8	-1.19486569	-0.128668024	23.7429761	1711474741.701755	6	43.0	26-03-24 18:39:01.701816
11.4	0.058	250	250	-373601.6	-372782.1	-373357.7	-374296.5	-448682.1	-447064.4	-447393.4	-446586.0	-0.595982443	-0.0641824601	23.7521754	1711474749.7164805	6	43.0	26-03-24 18:39:09.716544
12.0	0.061	250	250	3249.82	4811.54	4557.224	3438.384	2957.424	4118.892	3719.16	4343.172	0.00328425125	0.000341203615	23.7716279	1711474757.546178	6	43.0	26-03-24 18:39:17.546236
12.6	0.064	250	250	379889.8	382187.4	382257.5	380960.8	454358.6	455060.8	454592.4	455035.1	0.602096181	0.0648228961	23.7842769	1711474765.571861	6	43.0	26-03-24 18:39:25.571921
13.2	0.067	250	250	756922.9	759968.5	760358.3	758878.9	906213.4	906487.9	905950.6	906210.7	1.20159589	0.129377676	23.7926137	1711474773.4058821	6	43.0	26-03-24 18:39:33.405945
13.799	0.07	250	250	1133420.0	1137214.0	1137928.0	1136262.0	1357432.0	1357255.0	1356655.0	1356699.0	1.80012723	0.193829926	23.7949135	1711474781.4226158	6	43.0	26-03-24 18:39:41.422671
14.399	0.073	250	250	1510297.0	1514837.0	1515860.0	1514010.0	1809081.0	1808455.0	1807762.0	1807620.0	2.3993205	0.25834826	23.8478091	1711474789.4452167	6	43.0	26-03-24 18:39:49.445269
14.999	0.076	250	250	1886920.0	1892198.0	1893563.0	1891514.0	2260563.0	2259518.0	2258767.0	2258431.0	2.99809121	0.322835567	23.8674532	1711474797.4688666	6	43.0	26-03-24 18:39:57.468922
15.599	0.079	250	250	2264242.0	2270274.0	2271962.0	2269721.0	2712692.0	2711193.0	2710383.0	2709852.0	3.59801213	0.38742007	23.9122037	1711474805.2859697	6	43.0	26-03-24 18:40:05.286038
16.2	0.082	250	250	2641130.0	2647907.0	2649917.0	2647484.0	3164209.0	3162282.0	3161403.0	3160694.0	4.19718111	0.451920332	23.9275357	1711474813.31498	6	43.0	26-03-24 18:40:13.315036
16.8	0.085	250	250	3017635.0	3025156.0	3027499.0	3024874.0	3615554.0	3613182.0	3612257.0	3611369.0	4.79577393	0.516392261	24.0576665	1711474821.145265	6	43.0	26-03-24 18:40:21.145321
