# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.102	0.0	250	250	-7441578.0	-7455038.0	-7462007.0	-7459911.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8806213	9.9e+37	21.8230352	6	5.0	19-03-24 15:01:49.571356
0.601	0.002	250	250	-7154690.0	-7167207.0	-7173610.0	-7171323.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3782294	9.9e+37	21.815663	6	5.0	19-03-24 15:01:58.375595
1.201	0.005	250	250	-6779574.0	-6791345.0	-6797432.0	-6795359.0	-8125596.0	-8116634.0	-8115628.0	-8111762.0	-10.7814671	-1.16089065	21.8036832	6	5.0	19-03-24 15:02:06.250410
1.801	0.008	250	250	-6403575.0	-6414619.0	-6420355.0	-6418421.0	-7675164.0	-7666586.0	-7665695.0	-7661985.0	-10.1835142	-1.09652189	21.8597325	6	5.0	19-03-24 15:02:14.539577
2.401	0.011	250	250	-6026336.0	-6036632.0	-6042045.0	-6040299.0	-7223026.0	-7214920.0	-7214078.0	-7210550.0	-9.58368795	-1.03194066	21.9058088	6	5.0	19-03-24 15:02:22.739447
3.001	0.014	250	250	-5649676.0	-5659250.0	-5664316.0	-5662752.0	-6771730.0	-6764050.0	-6763292.0	-6759930.0	-8.98482659	-0.967471537	21.666212	6	5.0	19-03-24 15:02:30.828486
3.601	0.017	250	250	-5273088.0	-5281916.0	-5286692.0	-5285287.0	-6320374.0	-6313100.0	-6312413.0	-6309239.0	-8.38607022	-0.902968405	21.5049448	6	5.0	19-03-24 15:02:39.396407
4.201	0.02	250	250	-4896218.0	-4904306.0	-4908724.0	-4907514.0	-5868614.0	-5861834.0	-5861212.0	-5858188.0	-7.7867503	-0.838453166	21.5453282	6	5.0	19-03-24 15:02:47.467831
4.801	0.023	250	250	-4519592.0	-4526956.0	-4531033.0	-4530017.0	-5417402.0	-5411017.0	-5410464.0	-5407661.0	-7.18799704	-0.773958628	21.5593149	6	5.0	19-03-24 15:02:56.121999
5.401	0.027	250	250	-4142543.0	-4149144.0	-4152934.0	-4152088.0	-4965663.0	-4959732.0	-4959246.0	-4956622.0	-6.58846932	-0.709460434	21.6935302	6	5.0	19-03-24 15:03:04.928471
6.0	0.03	250	250	-3765912.0	-3771784.0	-3775232.0	-3774571.0	-4514322.0	-4508798.0	-4508409.0	-4505963.0	-5.98963697	-0.644987105	21.6909294	6	5.0	19-03-24 15:03:12.913113
6.601	0.033	250	250	-3388827.0	-3393942.0	-3397075.0	-3396603.0	-4062489.0	-4057416.0	-4057107.0	-4054878.0	-5.3900892	-0.580432418	21.8354452	6	5.0	19-03-24 15:03:21.108180
7.2	0.036	250	250	-3012220.0	-3016595.0	-3019411.0	-3019103.0	-3611225.0	-3606573.0	-3606321.0	-3604262.0	-4.79123758	-0.515961599	21.9580082	6	5.0	19-03-24 15:03:30.534993
7.801	0.039	250	250	-2634775.0	-2638407.0	-2640917.0	-2640786.0	-3159117.0	-3154893.0	-3154729.0	-3152869.0	-4.191211	-0.45137162	22.1191115	6	5.0	19-03-24 15:03:39.334040
8.401	0.042	250	250	-2258278.0	-2261165.0	-2263339.0	-2263401.0	-2707925.0	-2704141.0	-2704046.0	-2702371.0	-3.59245536	-0.386916087	22.2425961	6	5.0	19-03-24 15:03:49.566782
9.0	0.045	250	250	-1881718.0	-1883867.0	-1885718.0	-1885954.0	-2256676.0	-2253327.0	-2253313.0	-2251825.0	-2.99391516	-0.322476477	22.3421209	6	5.0	19-03-24 15:03:58.177363
9.6	0.048	250	250	-1504857.0	-1506265.0	-1507792.0	-1508216.0	-1805164.0	-1802240.0	-1802318.0	-1801011.0	-2.39473334	-0.257957449	22.4324305	6	5.0	19-03-24 15:04:07.097498
10.201	0.051	250	250	-1127781.0	-1128449.0	-1129664.0	-1130256.0	-1353278.0	-1350811.0	-1350944.0	-1349818.0	-1.79521098	-0.193435855	22.4694553	6	5.0	19-03-24 15:04:15.073121
10.801	0.054	250	250	-750533.1	-750444.3	-751343.8	-752118.1	-900857.2	-898824.6	-899047.8	-898101.7	-1.19533511	-0.128773089	22.6654129	6	5.0	19-03-24 15:04:23.265369
11.401	0.057	250	250	-373815.3	-372989.6	-373569.7	-374521.9	-449573.1	-447980.2	-448297.6	-447509.4	-0.596341829	-0.0643158666	22.784126	6	5.0	19-03-24 15:04:31.807969
12.001	0.06	250	250	3034.016	4597.064	4345.12	3215.876	1904.616	3061.112	2664.996	3286.944	0.00289124573	0.000192735022	22.8440252	6	5.0	19-03-24 15:04:40.263937
