# 
Scope_Frequency	base_freq	A2r	f2	scope_rms	scope_dBm	scope_pkpk	scope_thd	Pmax	lin_Pmax	base_P	base_dB	base_V	thd	lin_thd	Delay	a	
5000000.0	5000000.0	25330.0	5000000.0	0.13132594837689157	-4.622689128045183	0.37144587457221806	0.07934915579783405	-4.599999999999994	0.0003467368504525321	0.0003467368504525321	-4.599999999999994	0.13166944414945558	-23.69411484782077	0.065357323328582	0.5	5000000.0	03-06-24 14:43:10.604120
5000000.0	5000000.0	25332.5	5000000.0	0.13174519405521515	-4.595004413238815	0.3726316804207211	0.07479026289827408	-4.599999999999994	0.0003467368504525321	0.0003467368504525321	-4.599999999999994	0.13166944414945558	-23.601945875882905	0.06605454512561976	0.5	5000000.0	03-06-24 14:43:20.073864
5000000.0	5000000.0	25335.0	5000000.0	0.13158360984156545	-4.605664111702483	0.3721746512479035	0.07876331690182095	-4.599999999999994	0.0003467368504525321	0.0003467368504525321	-4.599999999999994	0.13166944414945558	-23.702319518898403	0.06529561610236118	0.5	5000000.0	03-06-24 14:43:29.612803
5000000.0	5000000.0	25337.5	5000000.0	0.13023791383093442	-4.694951423134844	0.3683684481497719	0.07583295082090995	-4.599999999999994	0.0003467368504525321	0.0003467368504525321	-4.599999999999994	0.13166944414945558	-23.697953329591712	0.06532844690028948	0.5	5000000.0	03-06-24 14:43:39.152009
5000000.0	5000000.0	25340.0	5000000.0	0.12889548643160248	-4.784945847132946	0.364571490080499	0.07089509767876964	-4.599999999999994	0.0003467368504525321	0.0003467368504525321	-4.599999999999994	0.13166944414945558	-23.684515707042593	0.06542959237299198	0.5	5000000.0	03-06-24 14:43:48.621902
5000000.0	5000000.0	25342.5	5000000.0	0.1287872886159758	-4.792240043189861	0.36426546044394215	0.0782605970019966	-4.599999999999994	0.0003467368504525321	0.0003467368504525321	-4.599999999999994	0.13166944414945558	-23.70562084441337	0.06527080331607238	0.5	5000000.0	03-06-24 14:43:58.160706
5000000.0	5000000.0	25345.0	5000000.0	0.1282858477505982	-4.826125073746292	0.36284717149885193	0.07846302259986675	-4.999999999999986	0.000316227766016839	0.000316227766016839	-4.999999999999986	0.12574334296829376	-23.320852383451644	0.06822717366164964	0.5	5000000.0	03-06-24 14:44:07.699530
5000000.0	5000000.0	25347.5	5000000.0	0.12724183792751056	-4.897101371589984	0.3598942657967295	0.07287699732728974	-4.999999999999986	0.000316227766016839	0.000316227766016839	-4.999999999999986	0.12574334296829376	-23.670388565418612	0.06553609674429285	0.5	5000000.0	03-06-24 14:44:17.308054
5000000.0	5000000.0	25350.0	5000000.0	0.1265010484609621	-4.947817542779839	0.3577989967758175	0.07643873223797415	-4.999999999999986	0.000316227766016839	0.000316227766016839	-4.999999999999986	0.12574334296829376	-23.307505231920814	0.06833209537802566	0.5	5000000.0	03-06-24 14:44:28.090867
5000000.0	5000000.0	25352.5	5000000.0	0.12681577844903014	-4.926234204774824	0.3586891876110402	0.08106306554196618	-4.999999999999986	0.000316227766016839	0.000316227766016839	-4.999999999999986	0.12574334296829376	-23.30384123194353	0.06836092623137027	0.5	5000000.0	03-06-24 14:44:37.629643
5000000.0	5000000.0	25355.0	5000000.0	0.1255701909552562	-5.011968949625216	0.3551661341574054	0.08153570298464644	-4.999999999999986	0.000316227766016839	0.000316227766016839	-4.999999999999986	0.12574334296829376	-23.686590732399885	0.06541396336398918	0.5	5000000.0	03-06-24 14:44:47.099638
5000000.0	5000000.0	25357.5	5000000.0	0.12448756578027749	-5.087180546081492	0.35210400774656253	0.072416522515006	-4.999999999999986	0.000316227766016839	0.000316227766016839	-4.999999999999986	0.12574334296829376	-23.684462913949076	0.06542999005719362	0.5	5000000.0	03-06-24 14:44:56.638548
5000000.0	5000000.0	25360.0	5000000.0	0.12477926257809717	-5.066851749290828	0.3529290508817173	0.07871255352659108	-4.999999999999986	0.000316227766016839	0.000316227766016839	-4.999999999999986	0.12574334296829376	-23.645996429585587	0.065720397043674	0.5	5000000.0	03-06-24 14:45:06.177625
5000000.0	5000000.0	25362.5	5000000.0	0.12490978296740729	-5.0577709680507255	0.35329821829117447	0.07881529101277407	-4.999999999999986	0.000316227766016839	0.000316227766016839	-4.999999999999986	0.12574334296829376	-23.67897883270235	0.06547131416984929	0.5	5000000.0	03-06-24 14:45:15.716477
5000000.0	5000000.0	25365.0	5000000.0	0.12359394655508235	-5.149756039648077	0.3495764708908259	0.07764315657906262	-4.999999999999986	0.000316227766016839	0.000316227766016839	-4.999999999999986	0.12574334296829376	-23.664063291828707	0.06558383908647818	0.5	5000000.0	03-06-24 14:45:25.324807
5000000.0	5000000.0	25367.5	5000000.0	0.12244140995357283	-5.231133603369309	0.34631660510485357	0.08069508304252902	-4.999999999999986	0.000316227766016839	0.000316227766016839	-4.999999999999986	0.12574334296829376	-23.60188182562082	0.0660550322175243	0.5	5000000.0	03-06-24 14:45:34.863550
5000000.0	5000000.0	25370.0	5000000.0	0.12283001646985262	-5.203609841741759	0.3474157503163524	0.0797662175656377	-5.3999999999999915	0.0002884031503126612	0.0002884031503126612	-5.3999999999999915	0.12008396027627112	-23.268689063711	0.06863814641704566	0.5	5000000.0	03-06-24 14:45:44.333449
5000000.0	5000000.0	25372.5	5000000.0	0.12183149584734294	-5.274508513141631	0.34459150750302764	0.0789828894386019	-5.3999999999999915	0.0002884031503126612	0.0002884031503126612	-5.3999999999999915	0.12008396027627112	-23.27041276786673	0.06862452661245397	0.5	5000000.0	03-06-24 14:45:54.010648
5000000.0	5000000.0	25375.0	5000000.0	0.1209728134485536	-5.335944421474499	0.3421627869147497	0.08361901818337097	-5.3999999999999915	0.0002884031503126612	0.0002884031503126612	-5.3999999999999915	0.12008396027627112	-23.264499302007597	0.0686712629841357	0.5	5000000.0	03-06-24 14:46:03.619170
5000000.0	5000000.0	25377.5	5000000.0	0.12054580447947323	-5.36665805072848	0.34095502316409293	0.07962704523555024	-5.3999999999999915	0.0002884031503126612	0.0002884031503126612	-5.3999999999999915	0.12008396027627112	-23.26454429751272	0.06867090724738438	0.5	5000000.0	03-06-24 14:46:13.157725
5000000.0	5000000.0	25380.0	5000000.0	0.11971786866442305	-5.426520513394969	0.33861326704725614	0.077957258941166	-5.3999999999999915	0.0002884031503126612	0.0002884031503126612	-5.3999999999999915	0.12008396027627112	-23.279101417943316	0.06855591459910151	0.5	5000000.0	03-06-24 14:46:22.697434
5000000.0	5000000.0	25382.5	5000000.0	0.11964431881434075	-5.431858414987081	0.33840523665626226	0.07807204970898508	-5.3999999999999915	0.0002884031503126612	0.0002884031503126612	-5.3999999999999915	0.12008396027627112	-23.19604651196689	0.06921459378526912	0.5	5000000.0	03-06-24 14:46:32.166485
5000000.0	5000000.0	25385.0	5000000.0	0.11907002005364295	-5.473651507955485	0.3367808744637965	0.07980186463654633	-5.3999999999999915	0.0002884031503126612	0.0002884031503126612	-5.3999999999999915	0.12008396027627112	-23.252701294011725	0.06876460225364428	0.5	5000000.0	03-06-24 14:46:42.949769
