# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.102	0.0	250	250	-7432096.0	-7445885.0	-7453404.0	-7450912.0	-7443333.0	-7437379.0	-7436456.0	-7433932.0	-11.8768166	32.566549	6.0	11.0	14-12-23 14:11:06.813264
0.5	0.002	250	250	-7224290.0	-7237166.0	-7243948.0	-7241062.0	-7245923.0	-7240039.0	-7238964.0	-7236294.0	-11.4872772	32.551913	6.0	11.0	14-12-23 14:11:13.977196
1.0	0.004	250	250	-6912628.0	-6924868.0	-6931362.0	-6928666.0	-6933332.0	-6927643.0	-6926647.0	-6924080.0	-10.9913687	32.5601457	6.0	11.0	14-12-23 14:11:21.252310
1.499	0.007	250	250	-6599504.0	-6611145.0	-6617312.0	-6614789.0	-6619326.0	-6613834.0	-6612885.0	-6610424.0	-10.4935382	32.6351553	6.0	11.0	14-12-23 14:11:28.427657
2.0	0.009	250	250	-6285125.0	-6296125.0	-6301995.0	-6299666.0	-6304024.0	-6298755.0	-6297863.0	-6295516.0	-9.99371035	32.6479618	6.0	11.0	14-12-23 14:11:35.601294
2.499	0.012	250	250	-5971154.0	-5981506.0	-5987147.0	-5984978.0	-5989154.0	-5984071.0	-5983281.0	-5980985.0	-9.49456388	32.6818075	6.0	11.0	14-12-23 14:11:42.777793
3.0	0.015	250	250	-5656525.0	-5666220.0	-5671588.0	-5669607.0	-5673582.0	-5668703.0	-5667977.0	-5665776.0	-8.99429536	32.7449253	6.0	11.0	14-12-23 14:11:50.169491
3.5	0.017	250	250	-5342601.0	-5351690.0	-5356768.0	-5354945.0	-5358761.0	-5354053.0	-5353408.0	-5351332.0	-8.49527941	32.7549876	6.0	11.0	14-12-23 14:11:57.367717
4.0	0.02	250	250	-5028221.0	-5036704.0	-5041483.0	-5039841.0	-5043478.0	-5038976.0	-5038384.0	-5036389.0	-7.99548613	32.7208448	6.0	11.0	14-12-23 14:12:04.532372
4.5	0.022	250	250	-4713786.0	-4721642.0	-4726127.0	-4724686.0	-4728103.0	-4723808.0	-4723298.0	-4721386.0	-7.49564929	32.8174876	6.0	11.0	14-12-23 14:12:11.709703
5.0	0.025	250	250	-4399285.0	-4406509.0	-4410731.0	-4409440.0	-4412684.0	-4408620.0	-4408163.0	-4406334.0	-6.99567376	32.8302941	6.0	11.0	14-12-23 14:12:18.884067
5.5	0.027	250	250	-4084976.0	-4091580.0	-4095498.0	-4094392.0	-4097462.0	-4093607.0	-4093186.0	-4091483.0	-6.49600071	32.7653468	6.0	11.0	14-12-23 14:12:26.147984
5.999	0.03	250	250	-3771076.0	-3777044.0	-3780710.0	-3779757.0	-3782654.0	-3779009.0	-3778636.0	-3777031.0	-5.99690405	32.610457	6.0	11.0	14-12-23 14:12:33.307698
6.499	0.032	250	250	-3456598.0	-3461950.0	-3465325.0	-3464550.0	-3467257.0	-3463828.0	-3463530.0	-3461999.0	-5.49702799	32.6043507	6.0	11.0	14-12-23 14:12:40.462666
6.999	0.035	250	250	-3142462.0	-3147171.0	-3150266.0	-3149666.0	-3152178.0	-3148952.0	-3148743.0	-3147293.0	-4.99765087	32.5147052	6.0	11.0	14-12-23 14:12:47.752308
7.5	0.037	250	250	-2827603.0	-2831677.0	-2834503.0	-2834063.0	-2836391.0	-2833386.0	-2833243.0	-2831879.0	-4.49706863	32.4793269	6.0	11.0	14-12-23 14:12:54.916857
