# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.081	0.0	250	250	-7450359.0	-7463660.0	-7470420.0	-7468115.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.4919765	1714012960.1132264	6	155.0	25-04-24 04:42:40.113282
0.6	0.002	250	250	-7153876.0	-7166504.0	-7172861.0	-7170407.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.5264736	1714012966.8939164	6	155.0	25-04-24 04:42:46.893972
1.2	0.005	250	250	-6778849.0	-6790712.0	-6796744.0	-6794483.0	-8125154.0	-8116147.0	-8115232.0	-8111191.0	-1.16090566	22.5932639	1714012973.6765368	6	155.0	25-04-24 04:42:53.676589
1.8	0.008	250	250	-6402933.0	-6414057.0	-6419798.0	-6417696.0	-7674548.0	-7666006.0	-7665163.0	-7661319.0	-1.09652679	22.5786026	1714012980.4567587	6	155.0	25-04-24 04:43:00.456812
2.401	0.011	250	250	-6025739.0	-6036116.0	-6041571.0	-6039648.0	-7222455.0	-7214344.0	-7213517.0	-7209882.0	-1.03193641	22.6361936	1714012987.2397435	6	155.0	25-04-24 04:43:07.239798
3.0	0.015	250	250	-5649185.0	-5658803.0	-5663901.0	-5662187.0	-6771074.0	-6763384.0	-6762678.0	-6759223.0	-0.967444775	22.6854478	1714012994.020258	6	155.0	25-04-24 04:43:14.020309
3.6	0.018	250	250	-5272737.0	-5281605.0	-5286383.0	-5284849.0	-6319803.0	-6312567.0	-6311943.0	-6308656.0	-0.902968412	22.7176451	1714013000.806541	6	155.0	25-04-24 04:43:20.806596
4.2	0.021	250	250	-4895871.0	-4904005.0	-4908450.0	-4907103.0	-5867927.0	-5861123.0	-5860595.0	-5857511.0	-0.838412539	22.6777818	1714013007.590046	6	155.0	25-04-24 04:43:27.590096
4.8	0.024	250	250	-4519244.0	-4526630.0	-4530750.0	-4529603.0	-5416668.0	-5410316.0	-5409803.0	-5406934.0	-0.773941001	22.7105541	1714013014.3730402	6	155.0	25-04-24 04:43:34.373095
5.4	0.027	250	250	-4142237.0	-4148893.0	-4152674.0	-4151721.0	-4964893.0	-4958980.0	-4958525.0	-4955860.0	-0.709403539	22.6394517	1714013021.154286	6	155.0	25-04-24 04:43:41.154338
6.0	0.03	250	250	-3765645.0	-3771564.0	-3775032.0	-3774271.0	-4513562.0	-4508084.0	-4507732.0	-4505227.0	-0.644921591	22.6372477	1714013027.933767	6	155.0	25-04-24 04:43:47.933819
6.6	0.033	250	250	-3388580.0	-3393737.0	-3396870.0	-3396311.0	-4061648.0	-4056588.0	-4056322.0	-4054003.0	-0.580359959	22.5787942	1714013034.7151346	6	155.0	25-04-24 04:43:54.715240
