# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.099	0.0	250	250	-7441847.0	-7455304.0	-7462394.0	-7459880.0	-7441317.0	-7435229.0	-7434233.0	-7431577.0	-11.890314	33.5730952	6	30.000000000000004	11-03-24 17:41:26.963558
0.601	0.002	250	250	-7159924.0	-7172665.0	-7179286.0	-7176590.0	-7179201.0	-7173368.0	-7172398.0	-7169775.0	-11.3864749	33.5072332	6	30.000000000000004	11-03-24 17:41:34.262066
1.201	0.005	250	250	-6784994.0	-6796963.0	-6803311.0	-6800769.0	-6803268.0	-6797694.0	-6796782.0	-6794246.0	-10.7899107	33.4227792	6	30.000000000000004	11-03-24 17:41:41.429772
1.8	0.008	250	250	-6408828.0	-6420040.0	-6426031.0	-6423707.0	-6426088.0	-6420772.0	-6419925.0	-6417518.0	-10.1917503	33.4182054	6	30.000000000000004	11-03-24 17:41:49.008450
2.401	0.012	250	250	-6031387.0	-6041830.0	-6047473.0	-6045354.0	-6047661.0	-6042546.0	-6041797.0	-6039476.0	-9.5915636	33.4550924	6	30.000000000000004	11-03-24 17:41:56.177479
3.001	0.015	250	250	-5654536.0	-5664217.0	-5669553.0	-5667624.0	-5669811.0	-5664948.0	-5664273.0	-5662097.0	-8.99233711	33.3486844	6	30.000000000000004	11-03-24 17:42:03.812180
3.601	0.018	250	250	-5277742.0	-5286694.0	-5291664.0	-5289959.0	-5292021.0	-5287417.0	-5286780.0	-5284742.0	-8.39325472	33.4660694	6	30.000000000000004	11-03-24 17:42:11.040088
4.201	0.021	250	250	-4900540.0	-4908750.0	-4913401.0	-4911881.0	-4913865.0	-4909490.0	-4908942.0	-4907007.0	-7.79353699	33.3761269	6	30.000000000000004	11-03-24 17:42:18.719557
4.8	0.024	250	250	-4523668.0	-4531115.0	-4535420.0	-4534111.0	-4535988.0	-4531865.0	-4531407.0	-4529576.0	-7.19437815	33.3663616	6	30.000000000000004	11-03-24 17:42:26.095238
5.401	0.027	250	250	-4146327.0	-4153037.0	-4156995.0	-4155898.0	-4157685.0	-4153799.0	-4153423.0	-4151693.0	-6.5944084	33.3581289	6	30.000000000000004	11-03-24 17:42:33.366556
6.0	0.03	250	250	-3769517.0	-3775454.0	-3779085.0	-3778200.0	-3779848.0	-3776210.0	-3775903.0	-3774298.0	-5.99524435	33.3389191	6	30.000000000000004	11-03-24 17:42:40.535658
6.6	0.033	250	250	-3392132.0	-3397323.0	-3400622.0	-3399932.0	-3401485.0	-3398098.0	-3397882.0	-3396351.0	-5.39516976	33.3032439	6	30.000000000000004	11-03-24 17:42:48.350209
7.2	0.036	250	250	-3015282.0	-3019731.0	-3022680.0	-3022196.0	-3023651.0	-3020514.0	-3020360.0	-3018967.0	-4.79607192	33.2611653	6	30.000000000000004	11-03-24 17:42:55.982929
7.801	0.039	250	250	-2637594.0	-2641291.0	-2643908.0	-2643626.0	-2645002.0	-2642117.0	-2642029.0	-2640744.0	-4.19554866	33.2712276	6	30.000000000000004	11-03-24 17:43:03.251361
8.4	0.042	250	250	-2260833.0	-2263775.0	-2266050.0	-2265972.0	-2267254.0	-2264601.0	-2264587.0	-2263409.0	-3.59656856	33.2785456	6	30.000000000000004	11-03-24 17:43:10.635954
9.0	0.045	250	250	-1884158.0	-1886352.0	-1888302.0	-1888420.0	-1889601.0	-1887209.0	-1887268.0	-1886187.0	-2.99765738	33.3419604	6	30.000000000000004	11-03-24 17:43:18.100273
9.6	0.048	250	250	-1506969.0	-1508424.0	-1510028.0	-1510351.0	-1511422.0	-1509278.0	-1509408.0	-1508438.0	-2.39794628	33.2693981	6	30.000000000000004	11-03-24 17:43:25.368075
10.2	0.051	250	250	-1129602.0	-1130296.0	-1131559.0	-1132090.0	-1133057.0	-1131153.0	-1131369.0	-1130505.0	-1.79797068	33.2501883	6	30.000000000000004	11-03-24 17:43:32.541917
10.801	0.055	250	250	-752076.0	-752015.1	-752942.3	-753676.0	-754548.1	-752890.0	-753181.7	-752421.5	-1.19772399	33.2629948	6	30.000000000000004	11-03-24 17:43:39.809274
11.401	0.058	250	250	-375191.7	-374379.7	-374970.4	-375909.3	-376677.4	-375269.1	-375640.4	-374978.1	-0.598451966	33.2492736	6	30.000000000000004	11-03-24 17:43:47.497940
12.001	0.061	250	250	1959.684	3514.652	3256.4	2125.18	1456.404	2609.292	2167.252	2722.276	0.00121280404	33.2703128	6	30.000000000000004	11-03-24 17:43:54.765617
12.6	0.064	250	250	378767.4	381072.8	381148.6	379823.1	379264.2	380158.7	379643.5	380088.1	0.600363351	33.3483636	6	30.000000000000004	11-03-24 17:44:02.152620
13.2	0.067	250	250	755912.2	758962.3	759376.1	757854.6	757392.4	758032.2	757450.1	757792.2	1.19996342	33.4151404	6	30.000000000000004	11-03-24 17:44:09.807911
13.799	0.07	250	250	1132621.0	1136419.0	1137165.0	1135446.0	1135089.0	1135480.0	1134827.0	1135057.0	1.79896923	33.4151404	6	30.000000000000004	11-03-24 17:44:16.979374
14.399	0.073	250	250	1509619.0	1514170.0	1515261.0	1513341.0	1513069.0	1513221.0	1512477.0	1512606.0	2.39841534	33.3956337	6	30.000000000000004	11-03-24 17:44:24.454917
14.999	0.076	250	250	1886532.0	1891833.0	1893252.0	1891133.0	1890981.0	1890891.0	1890072.0	1890088.0	2.99760625	33.5002122	6	30.000000000000004	11-03-24 17:44:31.628461
