# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	17888888.888888888	0.00033113112148259126	0.1	0	10-04-24 19:59:26.155405
0	0	2.0	17888888.888888888	0.000691830970918937	0.1	0	10-04-24 19:59:32.652926
0	0	3.0	17888888.888888888	0.0010471285480509	0.1	0	10-04-24 19:59:39.150581
0	0	4.0	17888888.888888888	0.001445439770745928	0.1	0	10-04-24 19:59:45.648369
0	0	5.0	17888888.888888888	0.0018197008586099844	0.1	0	10-04-24 19:59:52.146643
0	0	6.0	17888888.888888888	0.0021877616239495542	0.1	0	10-04-24 19:59:58.643681
0	0	7.0	17888888.888888888	0.0026302679918953843	0.1	0	10-04-24 20:00:05.141352
0	0	8.0	17888888.888888888	0.0028840315031266072	0.1	0	10-04-24 20:00:11.639091
0	0	9.0	17888888.888888888	0.003311311214825913	0.1	0	10-04-24 20:00:18.136980
0	0	10.0	17888888.888888888	0.003630780547701015	0.1	0	10-04-24 20:00:24.634551
0	0	11.0	17888888.888888888	0.003981071705534975	0.1	0	10-04-24 20:00:31.132237
0	0	12.0	17888888.888888888	0.004365158322401662	0.1	0	10-04-24 20:00:37.629895
0	0	13.0	17888888.888888888	0.004786300923226388	0.1	0	10-04-24 20:00:44.127601
0	0	14.0	17888888.888888888	0.00524807460249773	0.1	0	10-04-24 20:00:50.625313
0	0	15.0	17888888.888888888	0.0054954087385762525	0.1	0	10-04-24 20:00:57.122955
