# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
-11.8872455	0.067	0.0	-11.82977	-7465707.0	-7472542.0	-7469910.0	-11.82402	-7443048.0	-7441901.0	-7439194.0	7.0	10.0	11-12-23 16:31:29.110682
-11.48702	0.5	0.002	-11.46795	-7237407.0	-7244142.0	-7241402.0	-11.50244	-7240590.0	-7239544.0	-7236810.0	7.0	10.0	11-12-23 16:31:36.787613
-10.9911581	1.0	0.004	-10.97272	-6924850.0	-6931302.0	-6928725.0	-11.00585	-6927946.0	-6926971.0	-6924315.0	7.0	10.0	11-12-23 16:31:44.573613
-10.4934013	1.499	0.007	-10.47578	-6611104.0	-6617267.0	-6614866.0	-10.50725	-6614079.0	-6613120.0	-6610586.0	7.0	10.0	11-12-23 16:31:52.251354
-9.99365276	2.0	0.01	-9.976947	-6296140.0	-6302018.0	-6299830.0	-10.00695	-6299044.0	-6298147.0	-6295703.0	7.0	10.0	11-12-23 16:31:59.782458
-9.49463926	2.499	0.012	-9.478608	-5981588.0	-5987221.0	-5985139.0	-9.507269	-5984436.0	-5983595.0	-5981233.0	7.0	10.0	11-12-23 16:32:07.509990
-8.99441929	3.0	0.015	-8.979084	-5666310.0	-5671658.0	-5669776.0	-9.006327	-5669045.0	-5668220.0	-5666082.0	7.0	10.0	11-12-23 16:32:15.293017
-8.49557587	3.5	0.017	-8.48103	-5351880.0	-5356922.0	-5355206.0	-8.506733	-5354522.0	-5353824.0	-5351688.0	7.0	10.0	11-12-23 16:32:23.074580
-7.99579403	4.0	0.02	-7.981987	-5036863.0	-5041635.0	-5040088.0	-8.006326	-5039386.0	-5038760.0	-5036727.0	7.0	10.0	11-12-23 16:32:30.857843
-7.49605004	4.5	0.022	-7.48305	-4721906.0	-4726402.0	-4724993.0	-7.505901	-4724336.0	-4723774.0	-4721829.0	7.0	10.0	11-12-23 16:32:38.498341
-6.99624155	5.0	0.025	-6.983944	-4406868.0	-4411066.0	-4409843.0	-7.005303	-4409213.0	-4408704.0	-4406836.0	7.0	10.0	11-12-23 16:32:46.031892
-6.49667147	5.5	0.027	-6.485213	-4092022.0	-4095924.0	-4094864.0	-6.505087	-4094243.0	-4093803.0	-4092030.0	7.0	10.0	11-12-23 16:32:53.563535
-5.99765239	5.999	0.03	-5.986897	-3777476.0	-3781102.0	-3780212.0	-6.005346	-3779575.0	-3779222.0	-3777571.0	7.0	10.0	11-12-23 16:33:01.196219
-5.49787357	6.499	0.032	-5.487949	-3462484.0	-3465795.0	-3465091.0	-5.504839	-3464490.0	-3464178.0	-3462600.0	7.0	10.0	11-12-23 16:33:08.806999
-4.99861403	6.999	0.035	-4.989358	-3147760.0	-3150822.0	-3150274.0	-5.004842	-3149678.0	-3149442.0	-3147950.0	7.0	10.0	11-12-23 16:33:16.447811
-4.49813527	7.499	0.038	-4.48968	-2832307.0	-2835076.0	-2834715.0	-4.503657	-2834141.0	-2833967.0	-2832568.0	7.0	10.0	11-12-23 16:33:24.042819
-3.9991057	7.999	0.04	-3.991372	-2517768.0	-2520268.0	-2520066.0	-4.003959	-2519506.0	-2519406.0	-2518088.0	7.0	10.0	11-12-23 16:33:31.580704
-3.49935263	8.499	0.043	-3.492364	-2202757.0	-2204968.0	-2204928.0	-3.503496	-2204395.0	-2204362.0	-2203146.0	7.0	10.0	11-12-23 16:33:39.195156
-3.00045249	8.999	0.045	-2.994281	-1888306.0	-1890262.0	-1890382.0	-3.003952	-1889878.0	-1889892.0	-1888788.0	7.0	10.0	11-12-23 16:33:46.728826
-2.50037208	9.499	0.048	-2.494956	-1573119.0	-1574773.0	-1575057.0	-2.503083	-1574563.0	-1574645.0	-1573636.0	7.0	10.0	11-12-23 16:33:54.259689
-2.0005567	9.999	0.05	-1.995832	-1258048.0	-1259426.0	-1259888.0	-2.002572	-1259390.0	-1259546.0	-1258627.0	7.0	10.0	11-12-23 16:34:01.992952
-1.50113385	10.499	0.053	-1.49718	-943259.7	-944376.2	-944998.3	-1.50247	-944512.2	-944746.5	-943910.2	7.0	10.0	11-12-23 16:34:09.569659
-1.00153316	10.999	0.056	-0.9983425	-628359.9	-629187.8	-629981.7	-1.002177	-629505.7	-629816.0	-629069.6	7.0	10.0	11-12-23 16:34:17.124145
-0.502420372	11.499	0.058	-0.4999444	-313767.6	-314323.4	-315270.5	-0.502292	-314803.3	-315182.3	-314521.8	7.0	10.0	11-12-23 16:34:24.655316
-0.00259579838	11.999	0.061	-0.000913022	1287.65	1000.3	-98.95	-0.001770142	331.55	-99.2	467.95	7.0	10.0	11-12-23 16:34:32.302942
0.496343543	12.499	0.063	0.4972485	315738.6	315744.9	314482.9	0.4978088	314891.2	314380.8	314859.5	7.0	10.0	11-12-23 16:34:39.921331
0.996362851	12.999	0.066	0.9965212	630899.2	631189.1	629752.9	0.9985338	630143.2	629573.8	629949.1	7.0	10.0	11-12-23 16:34:47.457516
1.49525989	13.498	0.068	1.494656	945343.5	945900.9	944311.1	1.498165	944682.3	944043.8	944331.1	7.0	10.0	11-12-23 16:34:55.029038
1.99542926	13.999	0.071	1.994022	1260619.0	1261455.0	1259704.0	1.998989	1260059.0	1259356.0	1259543.0	7.0	10.0	11-12-23 16:35:02.559874
2.49479924	14.499	0.074	2.492679	1575386.0	1576515.0	1574578.0	2.499126	1574919.0	1574156.0	1574259.0	7.0	10.0	11-12-23 16:35:10.092086
2.9938187	14.998	0.076	2.990964	1889939.0	1891356.0	1889251.0	2.998856	1889572.0	1888746.0	1888752.0	7.0	10.0	11-12-23 16:35:17.623864
3.49458982	15.5	0.079	3.491016	2205579.0	2207277.0	2205016.0	3.50041	2205338.0	2204428.0	2204344.0	7.0	10.0	11-12-23 16:35:25.243368
3.99335493	15.998	0.081	3.988955	2519958.0	2521936.0	2519506.0	3.999909	2519834.0	2518848.0	2518687.0	7.0	10.0	11-12-23 16:35:32.954287
4.49387149	16.499	0.084	4.488809	2835474.0	2837744.0	2835136.0	4.501152	2835408.0	2834359.0	2834101.0	7.0	10.0	11-12-23 16:35:40.502372
4.99274705	16.999	0.086	4.986884	3149948.0	3152485.0	3149708.0	5.00079	3149980.0	3148877.0	3148514.0	7.0	10.0	11-12-23 16:35:48.118713
5.49268611	17.499	0.089	5.486167	3465072.0	3467892.0	3464962.0	5.501427	3465223.0	3464039.0	3463585.0	7.0	10.0	11-12-23 16:35:55.763043
5.99211023	17.999	0.092	5.984911	3779876.0	3782982.0	3779871.0	6.001595	3780127.0	3778871.0	3778344.0	7.0	10.0	11-12-23 16:36:03.337527
6.49154686	18.499	0.094	6.483489	4094670.0	4098073.0	4094793.0	6.501798	4095050.0	4093735.0	4093092.0	7.0	10.0	11-12-23 16:36:10.991442
6.99142795	18.999	0.097	6.98265	4409764.0	4413426.0	4409979.0	7.002412	4410230.0	4408847.0	4408133.0	7.0	10.0	11-12-23 16:36:18.573220
7.49022609	19.499	0.099	7.48076	4724196.0	4728146.0	4724531.0	7.501863	4724760.0	4723306.0	4722528.0	7.0	10.0	11-12-23 16:36:26.192080
7.98985948	19.999	0.102	7.979624	5039170.0	5043408.0	5039607.0	8.002304	5039834.0	5038294.0	5037424.0	7.0	10.0	11-12-23 16:36:33.812538
8.48886591	20.498	0.105	8.478013	5353704.0	5358229.0	5354287.0	8.502149	5354472.0	5352873.0	5351891.0	7.0	10.0	11-12-23 16:36:41.385996
8.98861672	20.999	0.107	8.976992	5668719.0	5673479.0	5669398.0	9.002623	5669558.0	5667910.0	5666840.0	7.0	10.0	11-12-23 16:36:49.006294
9.4873543	21.499	0.11	9.475117	5983110.0	5988169.0	5983900.0	9.502121	5984034.0	5982305.0	5981129.0	7.0	10.0	11-12-23 16:36:56.686962
9.98644324	21.999	0.112	9.973318	6297686.0	6303056.0	6298644.0	10.00181	6298716.0	6296941.0	6295637.0	7.0	10.0	11-12-23 16:37:04.303073
10.4845306	22.498	0.115	10.47072	6611644.0	6617277.0	6612700.0	10.50079	6612792.0	6610986.0	6609606.0	7.0	10.0	11-12-23 16:37:11.951906
10.9953562	22.998	0.118	10.89746	7485305.0	6886750.0	7487030.0	11.8814	6884307.0	7479969.0	7478362.0	7.0	10.0	11-12-23 16:37:19.625605
11.4809117	23.498	0.12	10.89673	7486469.0	6886492.0	7488116.0	11.8835	6883925.0	7481185.0	7479599.0	7.0	10.0	11-12-23 16:37:27.158913
11.9621334	23.999	0.123	10.88372	7486666.0	6878558.0	7488358.0	11.8836	6875828.0	7481278.0	7479720.0	7.0	10.0	11-12-23 16:37:34.733184
