# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
5.999	0.03	250	250	21.2190328	1714462911.741792	-5.98904281	-3765415.0	-3771299.0	-3774772.0	-3774001.0	-0.645055868	-4514592.0	-4509150.0	-4508706.0	-4506207.0	20	201.0019800198002	30-04-24 09:41:58.184107
6.599	0.033	250	250	21.2664664	1714462938.2409918	-5.38949574	-3388294.0	-3393448.0	-3396596.0	-3396020.0	-0.580481857	-4062522.0	-4057503.0	-4057194.0	-4054853.0	20	201.0019800198002	30-04-24 09:42:24.681939
7.199	0.036	250	250	21.4447015	1714462964.7440703	-4.79076178	-3011738.0	-3016163.0	-3018984.0	-3018580.0	-0.51602699	-3611392.0	-3606776.0	-3606514.0	-3604419.0	20	201.0019800198002	30-04-24 09:42:51.185913
7.8	0.039	250	250	21.4735449	1714462991.241441	-4.19066027	-2634307.0	-2637995.0	-2640472.0	-2640288.0	-0.451391487	-3158945.0	-3154814.0	-3154606.0	-3152718.0	20	201.0019800198002	30-04-24 09:43:17.681628
8.399	0.042	250	250	21.7809526	1714463017.7417102	-3.5919548	-2257765.0	-2260686.0	-2262873.0	-2262859.0	-0.38690414	-2707548.0	-2703797.0	-2703709.0	-2702007.0	20	201.0019800198002	30-04-24 09:43:44.178066
8.999	0.045	250	250	21.9466345	1714463044.2397418	-2.99336727	-1881300.0	-1883478.0	-1885316.0	-1885515.0	-0.322439605	-2256308.0	-2252988.0	-2252990.0	-2251473.0	20	201.0019800198002	30-04-24 09:44:10.687857
9.599	0.048	250	250	22.0826107	1714463070.7415047	-2.39413712	-1504412.0	-1505852.0	-1507369.0	-1507748.0	-0.257891132	-1804479.0	-1801615.0	-1801678.0	-1800351.0	20	201.0019800198002	30-04-24 09:44:37.181775
10.199	0.052	250	250	22.264008	1714463097.220631	-1.79450606	-1127287.0	-1127971.0	-1129183.0	-1129739.0	-0.193296652	-1352314.0	-1349866.0	-1350038.0	-1348864.0	20	201.0019800198002	30-04-24 09:45:03.662615
10.799	0.055	250	250	22.4079377	1714463123.70546	-1.19473894	-750064.9	-750009.5	-750901.7	-751650.9	-0.128684319	-900048.6	-898046.6	-898282.3	-897297.0	20	201.0019800198002	30-04-24 09:45:30.147504
11.399	0.058	250	250	22.6545921	1714463150.1875703	-0.595658951	-373308.5	-372496.8	-373077.3	-374017.8	-0.0641568869	-448389.4	-446815.8	-447139.9	-446362.3	20	201.0019800198002	30-04-24 09:45:56.628348
11.999	0.061	250	250	22.8009173	1714463176.6652894	0.00353013572	3529.952	5076.624	4820.78	3697.52	0.000390988006	3380.08	4529.472	4127.636	4718.828	20	201.0019800198002	30-04-24 09:46:23.107940
12.599	0.064	250	250	22.7255986	1714463203.145716	0.602454207	380208.7	382498.7	382569.5	381254.2	0.0649103374	454983.0	455693.1	455212.7	455625.3	20	201.0019800198002	30-04-24 09:46:49.587072
13.199	0.067	250	250	22.6360978	1714463229.6249034	1.20197158	757282.0	760319.0	760704.1	759212.7	0.129473186	906911.9	907178.3	906621.8	906858.0	20	201.0019800198002	30-04-24 09:47:16.064473
13.798	0.07	250	250	22.4527839	1714463256.1030054	1.8006861	1133837.0	1137608.0	1138320.0	1136638.0	0.193966348	1358338.0	1358157.0	1357539.0	1357595.0	20	201.0019800198002	30-04-24 09:47:42.544356
14.398	0.073	250	250	22.367691	1714463282.580698	2.39992372	1510726.0	1515247.0	1516275.0	1514408.0	0.258505466	1810107.0	1809503.0	1808805.0	1808647.0	20	201.0019800198002	30-04-24 09:48:09.021402
14.998	0.076	250	250	22.1727823	1714463309.057566	2.99867976	1887306.0	1892558.0	1893923.0	1891864.0	0.322986647	2261479.0	2260460.0	2259659.0	2259370.0	20	201.0019800198002	30-04-24 09:48:35.497581
15.599	0.079	250	250	21.9439514	1714463335.5463622	3.59873629	2264705.0	2270721.0	2272390.0	2270144.0	0.387607961	2713825.0	2712353.0	2711498.0	2711005.0	20	201.0019800198002	30-04-24 09:49:01.986406
16.199	0.082	250	250	21.7406101	1714463362.0223994	4.19813017	2641695.0	2648441.0	2650461.0	2648028.0	0.452143589	3165510.0	3163590.0	3162739.0	3161975.0	20	201.0019800198002	30-04-24 09:49:28.465130
16.798	0.086	250	250	21.4837982	1714463388.501717	4.79679569	3018248.0	3025733.0	3028080.0	3025458.0	0.516598119	3616744.0	3614428.0	3613392.0	3612543.0	20	201.0019800198002	30-04-24 09:49:54.944725
17.398	0.089	250	250	21.2888895	1714463414.9853654	5.39609503	3395164.0	3403382.0	3406037.0	3403247.0	0.581129793	4068498.0	4065720.0	4064636.0	4063576.0	20	201.0019800198002	30-04-24 09:50:21.427141
17.998	0.092	250	250	21.0871772	1714463441.4655104	5.99535497	3772131.0	3781104.0	3784067.0	3781067.0	0.645671864	4520247.0	4517056.0	4515905.0	4514620.0	20	201.0019800198002	30-04-24 09:50:47.906421
18.598	0.095	250	250	21.1609627	1714463467.958354	6.59453936	4149010.0	4158695.0	4161985.0	4158830.0	0.710192458	4971976.0	4968382.0	4967106.0	4965681.0	20	201.0019800198002	30-04-24 09:51:14.398542
19.198	0.098	250	250	21.2857273	1714463494.4355345	7.19301041	4525422.0	4535873.0	4539483.0	4536147.0	0.774586435	5422782.0	5418728.0	5417442.0	5415785.0	20	201.0019800198002	30-04-24 09:51:40.876181
19.798	0.101	250	250	21.2423184	1714463520.9133365	7.7927018	4902589.0	4913784.0	4917734.0	4914177.0	0.839133013	5874618.0	5870155.0	5868725.0	5866959.0	20	201.0019800198002	30-04-24 09:52:07.354124
20.398	0.105	250	250	21.506413	1714463547.3910584	8.39194775	5279506.0	5291437.0	5295729.0	5291950.0	0.903655786	6326229.0	6321365.0	6319836.0	6317877.0	20	201.0019800198002	30-04-24 09:52:33.832563
20.998	0.108	250	250	21.6470846	1714463573.8710124	8.99057533	5656011.0	5668700.0	5673300.0	5669322.0	0.968031904	6776859.0	6771569.0	6769978.0	6767811.0	20	201.0019800198002	30-04-24 09:53:00.312812
21.598	0.111	250	250	21.8054838	1714463600.3625286	9.58933624	6032599.0	6046007.0	6050957.0	6046780.0	1.03245662	7227835.0	7222101.0	7220406.0	7218066.0	20	201.0019800198002	30-04-24 09:53:26.804462
22.197	0.114	250	250	21.8835815	1714463626.8433802	10.1872429	6408641.0	6422809.0	6428071.0	6423729.0	1.096838	7678650.0	7672412.0	7670690.0	7668175.0	20	201.0019800198002	30-04-24 09:53:53.284807
22.798	0.117	250	250	22.0808858	1714463653.3237066	10.7862407	6785400.0	6800362.0	6805890.0	6801367.0	1.16125398	8129627.0	8122966.0	8121131.0	8118420.0	20	201.0019800198002	30-04-24 09:54:19.764539
23.398	0.12	250	250	22.2692784	1714463679.802453	11.3842353	6856255.0	7485688.0	6877491.0	7487246.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	201.0019800198002	30-04-24 09:54:46.231756
23.998	0.124	250	250	22.5049129	1714463706.2699494	11.9708506	6847964.0	7485887.0	6869323.0	7487427.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	201.0019800198002	30-04-24 09:55:12.700595
