# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.022	0.0	250	250	22.7629705	1714462646.8659334	-11.9558331	-7453084.0	-7466151.0	-7472682.0	-7470257.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	201.0019800198002	30-04-24 09:37:33.294193
0.6	0.002	250	250	22.727036	1714462673.332896	-11.3809426	-7156353.0	-7169009.0	-7175409.0	-7172903.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	201.0019800198002	30-04-24 09:37:59.763710
1.2	0.006	250	250	22.6858311	1714462699.8007386	-10.7821687	-6779792.0	-6791698.0	-6797750.0	-6795447.0	-1.16067781	-8123737.0	-8114678.0	-8113738.0	-8109798.0	20	201.0019800198002	30-04-24 09:38:26.241925
1.799	0.009	250	250	22.5550296	1714462726.2793777	-10.1835919	-6403400.0	-6414511.0	-6420264.0	-6418141.0	-1.0963314	-7673266.0	-7664700.0	-7663813.0	-7660063.0	20	201.0019800198002	30-04-24 09:38:52.722338
2.4	0.012	250	250	22.5302108	1714462752.7588065	-9.58344062	-6025948.0	-6036327.0	-6041744.0	-6039816.0	-1.0318061	-7221676.0	-7213527.0	-7212729.0	-7209137.0	20	201.0019800198002	30-04-24 09:39:19.199239
3.0	0.015	250	250	22.3138372	1714462779.2448287	-8.98439727	-5649199.0	-5658876.0	-5663945.0	-5662195.0	-0.967422165	-6770994.0	-6763283.0	-6762546.0	-6759167.0	20	201.0019800198002	30-04-24 09:39:45.686820
3.6	0.018	250	250	22.0182161	1714462805.7444677	-8.38566396	-5272630.0	-5281568.0	-5286299.0	-5284764.0	-0.903001976	-6320078.0	-6312870.0	-6312192.0	-6308944.0	20	201.0019800198002	30-04-24 09:40:12.185542
4.2	0.021	250	250	21.7275778	1714462832.2439053	-7.78631405	-4895715.0	-4903890.0	-4908297.0	-4906937.0	-0.838514559	-5868795.0	-5861945.0	-5861378.0	-5858289.0	20	201.0019800198002	30-04-24 09:40:38.693171
4.799	0.024	250	250	21.3184037	1714462858.7434344	-7.18747557	-4519112.0	-4526505.0	-4530580.0	-4529453.0	-0.774043669	-5417485.0	-5411143.0	-5410595.0	-5407730.0	20	201.0019800198002	30-04-24 09:41:05.185442
5.4	0.027	250	250	21.1540633	1714462885.2432623	-6.58783543	-4141989.0	-4148658.0	-4152408.0	-4151451.0	-0.709525728	-4965819.0	-4959896.0	-4959443.0	-4956737.0	20	201.0019800198002	30-04-24 09:41:31.683740
