# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.135	0.0	250	250	-7420317.0	-7433836.0	-7440950.0	-7439327.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8594891	9.9e+37	21.2623232	6	78.0	25-03-24 20:52:21.364884
0.601	0.002	250	250	-7153255.0	-7165672.0	-7171927.0	-7169771.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3756924	9.9e+37	22.0345623	6	78.0	25-03-24 20:52:29.404790
1.201	0.005	250	250	-6778414.0	-6790086.0	-6796044.0	-6794066.0	-8120979.0	-8112277.0	-8111294.0	-8107242.0	-10.7793339	-1.16038621	22.5939288	6	78.0	25-03-24 20:52:37.430279
1.8	0.008	250	250	-6402515.0	-6413488.0	-6419121.0	-6417288.0	-7671175.0	-7663004.0	-7662105.0	-7658258.0	-10.1815682	-1.09606874	23.4454191	6	78.0	25-03-24 20:52:45.247333
2.401	0.011	250	250	-6025351.0	-6035566.0	-6040933.0	-6039249.0	-7219651.0	-7211747.0	-7211007.0	-7207348.0	-9.58194564	-1.03155083	23.9854335	6	78.0	25-03-24 20:52:53.092181
3.001	0.015	250	250	-5648711.0	-5658188.0	-5663239.0	-5661687.0	-6768478.0	-6761053.0	-6760295.0	-6756931.0	-8.9830598	-0.967084505	24.3862975	6	78.0	25-03-24 20:53:01.150540
3.6	0.018	250	250	-5272263.0	-5280987.0	-5285716.0	-5284377.0	-6317347.0	-6310269.0	-6309658.0	-6306415.0	-8.38451484	-0.902625411	24.7573734	6	78.0	25-03-24 20:53:08.950685
4.201	0.021	250	250	-4895334.0	-4903337.0	-4907777.0	-4906562.0	-5865565.0	-5858977.0	-5858417.0	-5855422.0	-7.78529025	-0.838083661	25.4672479	6	78.0	25-03-24 20:53:16.801910
4.8	0.024	250	250	-4518806.0	-4526118.0	-4530224.0	-4529170.0	-5414422.0	-5408197.0	-5407662.0	-5404947.0	-7.18657929	-0.773651164	25.8761064	6	78.0	25-03-24 20:53:24.820231
5.401	0.027	250	250	-4141737.0	-4148281.0	-4152101.0	-4151229.0	-4962986.0	-4957116.0	-4956723.0	-4954117.0	-6.58706209	-0.709139908	26.2993861	6	78.0	25-03-24 20:53:32.649992
6.0	0.03	250	250	-3765098.0	-3770897.0	-3774395.0	-3773701.0	-4512112.0	-4506730.0	-4506513.0	-4504114.0	-5.98824479	-0.644737082	26.7082447	6	78.0	25-03-24 20:53:40.522134
6.6	0.033	250	250	-3388038.0	-3393118.0	-3396280.0	-3395763.0	-4060621.0	-4055662.0	-4055368.0	-4053206.0	-5.38874706	-0.58021754	27.0863696	6	78.0	25-03-24 20:53:48.551819
