# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.021	0.0	250	250	-7452990.0	-7466058.0	-7472610.0	-7470139.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	9.9e+37	22.5464053	1714440457.4341836	20.0	4901.048510485104	30-04-24 03:27:37.434253
0.6	0.003	250	250	-7156231.0	-7168858.0	-7175312.0	-7172781.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	9.9e+37	22.4819148	1714440483.88917	20.0	4901.048510485104	30-04-24 03:28:03.889237
1.2	0.006	250	250	-6779760.0	-6791666.0	-6797744.0	-6795425.0	-8124855.0	-8115908.0	-8114936.0	-8110997.0	9.9e+37	9.9e+37	22.3256237	1714440510.350223	20.0	4901.048510485104	30-04-24 03:28:30.350290
1.799	0.009	250	250	-6403360.0	-6414511.0	-6420275.0	-6418159.0	-7674269.0	-7665766.0	-7664831.0	-7661116.0	9.9e+37	9.9e+37	22.1976969	1714440536.805175	20.0	4901.048510485104	30-04-24 03:28:56.805244
2.4	0.012	250	250	-6025997.0	-6036365.0	-6041845.0	-6039899.0	-7222411.0	-7214290.0	-7213487.0	-7209889.0	9.9e+37	9.9e+37	21.9127124	1714440563.2598424	20.0	4901.048510485104	30-04-24 03:29:23.259909
3.0	0.015	250	250	-5649246.0	-5658826.0	-5663983.0	-5662230.0	-6771371.0	-6763741.0	-6762995.0	-6759518.0	9.9e+37	9.9e+37	21.6079878	1714440589.716674	20.0	4901.048510485104	30-04-24 03:29:49.716740
3.6	0.018	250	250	-5272661.0	-5281539.0	-5286316.0	-5284778.0	-6320548.0	-6313298.0	-6312647.0	-6309419.0	9.9e+37	9.9e+37	21.5145581	1714440616.170638	20.0	4901.048510485104	30-04-24 03:30:16.170707
4.2	0.021	250	250	-4895741.0	-4903898.0	-4908347.0	-4906977.0	-5869157.0	-5862361.0	-5861763.0	-5858712.0	9.9e+37	9.9e+37	21.3554881	1714440642.6237123	20.0	4901.048510485104	30-04-24 03:30:42.623780
4.799	0.024	250	250	-4519087.0	-4526501.0	-4530649.0	-4529472.0	-5417856.0	-5411525.0	-5410975.0	-5408084.0	9.9e+37	9.9e+37	21.3502177	1714440669.0788677	20.0	4901.048510485104	30-04-24 03:31:09.078935
5.399	0.027	250	250	-4142049.0	-4148720.0	-4152491.0	-4151550.0	-4966257.0	-4960378.0	-4959890.0	-4957231.0	9.9e+37	9.9e+37	21.336898	1714440695.533689	20.0	4901.048510485104	30-04-24 03:31:35.533757
5.999	0.03	250	250	-3765376.0	-3771282.0	-3774749.0	-3773981.0	-4514932.0	-4509477.0	-4509088.0	-4506597.0	9.9e+37	9.9e+37	21.4823608	1714440721.98733	20.0	4901.048510485104	30-04-24 03:32:01.987397
6.599	0.033	250	250	-3388314.0	-3393456.0	-3396621.0	-3396021.0	-4063024.0	-4057998.0	-4057682.0	-4055379.0	9.9e+37	9.9e+37	21.6584878	1714440748.4407914	20.0	4901.048510485104	30-04-24 03:32:28.440862
7.199	0.036	250	250	-3011738.0	-3016146.0	-3018976.0	-3018579.0	-3611662.0	-3607049.0	-3606829.0	-3604715.0	9.9e+37	9.9e+37	21.8426641	1714440774.9135869	20.0	4901.048510485104	30-04-24 03:32:54.913655
7.8	0.039	250	250	-2634312.0	-2637975.0	-2640469.0	-2640282.0	-3159164.0	-3154985.0	-3154856.0	-3152943.0	9.9e+37	9.9e+37	21.8959429	1714440801.369655	20.0	4901.048510485104	30-04-24 03:33:21.369684
8.399	0.042	250	250	-2257742.0	-2260670.0	-2262852.0	-2262834.0	-2707808.0	-2704065.0	-2704000.0	-2702264.0	9.9e+37	9.9e+37	22.1490176	1714440827.8235576	20.0	4901.048510485104	30-04-24 03:33:47.823626
8.998	0.045	250	250	-1881338.0	-1883523.0	-1885384.0	-1885555.0	-2256538.0	-2253219.0	-2253261.0	-2251710.0	9.9e+37	9.9e+37	22.3157537	1714440854.2778065	20.0	4901.048510485104	30-04-24 03:34:14.277875
9.598	0.049	250	250	-1504405.0	-1505838.0	-1507375.0	-1507748.0	-1804588.0	-1801697.0	-1801777.0	-1800459.0	9.9e+37	9.9e+37	22.4802858	1714440880.7319763	20.0	4901.048510485104	30-04-24 03:34:40.732045
10.199	0.052	250	250	-1127359.0	-1128048.0	-1129261.0	-1129822.0	-1352526.0	-1350047.0	-1350236.0	-1349059.0	9.9e+37	9.9e+37	22.6543046	1714440907.1887562	20.0	4901.048510485104	30-04-24 03:35:07.188823
10.799	0.055	250	250	-750067.8	-750006.1	-750900.0	-751654.0	-900174.5	-898157.1	-898393.1	-897436.1	9.9e+37	9.9e+37	22.6762486	1714440933.6426919	20.0	4901.048510485104	30-04-24 03:35:33.642766
11.399	0.058	250	250	-373428.8	-372620.4	-373190.5	-374136.5	-448613.6	-447035.7	-447346.4	-446558.2	9.9e+37	9.9e+37	22.6514298	1714440960.0994084	20.0	4901.048510485104	30-04-24 03:36:00.099487
11.999	0.061	250	250	3487.084	5036.372	4778.936	3650.168	3300.408	4434.416	4056.336	4629.888	9.9e+37	9.9e+37	22.6130997	1714440986.55786	20.0	4901.048510485104	30-04-24 03:36:26.557934
12.599	0.064	250	250	380220.2	382511.1	382584.8	381271.2	454955.5	455643.4	455194.8	455602.1	9.9e+37	9.9e+37	22.4706074	1714441013.009453	20.0	4901.048510485104	30-04-24 03:36:53.009526
13.199	0.067	250	250	757224.2	760263.9	760658.2	759154.1	906925.5	907206.2	906673.8	906884.9	9.9e+37	9.9e+37	22.2218449	1714441039.4640322	20.0	4901.048510485104	30-04-24 03:37:19.464107
13.798	0.07	250	250	1133766.0	1137545.0	1138254.0	1136569.0	1358359.0	1358177.0	1357561.0	1357603.0	9.9e+37	9.9e+37	21.9383936	1714441065.9171999	20.0	4901.048510485104	30-04-24 03:37:45.917268
14.398	0.073	250	250	1510609.0	1515132.0	1516159.0	1514298.0	1810088.0	1809506.0	1808786.0	1808677.0	9.9e+37	9.9e+37	21.5861397	1714441092.374145	20.0	4901.048510485104	30-04-24 03:38:12.374215
14.998	0.076	250	250	1887221.0	1892490.0	1893847.0	1891789.0	2261543.0	2260537.0	2259763.0	2259459.0	9.9e+37	9.9e+37	21.348972	1714441118.857856	20.0	4901.048510485104	30-04-24 03:38:38.857923
15.598	0.079	250	250	2264627.0	2270647.0	2272319.0	2270070.0	2713913.0	2712488.0	2711633.0	2711115.0	9.9e+37	9.9e+37	21.217308	1714441145.323938	20.0	4901.048510485104	30-04-24 03:39:05.323999
16.199	0.083	250	250	2641604.0	2648370.0	2650354.0	2647921.0	3165808.0	3163955.0	3162989.0	3162310.0	9.9e+37	9.9e+37	21.1566505	1714441171.779018	20.0	4901.048510485104	30-04-24 03:39:31.779494
16.798	0.086	250	250	3018178.0	3025671.0	3028001.0	3025365.0	3617121.0	3614801.0	3613804.0	3612940.0	9.9e+37	9.9e+37	21.274324	1714441198.234442	20.0	4901.048510485104	30-04-24 03:39:58.234512
17.398	0.089	250	250	3395006.0	3403244.0	3405870.0	3403079.0	4068730.0	4065967.0	4064890.0	4063824.0	9.9e+37	9.9e+37	21.3705327	1714441224.689204	20.0	4901.048510485104	30-04-24 03:40:24.689271
17.998	0.092	250	250	3772045.0	3781026.0	3783989.0	3780979.0	4520579.0	4517398.0	4516233.0	4515005.0	9.9e+37	9.9e+37	21.6176662	1714441251.1458127	20.0	4901.048510485104	30-04-24 03:40:51.145879
18.598	0.095	250	250	4148866.0	4158588.0	4161889.0	4158686.0	4972097.0	4968465.0	4967288.0	4965848.0	9.9e+37	9.9e+37	21.7599668	1714441277.598575	20.0	4901.048510485104	30-04-24 03:41:17.598645
19.198	0.098	250	250	4525337.0	4535804.0	4539426.0	4536029.0	5423260.0	5419201.0	5417901.0	5416269.0	9.9e+37	9.9e+37	21.9144372	1714441304.0671153	20.0	4901.048510485104	30-04-24 03:41:44.067444
19.798	0.101	250	250	4902435.0	4913648.0	4917573.0	4914001.0	5875022.0	5870537.0	5869181.0	5867314.0	9.9e+37	9.9e+37	22.1137539	1714441330.5599506	20.0	4901.048510485104	30-04-24 03:42:10.560019
20.398	0.105	250	250	5279282.0	5291275.0	5295558.0	5291760.0	6326581.0	6321635.0	6320159.0	6318146.0	9.9e+37	9.9e+37	22.336452	1714441357.014614	20.0	4901.048510485104	30-04-24 03:42:37.014682
20.998	0.108	250	250	5655854.0	5668593.0	5673191.0	5669198.0	6777585.0	6772249.0	6770698.0	6768481.0	9.9e+37	9.9e+37	22.5083626	1714441383.468442	20.0	4901.048510485104	30-04-24 03:43:03.468850
21.598	0.111	250	250	6032449.0	6045904.0	6050864.0	6046668.0	7228668.0	7222833.0	7221232.0	7218832.0	9.9e+37	9.9e+37	22.6644621	1714441409.9386015	20.0	4901.048510485104	30-04-24 03:43:29.938672
22.197	0.114	250	250	6408564.0	6422797.0	6428040.0	6423662.0	7678966.0	7672778.0	7671068.0	7668465.0	9.9e+37	9.9e+37	22.8080084	1714441436.4103951	20.0	4901.048510485104	30-04-24 03:43:56.410466
22.798	0.117	250	250	6785112.0	6800151.0	6805671.0	6801123.0	8129874.0	8123246.0	8121485.0	8118745.0	9.9e+37	9.9e+37	22.6865019	1714441462.8649912	20.0	4901.048510485104	30-04-24 03:44:22.865060
23.398	0.121	250	250	6857066.0	7485643.0	6878340.0	7487143.0	8388607.0	8388607.0	8388607.0	8388607.0	9.9e+37	9.9e+37	22.5977677	1714441489.3185942	20.0	4901.048510485104	30-04-24 03:44:49.318670
23.998	0.124	250	250	6848538.0	7485792.0	6869894.0	7487354.0	8388607.0	8388607.0	8388607.0	8388607.0	9.9e+37	9.9e+37	22.4520173	1714441515.7778358	20.0	4901.048510485104	30-04-24 03:45:15.777906
