# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.099	0.0	250	250	-7446694.0	-7460060.0	-7467022.0	-7464862.0	-7448920.0	-7443054.0	-7441911.0	-7439119.0	-11.8899058	23.0528969	6	6.0	11-03-24 19:21:47.186965
0.601	0.002	250	250	-7160080.0	-7172681.0	-7179151.0	-7176724.0	-7179179.0	-7173598.0	-7172475.0	-7169776.0	-11.386202	22.9908555	6	6.0	11-03-24 19:21:54.614149
1.201	0.005	250	250	-6785217.0	-6797049.0	-6803185.0	-6800969.0	-6803332.0	-6797988.0	-6796932.0	-6794345.0	-10.7896823	22.9484653	6	6.0	11-03-24 19:22:02.110660
1.8	0.008	250	250	-6409000.0	-6420092.0	-6425894.0	-6423862.0	-6426131.0	-6421002.0	-6420029.0	-6417582.0	-10.1915021	22.914668	6	6.0	11-03-24 19:22:09.522158
2.401	0.012	250	250	-6031546.0	-6041908.0	-6047385.0	-6045524.0	-6047723.0	-6042815.0	-6041916.0	-6039583.0	-9.59133617	22.8206723	6	6.0	11-03-24 19:22:16.882043
3.001	0.015	250	250	-5654622.0	-5664231.0	-5669350.0	-5667736.0	-5669799.0	-5665150.0	-5664342.0	-5662096.0	-8.99206473	22.6987316	6	6.0	11-03-24 19:22:24.259036
3.601	0.018	250	250	-5277863.0	-5286723.0	-5291514.0	-5290070.0	-5292044.0	-5287615.0	-5286890.0	-5284758.0	-8.39301235	22.6222449	6	6.0	11-03-24 19:22:31.530060
4.201	0.021	250	250	-4900694.0	-4908815.0	-4913312.0	-4912011.0	-4913912.0	-4909719.0	-4909070.0	-4907055.0	-7.79341522	22.6594052	6	6.0	11-03-24 19:22:38.911356
4.8	0.024	250	250	-4523860.0	-4531222.0	-4535406.0	-4534291.0	-4536068.0	-4532127.0	-4531551.0	-4529653.0	-7.19424086	22.6806003	6	6.0	11-03-24 19:22:46.067958
5.401	0.027	250	250	-4146479.0	-4153089.0	-4156933.0	-4156003.0	-4157700.0	-4153978.0	-4153510.0	-4151689.0	-6.59422129	22.711633	6	6.0	11-03-24 19:22:53.442836
6.0	0.03	250	250	-3769574.0	-3775442.0	-3778972.0	-3778232.0	-3779825.0	-3776358.0	-3775955.0	-3774267.0	-5.99501305	22.8415682	6	6.0	11-03-24 19:23:00.989770
6.6	0.033	250	250	-3392165.0	-3397313.0	-3400486.0	-3399928.0	-3401442.0	-3398210.0	-3397894.0	-3396312.0	-5.39497839	23.0188004	6	6.0	11-03-24 19:23:08.157033
7.2	0.036	250	250	-3015325.0	-3019723.0	-3022578.0	-3022203.0	-3023631.0	-3020618.0	-3020389.0	-3018930.0	-4.79587613	23.0482893	6	6.0	11-03-24 19:23:15.329175
7.801	0.039	250	250	-2637638.0	-2641285.0	-2643820.0	-2643639.0	-2644969.0	-2642182.0	-2642036.0	-2640699.0	-4.19542534	23.1496572	6	6.0	11-03-24 19:23:22.498123
8.4	0.042	250	250	-2260885.0	-2263795.0	-2265997.0	-2266005.0	-2267234.0	-2264704.0	-2264643.0	-2263412.0	-3.5964557	23.1625585	6	6.0	11-03-24 19:23:29.969801
9.0	0.045	250	250	-1884203.0	-1886365.0	-1888242.0	-1888445.0	-1889581.0	-1887270.0	-1887298.0	-1886172.0	-2.99757864	23.0995956	6	6.0	11-03-24 19:23:37.259911
9.599	0.048	250	250	-1506946.0	-1508364.0	-1509918.0	-1510304.0	-1511350.0	-1509283.0	-1509385.0	-1508379.0	-2.39783167	23.1069678	6	6.0	11-03-24 19:23:44.817121
10.2	0.051	250	250	-1129617.0	-1130288.0	-1131518.0	-1132082.0	-1133029.0	-1131198.0	-1131388.0	-1130492.0	-1.79791108	23.1607155	6	6.0	11-03-24 19:23:52.220108
10.801	0.055	250	250	-752097.5	-752023.4	-752924.7	-753686.7	-754541.1	-752934.7	-753205.5	-752422.1	-1.19767993	23.0885373	6	6.0	11-03-24 19:23:59.598161
11.4	0.058	250	250	-375141.2	-374331.0	-374906.1	-375849.9	-376608.8	-375238.8	-375598.4	-374912.4	-0.598353341	23.1828321	6	6.0	11-03-24 19:24:06.937901
12.0	0.061	250	250	1981.48	3530.432	3269.672	2154.268	1490.488	2619.48	2177.644	2752.54	0.0012225806	23.1419858	6	6.0	11-03-24 19:24:14.204185
12.6	0.064	250	250	378769.8	381051.1	381118.3	379821.0	379252.8	380145.0	379625.2	380074.5	0.600268595	23.0956103	6	6.0	11-03-24 19:24:21.359375
13.2	0.067	250	250	755929.5	758954.2	759343.1	757868.4	757394.3	758047.4	757452.1	757788.5	1.19992657	23.2279869	6	6.0	11-03-24 19:24:28.976452
13.799	0.07	250	250	1132712.0	1136474.0	1137188.0	1135533.0	1135149.0	1135566.0	1134888.0	1135109.0	1.79897445	23.2454959	6	6.0	11-03-24 19:24:36.484606
14.399	0.073	250	250	1509750.0	1514249.0	1515293.0	1513452.0	1513164.0	1513347.0	1512589.0	1512704.0	2.3984176	23.2537896	6	6.0	11-03-24 19:24:43.627147
14.999	0.076	250	250	1886524.0	1891766.0	1893132.0	1891114.0	1890920.0	1890873.0	1890025.0	1890031.0	2.99739023	23.2454959	6	6.0	11-03-24 19:24:51.015728
15.6	0.079	250	250	2264277.0	2270263.0	2271953.0	2269741.0	2269648.0	2269359.0	2268435.0	2268343.0	3.59796072	23.1852975	6	6.0	11-03-24 19:24:58.441945
16.2	0.082	250	250	2641545.0	2648282.0	2650288.0	2647913.0	2647914.0	2647391.0	2646384.0	2646181.0	4.1978061	23.2445744	6	6.0	11-03-24 19:25:05.819126
16.8	0.085	250	250	3018463.0	3025953.0	3028298.0	3025719.0	3025821.0	3025055.0	3023961.0	3023650.0	4.7970535	23.1883613	6	6.0	11-03-24 19:25:13.419221
17.4	0.088	250	250	3395692.0	3403897.0	3406565.0	3403810.0	3404001.0	3403004.0	3401833.0	3401405.0	5.39668277	23.1253983	6	6.0	11-03-24 19:25:20.850742
18.0	0.092	250	250	3772877.0	3781821.0	3784834.0	3781879.0	3782170.0	3780948.0	3779676.0	3779155.0	5.9962973	23.1515002	6	6.0	11-03-24 19:25:28.246689
18.6	0.095	250	250	4149988.0	4159682.0	4163022.0	4159887.0	4160249.0	4158781.0	4157460.0	4156826.0	6.59583167	23.0931449	6	6.0	11-03-24 19:25:35.410382
19.2	0.098	250	250	4526698.0	4537146.0	4540765.0	4537469.0	4537964.0	4536267.0	4534854.0	4534108.0	7.19473537	23.1226337	6	6.0	11-03-24 19:25:42.578558
