# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.11	0.0	250	250	-7436111.0	-7449736.0	-7456956.0	-7454859.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.4323731	1713955300.3479583	6	27.0	24-04-24 12:41:40.348016
0.6	0.002	250	250	-7153801.0	-7166327.0	-7172797.0	-7170285.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.4753987	1713955307.1165345	6	27.0	24-04-24 12:41:47.116603
1.2	0.005	250	250	-6778863.0	-6790642.0	-6796796.0	-6794468.0	-8124100.0	-8115176.0	-8114178.0	-8110170.0	-1.16076149	22.4482801	1713955313.9034615	6	27.0	24-04-24 12:41:53.903519
1.8	0.008	250	250	-6402995.0	-6414036.0	-6419811.0	-6417725.0	-7673836.0	-7665344.0	-7664402.0	-7660583.0	-1.0964276	22.4896767	1713955320.686999	6	27.0	24-04-24 12:42:00.687057
2.401	0.011	250	250	-6025841.0	-6036142.0	-6041636.0	-6039702.0	-7221996.0	-7213914.0	-7213100.0	-7209452.0	-1.03186436	22.4672536	1713955327.4691503	6	27.0	24-04-24 12:42:07.469209
3.001	0.015	250	250	-5649264.0	-5658814.0	-5663987.0	-5662228.0	-6770787.0	-6763106.0	-6762375.0	-6758863.0	-0.967397023	22.5067336	1713955334.2509053	6	27.0	24-04-24 12:42:14.250998
3.6	0.018	250	250	-5272740.0	-5281550.0	-5286392.0	-5284825.0	-6319656.0	-6312405.0	-6311748.0	-6308491.0	-0.902948152	22.533948	1713955341.030928	6	27.0	24-04-24 12:42:21.031018
4.2	0.021	250	250	-4895888.0	-4903988.0	-4908508.0	-4907122.0	-5867971.0	-5861155.0	-5860584.0	-5857502.0	-0.838410391	22.496097	1713955347.8137164	6	27.0	24-04-24 12:42:27.813770
4.8	0.024	250	250	-4519335.0	-4526691.0	-4530886.0	-4529684.0	-5416681.0	-5410317.0	-5409785.0	-5406903.0	-0.773936201	22.4893892	1713955354.5964494	6	27.0	24-04-24 12:42:34.596512
5.4	0.027	250	250	-4142322.0	-4148928.0	-4152779.0	-4151784.0	-4964864.0	-4958936.0	-4958493.0	-4955817.0	-0.709395993	22.4113874	1713955361.3781352	6	27.0	24-04-24 12:42:41.378188
6.0	0.03	250	250	-3765694.0	-3771551.0	-3775094.0	-3774278.0	-4513580.0	-4508090.0	-4507712.0	-4505213.0	-0.644913584	22.4052546	1713955368.160457	6	27.0	24-04-24 12:42:48.160512
6.6	0.033	250	250	-3388629.0	-3393755.0	-3396962.0	-3396339.0	-4061725.0	-4056666.0	-4056358.0	-4054092.0	-0.580360845	22.411579	1713955374.9445868	6	27.0	24-04-24 12:42:54.944645
7.2	0.036	250	250	-3012095.0	-3016471.0	-3019352.0	-3018934.0	-3610567.0	-3605926.0	-3605706.0	-3603576.0	-0.515908677	22.2972594	1713955381.7293186	6	27.0	24-04-24 12:43:01.729371
7.8	0.039	250	250	-2634756.0	-2638375.0	-2640937.0	-2640709.0	-3158357.0	-3154173.0	-3154001.0	-3152108.0	-0.451302079	22.2716741	1713955388.5102828	6	27.0	24-04-24 12:43:08.510337
8.4	0.042	250	250	-2258278.0	-2261171.0	-2263404.0	-2263364.0	-2707224.0	-2703459.0	-2703374.0	-2701649.0	-0.386850902	22.2368895	1713955395.290738	6	27.0	24-04-24 12:43:15.290791
8.999	0.045	250	250	-1881846.0	-1884002.0	-1885890.0	-1886057.0	-2256158.0	-2252835.0	-2252840.0	-2251301.0	-0.322415803	22.1132748	1713955402.072458	6	27.0	24-04-24 12:43:22.072515
9.599	0.048	250	250	-1504923.0	-1506334.0	-1507897.0	-1508245.0	-1804504.0	-1801585.0	-1801633.0	-1800321.0	-0.257887877	22.0510842	1713955408.8599246	6	27.0	24-04-24 12:43:28.859984
10.199	0.051	250	250	-1127817.0	-1128489.0	-1129727.0	-1130272.0	-1352561.0	-1350119.0	-1350233.0	-1349117.0	-0.193323276	22.0418849	1713955415.6438768	6	27.0	24-04-24 12:43:35.643927
10.8	0.055	250	250	-750618.8	-750549.8	-751461.7	-752194.8	-900452.9	-898413.3	-898623.9	-897659.3	-0.128741911	21.9075378	1713955422.4324765	6	27.0	24-04-24 12:43:42.432534
11.4	0.058	250	250	-373987.7	-373177.8	-373759.8	-374687.5	-449143.2	-447547.9	-447842.2	-447042.4	-0.0642584364	21.8398851	1713955429.2169614	6	27.0	24-04-24 12:43:49.217024
12.0	0.061	250	250	2950.448	4502.744	4246.884	3131.936	2584.208	3720.36	3355.492	3954.88	0.000272434487	21.7682078	1713955436.0000963	6	27.0	24-04-24 12:43:56.000162
