# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.084	0.0	250	250	-7454157.0	-7467132.0	-7473700.0	-7471441.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.9067595	9.9e+37	24.9523418	6	30.999999999999996	19-03-24 17:45:33.928326
0.601	0.002	250	250	-7154835.0	-7167369.0	-7173833.0	-7171489.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3781454	9.9e+37	25.164592	6	30.999999999999996	19-03-24 17:45:42.708018
1.201	0.005	250	250	-6779276.0	-6791057.0	-6797116.0	-6795030.0	-8126437.0	-8117407.0	-8116453.0	-8112554.0	-10.7807957	-1.1609997	25.2794836	6	30.999999999999996	19-03-24 17:45:52.949824
1.8	0.008	250	250	-6403206.0	-6414267.0	-6420022.0	-6418072.0	-7675288.0	-7666707.0	-7665804.0	-7662078.0	-10.1827888	-1.09649799	25.37993	6	30.999999999999996	19-03-24 17:46:02.265550
2.401	0.011	250	250	-6025940.0	-6036228.0	-6041671.0	-6039918.0	-7223219.0	-7215091.0	-7214273.0	-7210731.0	-9.5829242	-1.03196065	25.4361431	6	30.999999999999996	19-03-24 17:46:12.439264
3.001	0.015	250	250	-5649311.0	-5658860.0	-5663996.0	-5662418.0	-6771845.0	-6764158.0	-6763430.0	-6760057.0	-8.98408787	-0.967473436	25.2395588	6	30.999999999999996	19-03-24 17:46:20.904068
3.601	0.018	250	250	-5272787.0	-5281604.0	-5286411.0	-5284989.0	-6320690.0	-6313409.0	-6312740.0	-6309547.0	-8.38541863	-0.903002981	25.1965463	6	30.999999999999996	19-03-24 17:46:31.237488
4.201	0.021	250	250	-4895874.0	-4903951.0	-4908415.0	-4907182.0	-5868981.0	-5862134.0	-5861551.0	-5858555.0	-7.78610091	-0.838482232	24.9634001	6	30.999999999999996	19-03-24 17:46:40.343340
4.8	0.024	250	250	-4519317.0	-4526633.0	-4530777.0	-4529739.0	-5417572.0	-5411197.0	-5410661.0	-5407856.0	-7.18744178	-0.774010838	24.8869134	6	30.999999999999996	19-03-24 17:46:49.799820
5.401	0.027	250	250	-4142273.0	-4148882.0	-4152689.0	-4151817.0	-4965797.0	-4959838.0	-4959415.0	-4956755.0	-6.58789488	-0.709457692	24.732097	6	30.999999999999996	19-03-24 17:46:59.247038
6.0	0.03	250	250	-3765605.0	-3771456.0	-3774949.0	-3774257.0	-4514517.0	-4509016.0	-4508625.0	-4506190.0	-5.98902657	-0.644998978	24.5735945	6	30.999999999999996	19-03-24 17:47:07.465262
6.601	0.033	250	250	-3388486.0	-3393599.0	-3396755.0	-3396261.0	-4062467.0	-4057380.0	-4057058.0	-4054846.0	-5.3894	-0.580414578	24.5772806	6	30.999999999999996	19-03-24 17:47:16.645799
7.2	0.036	250	250	-3011895.0	-3016282.0	-3019089.0	-3018785.0	-3611225.0	-3606559.0	-3606347.0	-3604273.0	-4.79067709	-0.515960698	24.7016866	6	30.999999999999996	19-03-24 17:47:27.354444
7.801	0.039	250	250	-2634549.0	-2638180.0	-2640668.0	-2640547.0	-3158870.0	-3154655.0	-3154523.0	-3152640.0	-4.19072001	-0.451344366	24.8110491	6	30.999999999999996	19-03-24 17:47:36.280892
8.4	0.042	250	250	-2258054.0	-2260947.0	-2263110.0	-2263171.0	-2707733.0	-2703967.0	-2703891.0	-2702203.0	-3.59210166	-0.386883942	25.0260639	6	30.999999999999996	19-03-24 17:47:45.580301
9.0	0.045	250	250	-1881515.0	-1883665.0	-1885528.0	-1885748.0	-2256469.0	-2253118.0	-2253123.0	-2251614.0	-2.99351404	-0.32244402	25.0976438	6	30.999999999999996	19-03-24 17:47:54.192745
9.6	0.048	250	250	-1504628.0	-1506025.0	-1507571.0	-1507981.0	-1804844.0	-1801936.0	-1802014.0	-1800675.0	-2.39429113	-0.257920339	25.3117371	6	30.999999999999996	19-03-24 17:48:03.313470
10.2	0.051	250	250	-1127583.0	-1128236.0	-1129463.0	-1130053.0	-1352985.0	-1350503.0	-1350666.0	-1349530.0	-1.79478578	-0.193370299	25.3639649	6	30.999999999999996	19-03-24 17:48:12.674683
10.801	0.054	250	250	-750378.2	-750284.0	-751189.7	-751957.8	-900842.0	-898796.5	-899034.7	-898088.7	-1.19505841	-0.128784628	25.4720827	6	30.999999999999996	19-03-24 17:48:21.531769
11.4	0.058	250	250	-373785.9	-372958.1	-373537.0	-374490.9	-449498.7	-447901.9	-448210.4	-447440.5	-0.596230451	-0.0642919184	25.3427698	6	30.999999999999996	19-03-24 17:48:30.033476
12.001	0.061	250	250	3095.02	4659.4	4400.068	3273.82	2230.004	3379.84	2977.552	3583.748	0.00295505903	0.000232681097	25.3753224	6	30.999999999999996	19-03-24 17:48:39.146966
12.6	0.064	250	250	379596.5	381893.8	381953.5	380662.2	453522.1	454225.6	453747.1	454174.8	0.601587332	0.0647026132	25.3310891	6	30.999999999999996	19-03-24 17:48:47.845502
13.2	0.067	250	250	756398.3	759433.1	759812.4	758350.1	905098.6	905385.5	904841.7	905063.1	1.20069571	0.129234336	25.3338537	6	30.999999999999996	19-03-24 17:48:57.263676
13.799	0.07	250	250	1132891.0	1136673.0	1137379.0	1135733.0	1356424.0	1356265.0	1355618.0	1355702.0	1.79943862	0.193698436	25.2979142	6	30.999999999999996	19-03-24 17:49:06.908574
