# 
ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	
0.001137718	2744.8	2393.95	1441.95	0.0004075784	1755.6	1423.7	2086.25	0.1	08-12-23 16:35:12.649191
0.001134543	2738.45	314.35	1437.5	0.0003710714	1746.95	1419.5	2074.55	0.1	08-12-23 16:35:12.847184
0.001128194	2737.7	-5421.5	1434.85	0.0003853567	1761.5	1431.45	2088.85	0.1	08-12-23 16:35:13.048696
0.001120258	2726.2	-5439.0	1423.05	0.0003726587	1756.8	1428.6	2080.8	0.1	08-12-23 16:35:13.248638
0.001239303	2766.9	2775.55	1479.15	0.0004615452	1800.15	1462.45	2117.05	0.1	08-12-23 16:35:13.448231
0.001139305	2729.35	2390.45	1443.95	0.000350437	1747.15	1417.35	2084.6	0.1	08-12-23 16:35:13.650188
0.001183748	2748.4	2406.3	1457.3	0.0004774178	1780.55	1442.2	2102.85	0.1	08-12-23 16:35:13.852341
0.000899629	2737.15	2388.55	1629.45	0.0004821796	1779.55	1440.25	2101.35	0.1	08-12-23 16:35:14.052440
0.0009139144	2747.6	2396.05	-1035.55	0.0005044012	1785.45	1447.2	2111.8	0.1	08-12-23 16:35:14.253183
0.0008567729	2741.2	2384.85	-446.5	0.0004774178	1784.25	1444.05	2114.05	0.1	08-12-23 16:35:14.454589
0.0009170889	2749.3	2393.45	-352.75	0.0004678942	1791.4	1460.05	2109.85	0.1	08-12-23 16:35:14.654794
0.001042482	2789.8	2437.1	6774.3	0.000594875	1848.7	1528.75	2173.5	0.1	08-12-23 16:35:14.854850
0.0009599449	2754.4	2414.55	1482.15	0.0005044012	1793.55	1458.75	2125.75	0.1	08-12-23 16:35:15.054389
0.0009551831	2755.7	2399.65	1469.35	0.0004631325	1793.55	1454.6	2118.1	0.1	08-12-23 16:35:15.254810
0.0009758175	2749.65	2401.05	1465.75	0.0005266229	1783.5	1445.25	2114.65	0.1	08-12-23 16:35:15.454381
0.0009901028	2754.15	2403.65	1466.6	0.0004853541	1779.45	1438.0	2113.2	0.1	08-12-23 16:35:15.653902
0.0009567703	2750.8	2401.95	1463.7	0.0004837668	1778.95	1444.8	2104.2	0.1	08-12-23 16:35:15.854245
0.0009567703	2754.05	2402.0	1466.65	0.000496465	1775.1	1439.05	2105.05	0.1	08-12-23 16:35:16.053703
0.0009361359	2756.55	2402.0	1467.05	0.0004472599	1778.05	1442.7	2104.0	0.1	08-12-23 16:35:16.253355
0.0009408978	2756.3	2403.8	1465.25	0.0004409109	1776.95	1442.8	2109.65	0.1	08-12-23 16:35:16.453647
0.0009964518	2748.15	2407.25	1464.45	0.000459958	1776.2	1434.7	2106.75	0.1	08-12-23 16:35:16.653543
0.0009599449	2747.65	2390.2	1457.75	0.000502814	1770.4	1440.35	2108.05	0.1	08-12-23 16:35:16.853827
0.0009885156	2752.6	2385.75	1448.35	0.0004488471	1781.6	1439.25	2101.65	0.1	08-12-23 16:35:17.053789
0.0009599449	2753.95	2396.85	1454.4	0.0004678942	1769.8	1438.95	2100.3	0.1	08-12-23 16:35:17.253829
0.001004388	2748.1	2405.35	1455.4	0.0004520217	1782.35	1432.3	2104.15	0.1	08-12-23 16:35:17.453176
0.0009885156	2752.15	2403.15	1460.95	0.0004615452	1780.8	1439.0	2101.25	0.1	08-12-23 16:35:17.652952
0.001021848	2755.45	2405.55	1458.65	0.0004361491	1782.65	1437.4	2103.65	0.1	08-12-23 16:35:17.853891
0.0009964518	2753.9	2408.15	1459.15	0.0004472599	1772.75	1433.15	2106.8	0.1	08-12-23 16:35:18.053517
0.0009647067	2760.3	2395.4	1465.2	0.0004853541	1777.65	1435.25	2108.0	0.1	08-12-23 16:35:18.252970
0.00099169	2756.9	2409.2	1462.05	0.0004488471	1780.45	1444.75	2113.35	0.1	08-12-23 16:35:18.452559
0.0009821665	2761.1	2410.6	1457.8	0.0004361491	1781.1	1441.75	2107.7	0.1	08-12-23 16:35:18.652751
0.001010737	2755.45	2416.0	1467.25	0.0004266255	1779.75	1441.5	2098.55	0.1	08-12-23 16:35:18.853084
0.001004388	2761.5	2415.25	1464.7	0.0004298	1782.4	1443.45	2105.35	0.1	08-12-23 16:35:19.052398
0.001012324	2759.85	2415.9	1469.75	0.0004409109	1781.4	1447.35	2104.85	0.1	08-12-23 16:35:19.251767
0.001248826	2768.0	2411.9	1458.4	0.0004536089	1780.0	1452.1	2111.85	0.1	08-12-23 16:35:19.451286
0.001269461	2768.3	2415.2	1456.6	0.000515512	1777.3	1439.7	2107.1	0.1	08-12-23 16:35:19.650792
0.001231366	2771.05	2416.65	1459.3	0.0003948803	1763.5	1419.1	2086.7	0.1	08-12-23 16:35:19.850903
0.001296444	2755.5	2414.45	1446.6	0.0003790077	1745.2	1407.2	2061.8	0.1	08-12-23 16:35:20.050375
0.001264699	2752.45	2404.35	1446.2	0.0003615479	1729.7	1387.25	2055.95	0.1	08-12-23 16:35:20.249288
0.001291682	2756.65	2407.85	1453.1	0.000337739	1734.15	1390.55	2063.9	0.1	08-12-23 16:35:20.449391
0.00130438	2759.5	2409.55	1448.6	0.0003821822	1754.65	1414.8	2087.7	0.1	08-12-23 16:35:20.649786
0.006507419	2776.65	2421.75	1469.1	0.0004266255	1771.05	1431.1	2096.35	0.1	08-12-23 16:35:20.850724
0.00841848	2779.35	2417.95	1457.7	0.0003821822	1763.85	1419.1	2088.05	0.1	08-12-23 16:35:21.051677
-0.04401824	2767.95	2420.75	1455.9	0.0004107529	1761.55	1424.0	2083.85	0.1	08-12-23 16:35:21.252322
-0.04433093	2773.4	2415.25	1464.95	0.0003409135	1749.75	1401.2	2081.4	0.1	08-12-23 16:35:21.452681
-0.04277224	2767.4	2417.55	1474.9	0.000386944	1753.7	1405.1	2073.05	0.1	08-12-23 16:35:21.653264
-0.04256431	2774.3	2413.25	1476.45	0.0004059911	1764.9	1413.7	2083.6	0.1	08-12-23 16:35:21.854711
-0.04193417	2766.35	2415.95	1465.45	0.0004044038	1784.65	1444.05	2112.2	0.1	08-12-23 16:35:22.055646
-0.04136276	2772.2	2412.95	1467.55	0.0005345592	1782.6	1441.15	2110.6	0.1	08-12-23 16:35:22.256015
0.05229352	2774.3	2409.1	1470.35	0.0005440828	1753.4	1415.8	2085.05	0.1	08-12-23 16:35:22.457623
0.05242685	2771.1	2411.25	1476.05	0.0005583681	1760.15	1420.45	2090.2	0.1	08-12-23 16:35:22.659001
0.0521221	2763.35	2419.55	1484.5	0.00054567	1756.2	1426.25	2079.2	0.1	08-12-23 16:35:22.858590
0.05224273	2769.05	2421.2	1482.2	0.0005615426	1756.05	1411.0	2076.9	0.1	08-12-23 16:35:23.059819
0.05373793	2776.6	2422.5	1483.8	0.000575828	1757.0	1422.25	2085.15	0.1	08-12-23 16:35:23.259160
0.02427679	2796.5	2447.6	1508.8	0.0006774126	1802.45	1472.15	2132.7	0.1	08-12-23 16:35:23.460014
0.001299619	2793.95	2437.0	1491.65	0.0006139222	1796.65	1467.2	2119.8	0.1	08-12-23 16:35:23.658617
0.00139168	2839.6	2486.8	1516.85	0.0005472573	1784.55	1435.5	2094.85	0.1	08-12-23 16:35:23.858409
0.001252001	2776.45	2425.75	1480.15	0.0004536089	1738.8	1403.6	2067.55	0.1	08-12-23 16:35:24.058493
0.001282159	2770.05	2422.45	1476.55	0.0005170993	1744.55	1400.9	2070.15	0.1	08-12-23 16:35:24.258449
0.001299619	2777.2	2425.35	1482.6	0.0004901159	1754.95	1410.2	2060.8	0.1	08-12-23 16:35:24.458907
0.001263112	2775.4	2416.1	1475.95	0.0005075758	1750.75	1404.55	2076.2	0.1	08-12-23 16:35:24.659183
0.001259937	2788.35	2420.35	1487.1	0.000515512	1748.5	1409.15	2067.9	0.1	08-12-23 16:35:24.859726
0.001271048	2782.8	2424.8	1480.95	0.0004837668	1745.6	1414.05	2068.3	0.1	08-12-23 16:35:25.060195
0.001256763	2784.2	2431.25	1484.15	0.0005012267	1757.5	1419.8	2079.75	0.1	08-12-23 16:35:25.260734
0.001320253	2804.9	2454.65	1509.95	0.0005663044	1793.0	1446.4	2111.5	0.1	08-12-23 16:35:25.460484
0.001272635	2794.3	2429.15	1485.75	0.0004996395	1756.4	1412.85	2082.65	0.1	08-12-23 16:35:25.659659
0.001202796	2768.6	2404.65	1473.8	0.0004980522	1752.25	1410.25	2067.85	0.1	08-12-23 16:35:25.858869
0.001126607	2710.05	2336.8	1404.25	0.0004647197	1727.95	1372.0	2040.05	0.1	08-12-23 16:35:26.059664
0.001267873	2768.8	2412.2	1502.0	0.0005583681	1758.75	1421.7	2094.0	0.1	08-12-23 16:35:26.259783
0.001277397	2802.85	2430.55	1495.15	0.0004932904	1740.45	1401.3	2072.95	0.1	08-12-23 16:35:26.460251
0.001348824	2806.15	2420.85	1502.95	0.0004615452	1746.75	1402.3	2077.3	0.1	08-12-23 16:35:26.660149
0.001255175	2813.45	2482.05	1579.0	0.0005440828	1774.05	1436.3	2098.6	0.1	08-12-23 16:35:26.861157
0.001217081	2774.75	2408.1	1465.75	0.0006329693	1744.9	1404.95	2074.6	0.1	08-12-23 16:35:27.061650
0.001175812	2763.7	2398.6	1478.2	0.0005980495	1734.45	1390.5	2054.4	0.1	08-12-23 16:35:27.262662
0.001350411	2764.25	2404.7	1468.35	0.0004075784	1705.7	1368.25	2043.85	0.1	08-12-23 16:35:27.463009
0.001393267	2761.15	2397.35	1479.55	0.0006139222	1739.9	1414.35	2085.15	0.1	08-12-23 16:35:27.663330
0.001398029	2773.8	2431.0	1501.15	0.0006869361	1772.5	1430.85	2097.65	0.1	08-12-23 16:35:27.863533
0.001364696	2774.35	2425.6	1493.45	0.0005996369	1772.8	1421.3	2108.85	0.1	08-12-23 16:35:28.064031
0.001369458	2765.7	2428.55	1490.7	0.0006520164	1769.55	1435.2	2106.45	0.1	08-12-23 16:35:28.264437
0.001371045	2770.5	2423.6	1493.4	0.0006536036	1760.45	1418.0	2088.2	0.1	08-12-23 16:35:28.464570
2.767975	3183.55	2511.65	1546.3	0.0006837616	1761.35	1428.4	2099.2	0.1	08-12-23 16:35:28.666279
2.766289	2763.4	2418.35	1492.05	0.0006631272	1736.7	1398.05	2058.1	0.1	08-12-23 16:35:28.866958
2.766845	2764.85	2427.1	1478.7	0.0004758306	1740.3	1396.5	2071.25	0.1	08-12-23 16:35:29.067924
2.766424	2757.8	2428.1	1479.8	0.0006916979	1773.65	1431.7	2103.0	0.1	08-12-23 16:35:29.268564
2.766284	2738.9	2396.9	1458.35	0.0006694763	1790.1	1448.0	2118.1	0.1	08-12-23 16:35:29.468373
2.766954	2730.45	2389.85	1453.4	0.0007123323	1784.8	1450.6	2111.2	0.1	08-12-23 16:35:29.669411
2.766561	2740.15	2396.45	1458.45	0.0004853541	1777.2	1453.6	2114.95	0.1	08-12-23 16:35:29.869424
2.766258	2736.25	2395.0	1450.9	0.0005012267	1792.85	1453.3	2116.5	0.1	08-12-23 16:35:30.069665
2.766896	2744.3	2390.25	1460.2	0.0005123375	1794.75	1449.15	2116.9	0.1	08-12-23 16:35:30.269914
2.766651	2745.4	2392.75	1458.15	0.0007170941	1768.4	1422.95	2089.5	0.1	08-12-23 16:35:30.470417
2.766424	2732.4	2392.95	1450.4	0.0003155173	1737.7	1399.5	2067.5	0.1	08-12-23 16:35:30.671985
2.766577	2742.45	2387.5	1451.1	0.0005218611	1758.25	1421.3	2089.65	0.1	08-12-23 16:35:30.872518
2.766229	2724.4	2384.0	1441.2	0.0003393262	1782.95	1444.95	2108.35	0.1	08-12-23 16:35:31.074496
2.76588	2724.85	2383.55	1441.15	0.0005266229	1795.45	1433.35	2108.35	0.1	08-12-23 16:35:31.274612
2.766562	2721.15	2365.5	1427.75	0.0004250382	1773.65	1428.4	2103.25	0.1	08-12-23 16:35:31.474421
0.01146284	2651.55	2374.75	1437.4	0.0003710714	1781.65	1426.85	2091.25	0.1	08-12-23 16:35:31.674414
0.00330909	2727.3	2381.55	1439.95	0.0003837695	1760.5	1428.4	2096.0	0.1	08-12-23 16:35:31.874381
0.002378955	2751.8	2397.85	1459.75	0.0004298	1785.75	1432.95	2110.95	0.1	08-12-23 16:35:32.073969
0.001912301	2726.8	2382.75	1453.6	0.0003996421	1763.2	1422.0	2090.95	0.1	08-12-23 16:35:32.273936
0.001690084	2713.05	2372.15	1433.6	0.000380595	1754.7	1413.4	2079.85	0.1	08-12-23 16:35:32.474834
0.001563104	2717.7	2354.1	1420.45	0.0003790077	1738.85	1407.5	2069.7	0.1	08-12-23 16:35:32.675145
0.001405965	2732.0	2365.65	1427.25	0.0003694841	1745.5	1401.7	2063.95	0.1	08-12-23 16:35:32.876156
0.001371045	2721.15	2366.45	1426.8	0.0003583733	1745.75	1400.3	2073.1	0.1	08-12-23 16:35:33.076439
0.00239959	3078.7	2725.75	1781.0	0.0003996421	1773.25	1423.85	2104.4	0.1	08-12-23 16:35:33.277649
0.001325015	1748822.0	2404.65	1438.6	0.0004012294	1758.4	1413.4	2088.65	0.1	08-12-23 16:35:33.477084
0.00128692	23185.7	2369.9	1449.45	0.0004012294	1754.75	1419.2	2090.35	0.1	08-12-23 16:35:33.677514
0.001255175	3475.75	2394.5	1447.75	0.000393293	1762.2	1421.85	2095.9	0.1	08-12-23 16:35:33.878343
0.001202796	3064.8	2398.4	1449.05	0.0003837695	1788.0	1453.35	2119.2	0.1	08-12-23 16:35:34.078845
0.001183748	2916.6	2387.85	1444.35	0.0005440828	1783.0	1454.7	2112.3	0.1	08-12-23 16:35:34.278544
0.001167876	2844.95	2386.3	1448.9	0.0003678969	1794.05	1452.95	2115.75	0.1	08-12-23 16:35:34.478430
0.001158352	2807.45	2378.0	1446.5	0.0003329772	1782.05	1456.5	2109.15	0.1	08-12-23 16:35:34.678873
0.001153591	2794.2	2391.1	1438.45	0.0005313847	1783.4	1448.2	2110.4	0.1	08-12-23 16:35:34.879572
0.001005976	2779.05	2386.9	1455.25	0.000552019	1792.9	1451.85	2115.05	0.1	08-12-23 16:35:35.079176
0.0009853411	2748.25	2375.0	1439.3	0.0005440828	1775.9	1444.45	2107.15	0.1	08-12-23 16:35:35.279345
0.0009742302	2751.65	2375.8	1436.9	0.0003742459	1754.55	1414.95	2079.35	0.1	08-12-23 16:35:35.480183
0.0009599449	2742.7	2377.5	1438.65	0.0003821822	1741.75	1405.8	2066.65	0.1	08-12-23 16:35:35.680584
0.0009155016	2725.25	2376.4	1425.7	0.0003694841	1738.0	1404.2	2068.8	0.1	08-12-23 16:35:35.880817
0.0009408978	1748609.0	2427.3	1430.75	0.0005282101	1739.95	1403.65	2080.85	0.1	08-12-23 16:35:36.081807
0.0009805793	1748951.0	2373.7	1436.9	0.0003742459	1767.45	1438.0	2093.5	0.1	08-12-23 16:35:36.282049
0.0009964518	1748796.0	2374.85	1432.85	0.000472656	1793.0	1461.4	2112.8	0.1	08-12-23 16:35:36.482748
0.0009948646	1748630.0	2368.7	1432.5	0.0004917032	1784.6	1442.85	2109.45	0.1	08-12-23 16:35:36.683545
0.0009535958	1748929.0	2372.95	1437.95	0.0004932904	1796.15	1453.25	2114.4	0.1	08-12-23 16:35:36.882806
0.001002801	1748804.0	2374.9	1429.95	0.0006758253	1780.35	1444.65	2109.15	0.1	08-12-23 16:35:37.084093
0.000998039	1748611.0	2367.7	1438.2	0.0004790051	1772.55	1435.2	2091.2	0.1	08-12-23 16:35:37.284834
0.0009996265	1748903.0	2378.9	1435.15	0.000502814	1744.75	1420.25	2076.2	0.1	08-12-23 16:35:37.484229
0.0009932774	1748787.0	2376.1	1441.55	0.0004790051	1744.35	1420.65	2081.75	0.1	08-12-23 16:35:37.683529
0.0007028088	522283.5	2134.7	1411.85	0.0005297975	1765.6	1425.2	2089.0	0.1	08-12-23 16:35:37.884775
0.0009377233	5023.95	2375.8	1438.0	0.0006329693	1748.05	1414.6	2080.75	0.1	08-12-23 16:35:38.086307
0.000998039	3771.4	2381.25	1432.95	0.0005234484	1756.55	1417.1	2085.15	0.1	08-12-23 16:35:38.287334
0.0009758175	3348.7	2375.2	1437.6	0.0006186839	1773.6	1439.75	2109.85	0.1	08-12-23 16:35:38.489510
0.001228192	3155.3	2374.0	1415.3	0.0006297948	1778.3	1437.9	2109.25	0.1	08-12-23 16:35:38.688104
0.001239303	3036.5	2374.15	1425.8	0.0006409056	1767.55	1426.55	2106.05	0.1	08-12-23 16:35:38.888600
0.001177399	2954.95	2368.0	1412.0	0.0006202713	1755.35	1425.1	2096.55	0.1	08-12-23 16:35:39.089365
0.001217081	2900.65	2364.3	1416.5	0.0006631272	1771.3	1426.8	2100.05	0.1	08-12-23 16:35:39.289478
0.001239303	3015.35	2456.2	1484.9	0.0006409056	1749.55	1396.05	2069.6	0.1	08-12-23 16:35:39.490206
2.768035	3040.6	2402.35	1439.95	0.0006583655	1757.4	1414.95	2076.25	0.1	08-12-23 16:35:39.689164
2.768556	2821.55	2373.85	1425.3	0.0006440802	1744.15	1409.15	2076.45	0.1	08-12-23 16:35:39.888613
2.768164	2803.85	2366.6	1426.35	0.0006678891	1751.15	1409.8	2075.55	0.1	08-12-23 16:35:40.087334
2.766938	2791.85	2380.05	1438.55	0.0003837695	1753.15	1415.1	2082.0	0.1	08-12-23 16:35:40.285721
2.767627	2781.9	2373.45	1433.2	0.0005932878	1781.45	1438.2	2102.3	0.1	08-12-23 16:35:40.485798
2.767068	2777.25	2381.4	1443.35	0.0005885261	1782.7	1446.75	2107.5	0.1	08-12-23 16:35:40.685294
0.00916608	2717.8	2383.55	1436.95	0.0006091605	1805.6	1444.45	2119.75	0.1	08-12-23 16:35:40.886279
0.00284561	2778.05	2382.7	1446.3	0.0005710661	1779.6	1431.2	2104.35	0.1	08-12-23 16:35:41.087262
0.001983728	2751.5	2388.95	1445.7	0.000631382	1775.45	1432.75	2095.35	0.1	08-12-23 16:35:41.287876
0.001775797	2733.35	2358.05	1407.5	0.0005964623	1777.8	1424.05	2095.2	0.1	08-12-23 16:35:41.490135
0.001548818	2742.1	2377.8	1407.65	0.0005567808	1738.05	1392.9	2069.0	0.1	08-12-23 16:35:41.691216
0.001451995	2744.35	2451.45	1430.2	0.000552019	1755.25	1416.15	2086.5	0.1	08-12-23 16:35:41.891421
0.001358347	2744.4	2406.95	1426.65	0.0005440828	1765.1	1413.05	2077.3	0.1	08-12-23 16:35:42.091722
0.001256763	2736.35	2451.05	1427.4	0.0005250356	1754.25	1416.85	2080.4	0.1	08-12-23 16:35:42.292531
0.001239303	2731.35	2379.7	1420.25	0.0006726508	1785.3	1446.2	2113.05	0.1	08-12-23 16:35:42.492987
0.001217081	2730.15	2382.3	1424.1	0.0005044012	1783.55	1451.95	2110.85	0.1	08-12-23 16:35:42.693414
0.001158352	2724.4	2375.95	1422.25	0.0005313847	1783.15	1448.7	2111.25	0.1	08-12-23 16:35:42.894150
0.001196447	2913.1	1749938.0	1455.75	0.000674238	1765.6	1421.05	2084.75	0.1	08-12-23 16:35:43.095152
0.001212319	2725.75	1749792.0	1416.65	0.000393293	1744.55	1406.75	2067.45	0.1	08-12-23 16:35:43.295648
0.001202796	2722.2	1750046.0	1407.8	0.000386944	1744.35	1396.25	2068.15	0.1	08-12-23 16:35:43.495818
0.001213907	2721.95	1749963.0	1407.1	0.0005980495	1766.75	1421.25	2090.5	0.1	08-12-23 16:35:43.697301
0.001217081	2719.0	1749777.0	1406.2	0.0004250382	1779.0	1445.4	2111.65	0.1	08-12-23 16:35:43.898419
0.0009488341	2727.35	1750042.0	1409.35	0.0006186839	1784.25	1438.05	2102.25	0.1	08-12-23 16:35:44.098970
0.0009567703	2727.9	1749935.0	1409.65	0.0003615479	1740.1	1417.65	2083.25	0.1	08-12-23 16:35:44.299502
0.0009456595	2729.15	1749748.0	1407.6	0.000337739	1748.45	1406.85	2076.35	0.1	08-12-23 16:35:44.501027
0.0009329614	2735.6	1749998.0	1411.75	0.0004345618	1755.2	1408.3	2075.75	0.1	08-12-23 16:35:44.700888
0.0009774046	2733.6	1749904.0	1411.25	0.0003567861	1761.85	1420.65	2099.4	0.1	08-12-23 16:35:44.901548
0.0009694684	2742.3	1749742.0	1418.65	0.000386944	1768.95	1430.9	2099.6	0.1	08-12-23 16:35:45.101979
0.0009869284	2740.8	1731824.0	1390.75	0.000380595	1782.6	1444.15	2114.8	0.1	08-12-23 16:35:45.302819
0.0009853411	2711.1	9830.95	1425.4	0.0005218611	1782.6	1433.0	2105.85	0.1	08-12-23 16:35:45.503830
0.0009345487	2717.75	3729.1	1415.6	0.0003059937	1737.3	1394.8	2064.0	0.1	08-12-23 16:35:45.703468
0.001015499	2770.7	3257.5	1146376.0	0.0003599606	1746.15	1411.9	2071.55	0.1	08-12-23 16:35:45.904158
0.0009758175	2727.2	2902.4	1746439.0	0.0003742459	1745.3	1402.9	2073.5	0.1	08-12-23 16:35:46.105030
0.0009361359	2725.6	2735.8	1747742.0	0.0004678942	1745.9	1405.2	2070.3	0.1	08-12-23 16:35:46.305180
0.0009408978	2722.55	2646.15	1747903.0	0.0004790051	1742.15	1404.45	2063.6	0.1	08-12-23 16:35:46.506363
0.0009250251	2739.05	2599.8	1747777.0	0.0006472547	1770.9	1429.25	2097.9	0.1	08-12-23 16:35:46.706407
0.0009345487	2735.8	2550.5	1747722.0	0.0006107477	1774.7	1429.3	2100.6	0.1	08-12-23 16:35:46.907527
0.0009440723	2732.55	2532.1	1747899.0	0.0006678891	1775.65	1436.15	2104.05	0.1	08-12-23 16:35:47.108447
0.001242477	2749.4	2520.45	1597119.0	0.000655191	1786.45	1446.6	2121.95	0.1	08-12-23 16:35:47.309509
0.00118851	2756.6	2488.45	6489.05	0.0006202713	1798.55	1452.0	2118.1	0.1	08-12-23 16:35:47.510046
0.001123433	2735.9	2467.4	2590.5	0.000552019	1776.45	1433.35	2104.2	0.1	08-12-23 16:35:47.710543
0.001112322	2737.85	2459.6	2087.7	0.0006043986	1767.65	1425.4	2094.95	0.1	08-12-23 16:35:47.911362
0.001093275	2719.2	2430.15	1842.45	0.000625033	1755.45	1422.1	2088.65	0.1	08-12-23 16:35:48.111569
0.001144067	2747.65	2441.35	1737.75	0.0006424928	1786.05	1441.1	2107.6	0.1	08-12-23 16:35:48.311615
0.001369458	2730.85	2415.15	1639.7	0.0006202713	1751.05	1411.75	2094.45	0.1	08-12-23 16:35:48.512222
0.001399616	2732.8	2429.75	1599.2	0.0005694789	1768.35	1430.75	2105.8	0.1	08-12-23 16:35:48.713006
0.00138533	2724.0	2415.45	1556.5	1.966361	1945.4	1455.4	2124.7	0.1	08-12-23 16:35:48.913327
0.001394854	2741.9	2427.55	1542.4	0.2315793	1618.4	1394.15	2078.3	0.1	08-12-23 16:35:49.114457
0.001405965	2739.35	2437.8	1549.0	2.775679	1802.45	1407.95	2083.35	0.1	08-12-23 16:35:49.314616
0.001334538	2764.45	2462.9	1535.05	0.01074064	1690.0	1449.1	2121.9	0.1	08-12-23 16:35:49.515227
0.001496439	2756.0	2455.9	1524.15	0.002018647	1775.55	1433.25	2098.25	0.1	08-12-23 16:35:49.715392
0.001369458	2724.95	2393.4	1477.05	0.001245652	1751.7	1407.4	2072.35	0.1	08-12-23 16:35:49.916576
0.001451995	2737.45	2401.45	1470.0	0.0009662939	1778.05	1443.0	2106.6	0.1	08-12-23 16:35:50.117447
0.001469455	2735.5	2406.5	1470.9	0.0008837564	1803.65	1467.95	2148.9	0.1	08-12-23 16:35:50.317317
0.001398029	2752.2	2425.4	1488.1	0.0007774099	1799.3	1459.35	2130.35	0.1	08-12-23 16:35:50.518397
0.001444059	2761.4	2429.55	1488.45	0.0007774099	1802.25	1470.55	2134.7	0.1	08-12-23 16:35:50.718249
0.001515486	2744.3	2411.75	1494.55	0.0007631246	1804.75	1471.95	2134.2	0.1	08-12-23 16:35:50.919211
0.001596436	2783.7	2452.8	1513.65	0.0007472521	1810.0	1466.15	2146.2	0.1	08-12-23 16:35:51.119441
0.001656752	2752.3	2396.7	1464.75	0.0007297921	1806.95	1464.9	2138.7	0.1	08-12-23 16:35:51.320253
0.001532946	2721.2	2363.2	1432.8	0.0007520138	1817.55	1479.45	2155.0	0.1	08-12-23 16:35:51.521087
0.001525009	2727.1	2355.6	1426.25	0.0008107424	1834.2	1508.05	2172.7	0.1	08-12-23 16:35:51.720604
0.001442472	2742.45	2407.05	1463.35	0.0006345566	1789.05	1448.15	2109.95	0.1	08-12-23 16:35:51.918855
0.001409139	2726.75	2384.45	1423.3	0.0006155094	1811.7	1519.45	2214.1	0.1	08-12-23 16:35:52.119357
0.001383743	2741.1	2385.4	1435.45	0.0006155094	1775.85	1435.8	2105.95	0.1	08-12-23 16:35:52.319901
0.001432948	2764.15	2549.2	1666.5	0.0008107424	1904.7	1589.25	2272.35	0.1	08-12-23 16:35:52.520190
0.001212319	2728.15	2380.75	1435.35	0.0004631325	1756.55	1404.05	2071.45	0.1	08-12-23 16:35:52.720369
0.001380569	2767.2	2430.95	1486.6	0.0005901133	1784.35	1440.65	2115.45	0.1	08-12-23 16:35:52.921504
0.001193272	2744.0	2405.95	1459.7	0.0005170993	1784.9	1439.45	2109.25	0.1	08-12-23 16:35:53.122394
0.001131369	2737.4	2407.95	1447.35	0.0005710661	1781.7	1440.05	2113.1	0.1	08-12-23 16:35:53.322476
0.001150416	2718.25	2383.45	1428.3	0.0004266255	1746.85	1389.35	2058.0	0.1	08-12-23 16:35:53.521521
0.001453583	2760.25	2409.8	1455.8	0.0004456726	1738.25	1397.05	2058.2	0.1	08-12-23 16:35:53.720464
0.001482153	2750.35	2408.95	1448.3	0.0004504344	1745.1	1394.5	2065.2	0.1	08-12-23 16:35:53.919615
0.001459932	2744.1	2406.0	1443.0	2.773867	1856.05	1402.75	2066.75	0.1	08-12-23 16:35:54.120274
0.001453583	2751.45	2421.3	1495.85	2.774327	1784.65	1447.6	2118.2	0.1	08-12-23 16:35:54.320995
0.001650403	2777.4	2448.85	1485.95	2.773446	1758.4	1409.45	2077.95	0.1	08-12-23 16:35:54.521570
0.00124089	2728.2	2391.95	1439.75	2.774635	1771.05	1417.3	2085.25	0.1	08-12-23 16:35:54.722595
0.001277397	2742.8	2396.35	1435.35	2.774709	1714.9	1379.35	2048.15	0.1	08-12-23 16:35:54.923663
0.00128692	2767.3	2420.6	1460.4	2.774267	1730.35	1383.45	2052.5	0.1	08-12-23 16:35:55.125907
0.001307555	2794.25	2458.95	1522.15	0.3013648	1446.55	1339.65	2015.25	0.1	08-12-23 16:35:55.326065
0.001209145	2793.3	2441.15	1475.55	0.00368527	1761.75	1412.0	2071.2	0.1	08-12-23 16:35:55.526294
0.001180574	2787.9	2440.9	1477.1	0.002072614	1755.9	1424.75	2086.6	0.1	08-12-23 16:35:55.726683
0.001140893	2741.2	2397.15	1443.55	0.001477392	1764.45	1406.45	2077.45	0.1	08-12-23 16:35:55.926404
0.001148829	2736.4	2398.3	1444.75	0.001163114	1757.6	1416.05	2080.8	0.1	08-12-23 16:35:56.125793
0.001144067	2738.15	2400.5	1450.85	0.00099169	1762.75	1417.6	2081.25	0.1	08-12-23 16:35:56.325440
0.001153591	2744.05	2402.8	1438.65	0.0009329614	1623220.0	1673.5	2129.35	0.1	08-12-23 16:35:56.524922
0.001131369	2742.5	2391.3	1445.15	0.0003821822	544981.4	1131.8	2023.2	0.1	08-12-23 16:35:56.724638
0.001145654	2736.4	2397.45	1451.0	0.0007805845	1748219.0	1539.2	2101.3	0.1	08-12-23 16:35:56.924783
0.001121845	2739.9	2390.95	1441.4	0.0007139196	1748373.0	1414.25	2085.95	0.1	08-12-23 16:35:57.125852
0.001180574	2743.35	2400.2	1456.4	0.0006599527	1748386.0	1421.15	2082.15	0.1	08-12-23 16:35:57.326095
