# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.093	0.0	250	250	-7447884.0	-7461291.0	-7468157.0	-7466134.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8839126	9.9e+37	20.9196115	1711455133.9387016	6	18.0	26-03-24 13:12:13.938764
0.6	0.002	250	250	-7154068.0	-7166601.0	-7172931.0	-7170659.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3768323	9.9e+37	20.8661629	1711455141.9677846	6	18.0	26-03-24 13:12:21.967849
1.2	0.005	250	250	-6779014.0	-6790816.0	-6796810.0	-6794738.0	-8125974.0	-8117189.0	-8116155.0	-8111994.0	-10.7802604	-1.16095877	20.8339095	1711455150.0250487	6	18.0	26-03-24 13:12:30.025106
1.8	0.008	250	250	-6403096.0	-6414174.0	-6419832.0	-6417917.0	-7675518.0	-7667115.0	-7666171.0	-7662195.0	-10.1824958	-1.09658021	20.8913433	1711455157.825289	6	18.0	26-03-24 13:12:37.825337
2.401	0.011	250	250	-6025887.0	-6036225.0	-6041568.0	-6039827.0	-7223263.0	-7215340.0	-7214443.0	-7210671.0	-9.58270941	-1.03197097	20.8673836	1711455165.849255	6	18.0	26-03-24 13:12:45.849309
3.001	0.015	250	250	-5649284.0	-5658881.0	-5663908.0	-5662351.0	-6771730.0	-6764175.0	-6763373.0	-6759832.0	-8.98387651	-0.967474449	20.8213073	1711455173.6640875	6	18.0	26-03-24 13:12:53.664143
3.6	0.018	250	250	-5272745.0	-5281594.0	-5286301.0	-5284936.0	-6320588.0	-6313452.0	-6312756.0	-6309366.0	-8.3852315	-0.903017979	20.8686043	1711455181.7361245	6	18.0	26-03-24 13:13:01.736179
4.2	0.021	250	250	-4895894.0	-4903996.0	-4908352.0	-4907178.0	-5868793.0	-5862089.0	-5861441.0	-5858281.0	-7.78603524	-0.838466239	20.8056414	1711455189.7736313	6	18.0	26-03-24 13:13:09.773687
4.8	0.024	250	250	-4519315.0	-4526673.0	-4530739.0	-4529725.0	-5417327.0	-5411088.0	-5410505.0	-5407544.0	-7.18732125	-0.773988494	20.8222289	1711455197.7980123	6	18.0	26-03-24 13:13:17.798067
5.4	0.027	250	250	-4142241.0	-4148858.0	-4152589.0	-4151763.0	-4965338.0	-4959503.0	-4959044.0	-4956261.0	-6.58781151	-0.709426716	20.8314441	1711455205.8651738	6	18.0	26-03-24 13:13:25.865230
6.0	0.03	250	250	-3765601.0	-3771480.0	-3774905.0	-3774242.0	-4513971.0	-4508575.0	-4508162.0	-4505598.0	-5.98893833	-0.644936603	20.8581684	1711455213.70922	6	18.0	26-03-24 13:13:33.709276
6.6	0.033	250	250	-3388576.0	-3393709.0	-3396822.0	-3396337.0	-4062129.0	-4057154.0	-4056812.0	-4054429.0	-5.38953999	-0.580391604	20.8062637	1711455221.5107434	6	18.0	26-03-24 13:13:41.510793
7.2	0.036	250	250	-3012022.0	-3016429.0	-3019215.0	-3018915.0	-3610964.0	-3606392.0	-3606125.0	-3603955.0	-4.79083863	-0.51593411	20.8867357	1711455229.3106499	6	18.0	26-03-24 13:13:49.310704
7.8	0.039	250	250	-2634601.0	-2638242.0	-2640726.0	-2640597.0	-3158583.0	-3154467.0	-3154280.0	-3152293.0	-4.19079964	-0.451312213	20.878442	1711455237.1551082	6	18.0	26-03-24 13:13:57.155163
8.4	0.042	250	250	-2258124.0	-2261010.0	-2263151.0	-2263221.0	-2707386.0	-2703681.0	-2703587.0	-2701779.0	-3.59218697	-0.386858899	20.8655406	1711455244.9564896	6	18.0	26-03-24 13:14:04.956542
8.999	0.045	250	250	-1881670.0	-1883825.0	-1885661.0	-1885889.0	-2256225.0	-2252970.0	-2252944.0	-2251343.0	-2.99370484	-0.32240516	20.8185427	1711455252.9689224	6	18.0	26-03-24 13:14:12.968976
9.599	0.048	250	250	-1504812.0	-1506220.0	-1507749.0	-1508148.0	-1804572.0	-1801722.0	-1801794.0	-1800386.0	-2.39449909	-0.257877998	20.8722904	1711455260.9943607	6	18.0	26-03-24 13:14:20.994415
