# 
DCA	Source_Voltage	Source_Current	Delay	
-2.08998839e-09	0.0	1.150588e-05	0.1	05-12-23 14:48:52.220098
1.59808305e-07	400.0	5.82353e-05	0.1	05-12-23 14:48:52.420917
1.09910952e-05	800.0	0.0001078196	0.1	05-12-23 14:48:52.626568
5.20366044e-05	1200.0	0.0001615765	0.1	05-12-23 14:48:52.832463
0.000102379285	1600.0	0.0002055294	0.1	05-12-23 14:48:53.037931
0.000152938279	2000.0	0.0002439765	0.1	05-12-23 14:48:53.239557
0.000203586842	2400.0	0.0002445412	0.1	05-12-23 14:48:53.444233
0.000260978847	2800.0	0.0002431373	0.1	05-12-23 14:48:54.835905
0.000261008192	3000	0.0002403137	0.1	05-12-23 14:48:54.988198
0.000261069277	3000	0.0002431843	0.1	05-12-23 14:48:55.286819
0.000261096226	3000	0.0002428706	0.1	05-12-23 14:48:55.417667
