# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.083	0.0	250	250	-7451737.0	-7464919.0	-7471594.0	-7469210.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.8841564	1713961421.7284248	6	49.0	24-04-24 14:23:41.728491
0.6	0.002	250	250	-7153580.0	-7166125.0	-7172502.0	-7170073.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.7896727	1713961428.4972618	6	49.0	24-04-24 14:23:48.497324
1.2	0.005	250	250	-6778555.0	-6790333.0	-6796442.0	-6794156.0	-8124192.0	-8115406.0	-8114472.0	-8110468.0	-1.16080088	21.8993927	1713961435.2824876	6	49.0	24-04-24 14:23:55.282548
1.8	0.008	250	250	-6402648.0	-6413717.0	-6419491.0	-6417395.0	-7672961.0	-7664582.0	-7663709.0	-7659887.0	-1.09634813	21.872849	1713961442.0632527	6	49.0	24-04-24 14:24:02.063302
2.401	0.011	250	250	-6025510.0	-6035847.0	-6041284.0	-6039356.0	-7221618.0	-7213686.0	-7212877.0	-7209281.0	-1.0318535	21.8395018	1713961448.843615	6	49.0	24-04-24 14:24:08.843671
3.001	0.015	250	250	-5648895.0	-5658454.0	-5663593.0	-5661866.0	-6770139.0	-6762606.0	-6761900.0	-6758471.0	-0.967336996	21.92172	1713961455.626334	6	49.0	24-04-24 14:24:15.626393
3.6	0.018	250	250	-5272388.0	-5281235.0	-5285994.0	-5284485.0	-6318266.0	-6311192.0	-6310519.0	-6307290.0	-0.902786497	21.8952722	1713961462.4116755	6	49.0	24-04-24 14:24:22.411730
4.2	0.021	250	250	-4895553.0	-4903638.0	-4908106.0	-4906757.0	-5867211.0	-5860508.0	-5859945.0	-5856892.0	-0.838343128	21.8745739	1713961469.2167566	6	49.0	24-04-24 14:24:29.216813
4.8	0.024	250	250	-4519019.0	-4526353.0	-4530527.0	-4529365.0	-5415938.0	-5409655.0	-5409159.0	-5406303.0	-0.773860005	21.8447722	1713961475.9959774	6	49.0	24-04-24 14:24:35.996036
5.4	0.027	250	250	-4142004.0	-4148632.0	-4152412.0	-4151472.0	-4964440.0	-4958584.0	-4958113.0	-4955438.0	-0.709353434	21.8143956	1713961482.7761571	6	49.0	24-04-24 14:24:42.776217
6.0	0.03	250	250	-3765409.0	-3771258.0	-3774748.0	-3773991.0	-4512703.0	-4507284.0	-4506934.0	-4504441.0	-0.644814511	21.8422808	1713961489.5594373	6	49.0	24-04-24 14:24:49.559491
6.6	0.033	250	250	-3388381.0	-3393499.0	-3396675.0	-3396078.0	-4061183.0	-4056192.0	-4055894.0	-4053593.0	-0.580309177	21.7695493	1713961496.3388848	6	49.0	24-04-24 14:24:56.338937
7.199	0.036	250	250	-3011853.0	-3016233.0	-3019085.0	-3018671.0	-3610360.0	-3605798.0	-3605584.0	-3603464.0	-0.515901563	21.8319316	1713961503.1339283	6	49.0	24-04-24 14:25:03.133985
7.8	0.039	250	250	-2634428.0	-2638072.0	-2640582.0	-2640371.0	-3158197.0	-3154061.0	-3153906.0	-3151982.0	-0.451300674	21.7992552	1713961509.916752	6	49.0	24-04-24 14:25:09.916806
8.4	0.042	250	250	-2257982.0	-2260872.0	-2263065.0	-2263053.0	-2707187.0	-2703469.0	-2703388.0	-2701691.0	-0.386866978	21.7898643	1713961516.699181	6	49.0	24-04-24 14:25:16.699230
8.999	0.045	250	250	-1881556.0	-1883719.0	-1885585.0	-1885747.0	-2256160.0	-2252855.0	-2252860.0	-2251326.0	-0.322427908	21.8254155	1713961523.4802313	6	49.0	24-04-24 14:25:23.480285
9.599	0.048	250	250	-1504611.0	-1506034.0	-1507579.0	-1507933.0	-1804423.0	-1801538.0	-1801624.0	-1800272.0	-0.257888661	21.8248406	1713961530.264621	6	49.0	24-04-24 14:25:30.264674
10.199	0.051	250	250	-1127558.0	-1128229.0	-1129450.0	-1130000.0	-1352554.0	-1350114.0	-1350295.0	-1349110.0	-0.193333451	21.8757238	1713961537.0876482	6	49.0	24-04-24 14:25:37.087705
10.8	0.055	250	250	-750359.6	-750283.3	-751184.8	-751923.9	-900560.5	-898560.7	-898777.1	-897799.7	-0.12876251	21.8549297	1713961543.882289	6	49.0	24-04-24 14:25:43.882350
11.4	0.058	250	250	-373666.4	-372855.2	-373429.9	-374362.9	-449205.4	-447597.6	-447920.8	-447123.3	-0.0642780906	21.896997	1713961550.6624656	6	49.0	24-04-24 14:25:50.662528
