# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.104	0.0	250	250	-7423384.0	-7437160.0	-7444929.0	-7441736.0	-7428901.0	-7422246.0	-7421482.0	-7418985.0	-11.8722172	52.2275538	6.0	6.0	14-12-23 17:28:24.373692
0.5	0.002	250	250	-7222549.0	-7235602.0	-7242853.0	-7239415.0	-7244239.0	-7237795.0	-7236970.0	-7234486.0	-11.4863033	52.2473866	6.0	6.0	14-12-23 17:28:31.562772
1.0	0.004	250	250	-6911100.0	-6923531.0	-6930504.0	-6927259.0	-6931860.0	-6925621.0	-6924850.0	-6922424.0	-10.9906573	52.2083298	6.0	6.0	14-12-23 17:28:38.721255
1.499	0.007	250	250	-6598022.0	-6609861.0	-6616493.0	-6613444.0	-6617861.0	-6611863.0	-6611161.0	-6608818.0	-10.4927727	52.2996732	6.0	6.0	14-12-23 17:28:45.940513
2.0	0.01	250	250	-6283710.0	-6294882.0	-6301247.0	-6298349.0	-6302622.0	-6296809.0	-6296159.0	-6293940.0	-9.99299435	52.2705328	6.0	6.0	14-12-23 17:28:53.188692
2.499	0.012	250	250	-5969902.0	-5980428.0	-5986466.0	-5983793.0	-5987882.0	-5982316.0	-5981743.0	-5979591.0	-9.49402583	52.2858582	6.0	6.0	14-12-23 17:29:00.369400
3.0	0.015	250	250	-5655297.0	-5665213.0	-5670920.0	-5668483.0	-5672348.0	-5667027.0	-5666494.0	-5664428.0	-8.9937727	52.3799061	6.0	6.0	14-12-23 17:29:07.588723
3.5	0.017	250	250	-5341510.0	-5350819.0	-5356211.0	-5353961.0	-5357680.0	-5352585.0	-5352104.0	-5350126.0	-8.49487203	52.3426522	6.0	6.0	14-12-23 17:29:14.824666
4.0	0.02	250	250	-5027124.0	-5035817.0	-5040861.0	-5038837.0	-5042381.0	-5037493.0	-5037070.0	-5035187.0	-7.99499222	52.4258823	6.0	6.0	14-12-23 17:29:22.043912
4.5	0.022	250	250	-4712776.0	-4720785.0	-4725588.0	-4723720.0	-4727101.0	-4722448.0	-4722103.0	-4720291.0	-7.49512331	52.4003478	6.0	6.0	14-12-23 17:29:29.289572
5.0	0.025	250	250	-4398324.0	-4405705.0	-4410186.0	-4408536.0	-4411731.0	-4407343.0	-4407020.0	-4405293.0	-6.99513861	52.4980017	6.0	6.0	14-12-23 17:29:36.445771
5.5	0.027	250	250	-4084098.0	-4090843.0	-4095024.0	-4093589.0	-4096593.0	-4092408.0	-4092169.0	-4090521.0	-6.49557061	52.5124256	6.0	6.0	14-12-23 17:29:43.620273
5.999	0.03	250	250	-3770179.0	-3776281.0	-3780163.0	-3778900.0	-3781752.0	-3777800.0	-3777601.0	-3776034.0	-5.99647116	52.4895956	6.0	6.0	14-12-23 17:29:50.796494
6.499	0.032	250	250	-3455924.0	-3461365.0	-3464954.0	-3463899.0	-3466557.0	-3462857.0	-3462709.0	-3461232.0	-5.49679764	52.5746286	6.0	6.0	14-12-23 17:29:57.970274
6.999	0.035	250	250	-3141830.0	-3146641.0	-3149918.0	-3149068.0	-3151559.0	-3148091.0	-3147995.0	-3146603.0	-4.99739912	52.5962645	6.0	6.0	14-12-23 17:30:05.132097
7.499	0.038	250	250	-2827006.0	-2831182.0	-2834166.0	-2833512.0	-2835815.0	-2832570.0	-2832531.0	-2831233.0	-4.49683622	52.6314227	6.0	6.0	14-12-23 17:30:12.308805
7.999	0.04	250	250	-2513077.0	-2516602.0	-2519289.0	-2518856.0	-2520974.0	-2517952.0	-2517965.0	-2516758.0	-3.99773049	52.65396	6.0	6.0	14-12-23 17:30:19.480739
8.499	0.043	250	250	-2198694.0	-2201586.0	-2203976.0	-2203718.0	-2205654.0	-2202872.0	-2202928.0	-2201818.0	-3.49784984	52.6674824	6.0	6.0	14-12-23 17:30:26.657241
8.999	0.045	250	250	-1884803.0	-1887051.0	-1889133.0	-1889083.0	-1890842.0	-1888280.0	-1888398.0	-1887369.0	-2.99874042	52.6230166	6.0	6.0	14-12-23 17:30:33.832300
9.499	0.048	250	250	-1570200.0	-1571813.0	-1573589.0	-1573740.0	-1575325.0	-1572992.0	-1573171.0	-1572227.0	-2.49859155	52.719769	6.0	6.0	14-12-23 17:30:41.008605
9.999	0.05	250	250	-1255736.0	-1256705.0	-1258189.0	-1258540.0	-1259939.0	-1257835.0	-1258074.0	-1257208.0	-1.99861946	52.6807122	6.0	6.0	14-12-23 17:30:48.180693
10.499	0.053	250	250	-941473.6	-941809.5	-942986.4	-943532.5	-944757.8	-942877.5	-943180.9	-942388.6	-1.49890036	52.7702527	6.0	6.0	14-12-23 17:30:55.358853
10.999	0.056	250	250	-627159.9	-626853.2	-627731.0	-628475.9	-629520.5	-627881.1	-628235.2	-627525.8	-0.999102562	52.7402107	6.0	6.0	14-12-23 17:31:02.587042
11.499	0.058	250	250	-313269.8	-312334.9	-312903.9	-313846.9	-314709.9	-313305.9	-313708.4	-313088.7	-0.499995926	52.8225393	6.0	6.0	14-12-23 17:31:09.854830
11.999	0.061	250	250	1065.3	2641.768	2364.26	1229.052	543.38	1714.476	1257.404	1790.568	-0.000203874073	52.7870884	6.0	6.0	14-12-23 17:31:17.008660
12.498	0.063	250	250	314855.6	317061.6	317089.2	315761.1	315250.3	316190.7	315675.1	316124.4	0.498714498	52.7979063	6.0	6.0	14-12-23 17:31:24.201935
12.999	0.066	250	250	629474.0	632317.5	632651.5	631124.8	630799.6	631506.4	630944.2	631301.4	0.998976596	52.8775303	6.0	6.0	14-12-23 17:31:31.456104
13.498	0.068	250	250	943304.6	946782.6	947409.1	945691.3	945542.7	946016.4	945400.6	945676.4	1.49794295	52.828557	6.0	6.0	14-12-23 17:31:38.610089
13.999	0.071	250	250	1257921.0	1262037.0	1262973.0	1261051.0	1261082.0	1261318.0	1260652.0	1260846.0	1.99822282	52.8537988	6.0	6.0	14-12-23 17:31:45.784560
14.499	0.074	250	250	1572013.0	1576771.0	1578010.0	1575876.0	1576085.0	1576103.0	1575376.0	1575477.0	2.49755918	52.8709272	6.0	6.0	14-12-23 17:31:52.966895
