# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
5.998	0.03	250	250	22.3804358	1714479199.6810668	-5.98860666	-3765078.0	-3770981.0	-3774463.0	-3773737.0	-0.645241461	-4515858.0	-4510381.0	-4509991.0	-4507524.0	20	1701.0168301683018	30-04-24 14:13:26.122926
6.599	0.033	250	250	22.2990801	1714479226.181781	-5.38907194	-3388021.0	-3393172.0	-3396337.0	-3395760.0	-0.580652606	-4063782.0	-4058701.0	-4058412.0	-4056095.0	20	1701.0168301683018	30-04-24 14:13:52.624705
7.198	0.036	250	250	22.0778194	1714479252.679202	-4.79036156	-3011471.0	-3015870.0	-3018710.0	-3018312.0	-0.516165854	-3612407.0	-3607779.0	-3607532.0	-3605403.0	20	1701.0168301683018	30-04-24 14:14:19.123952
7.799	0.04	250	250	21.9486469	1714479279.1788383	-4.19029365	-2634078.0	-2637738.0	-2640257.0	-2640064.0	-0.451510842	-3159825.0	-3155617.0	-3155494.0	-3153541.0	20	1701.0168301683018	30-04-24 14:14:45.619248
8.399	0.043	250	250	21.634244	1714479305.679108	-3.59171034	-2257596.0	-2260517.0	-2262705.0	-2262693.0	-0.387021776	-2708435.0	-2704684.0	-2704600.0	-2702898.0	20	1701.0168301683018	30-04-24 14:15:12.117920
8.997	0.046	250	250	21.2446182	1714479332.1559334	-2.99332348	-1881263.0	-1883430.0	-1885295.0	-1885479.0	-0.322537533	-2257044.0	-2253746.0	-2253713.0	-2252164.0	20	1701.0168301683018	30-04-24 14:15:38.599457
9.598	0.049	250	250	21.2103127	1714479358.6714296	-2.39394862	-1504294.0	-1505717.0	-1507237.0	-1507630.0	-0.257963334	-1805005.0	-1802103.0	-1802200.0	-1800848.0	20	1701.0168301683018	30-04-24 14:16:05.115734
10.198	0.052	250	250	21.1362397	1714479385.152184	-1.79435142	-1127173.0	-1127852.0	-1129071.0	-1129631.0	-0.193342272	-1352706.0	-1350254.0	-1350420.0	-1349248.0	20	1701.0168301683018	30-04-24 14:16:31.594879
10.799	0.055	250	250	21.3117917	1714479411.6334622	-1.19468404	-750016.2	-749948.9	-750848.5	-751600.5	-0.128723594	-900374.8	-898339.2	-898591.1	-897600.0	20	1701.0168301683018	30-04-24 14:16:58.075319
11.398	0.058	250	250	21.5456055	1714479438.1140327	-0.595718261	-373331.9	-372524.2	-373101.2	-374036.3	-0.0641837945	-448583.4	-447018.3	-447332.8	-446519.0	20	1701.0168301683018	30-04-24 14:17:24.557249
11.998	0.061	250	250	21.6069338	1714479464.6021175	0.00344168168	3469.904	5021.068	4762.06	3646.94	0.000378718344	3320.756	4443.96	4077.172	4659.544	20	1701.0168301683018	30-04-24 14:17:51.045904
12.598	0.064	250	250	21.7072629	1714479491.0834692	0.602430469	380183.7	382463.1	382534.6	381236.2	0.0649164946	455057.9	455776.1	455285.6	455713.7	20	1701.0168301683018	30-04-24 14:18:17.525928
13.198	0.067	250	250	21.9145331	1714479517.5622172	1.20182572	757175.6	760202.2	760593.5	759112.0	0.129501695	907129.6	907428.9	906872.4	907082.1	20	1701.0168301683018	30-04-24 14:18:44.004169
13.798	0.07	250	250	21.9818983	1714479544.0422	1.80043964	1133665.0	1137429.0	1138141.0	1136474.0	0.193997549	1358570.0	1358453.0	1357813.0	1357817.0	20	1701.0168301683018	30-04-24 14:19:10.485323
14.398	0.073	250	250	22.1725907	1714479570.5221884	2.39965507	1510562.0	1515052.0	1516103.0	1514237.0	0.25855745	1810530.0	1809955.0	1809221.0	1809086.0	20	1701.0168301683018	30-04-24 14:19:36.964748
14.997	0.076	250	250	22.2951513	1714479597.013626	2.99836584	1887103.0	1892344.0	1893721.0	1891666.0	0.323055424	2262013.0	2261004.0	2260178.0	2259891.0	20	1701.0168301683018	30-04-24 14:20:03.455936
15.598	0.08	250	250	22.4640913	1714479623.4918916	3.59833887	2264458.0	2270461.0	2272155.0	2269911.0	0.387698998	2714512.0	2713086.0	2712191.0	2711696.0	20	1701.0168301683018	30-04-24 14:20:29.934268
16.198	0.083	250	250	22.6289109	1714479649.9728382	4.19752562	2641318.0	2648067.0	2650084.0	2647639.0	0.45224631	3166302.0	3164449.0	3163507.0	3162765.0	20	1701.0168301683018	30-04-24 14:20:56.417150
16.798	0.086	250	250	22.7159203	1714479676.4562984	4.79624646	3017898.0	3025386.0	3027733.0	3025106.0	0.516741466	3617765.0	3615462.0	3614434.0	3613536.0	20	1701.0168301683018	30-04-24 14:21:22.897868
17.398	0.089	250	250	22.6909099	1714479702.9363008	5.39547467	3394773.0	3403008.0	3405649.0	3402848.0	0.58128633	4069580.0	4066832.0	4065751.0	4064660.0	20	1701.0168301683018	30-04-24 14:21:49.378819
17.998	0.092	250	250	22.6132914	1714479729.4215758	5.99462856	3771637.0	3780610.0	3783595.0	3780590.0	0.64583045	4521410.0	4518204.0	4517050.0	4515791.0	20	1701.0168301683018	30-04-24 14:22:15.863975
18.598	0.095	250	250	22.4987801	1714479755.901641	6.59373306	4148442.0	4158141.0	4161462.0	4158264.0	0.710321882	4972851.0	4969211.0	4967953.0	4966550.0	20	1701.0168301683018	30-04-24 14:22:42.343748
19.197	0.098	250	250	22.5111416	1714479782.3812916	7.19219746	4524859.0	4535287.0	4538907.0	4535552.0	0.774764267	5423929.0	5419875.0	5418583.0	5416905.0	20	1701.0168301683018	30-04-24 14:23:08.824811
19.798	0.102	250	250	22.4107166	1714479808.862409	7.79192922	4902067.0	4913235.0	4917231.0	4913644.0	0.839352173	5876117.0	5871607.0	5870269.0	5868405.0	20	1701.0168301683018	30-04-24 14:23:35.305652
20.398	0.105	250	250	22.266212	1714479835.343265	8.39096335	5278840.0	5290799.0	5295073.0	5291308.0	0.903844775	6327560.0	6322627.0	6321157.0	6319138.0	20	1701.0168301683018	30-04-24 14:24:01.787009
20.998	0.108	250	250	22.1001467	1714479861.8391473	8.98963102	5655376.0	5668048.0	5672716.0	5668743.0	0.968288737	6778656.0	6773355.0	6771800.0	6769548.0	20	1701.0168301683018	30-04-24 14:24:28.281971
21.597	0.111	250	250	21.82187	1714479888.327753	9.58825384	6031907.0	6045342.0	6050323.0	6046162.0	1.03270933	7229670.0	7223863.0	7222261.0	7219856.0	20	1701.0168301683018	30-04-24 14:24:54.768416
22.197	0.114	250	250	21.5871937	1714479914.8079352	10.1861377	6407981.0	6422126.0	6427425.0	6423086.0	1.09708748	7680254.0	7674083.0	7672420.0	7669825.0	20	1701.0168301683018	30-04-24 14:25:21.250794
22.797	0.118	250	250	21.414229	1714479941.2864218	10.7848334	6784480.0	6799413.0	6804992.0	6800476.0	1.1614932	8131135.0	8124536.0	8122735.0	8120000.0	20	1701.0168301683018	30-04-24 14:25:47.730167
23.397	0.121	250	250	21.2481637	1714479967.7684138	11.3827843	6855729.0	7485725.0	6876759.0	7487333.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1701.0168301683018	30-04-24 14:26:14.196858
23.997	0.124	250	250	21.3641124	1714479994.2455845	11.9693563	6847078.0	7485954.0	6868281.0	7487562.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	1701.0168301683018	30-04-24 14:26:40.677063
