# 
ch2a	ch2a avglen	Delay	a	
727918.9	10.0	0.1	43.0	12-12-23 19:22:57.554699
727918.9	19.166666666666664	0.1	43.0	12-12-23 19:22:57.688399
727918.9	28.333333333333332	0.1	43.0	12-12-23 19:22:57.822466
-574830.5	37.5	0.1	43.0	12-12-23 19:22:57.958979
-1547680.0	46.666666666666664	0.1	43.0	12-12-23 19:22:58.093969
-1547680.0	55.833333333333336	0.1	43.0	12-12-23 19:22:58.228901
-1547680.0	65.0	0.1	43.0	12-12-23 19:22:58.365442
-1547680.0	74.16666666666667	0.1	43.0	12-12-23 19:22:58.502287
1285455.0	83.33333333333333	0.1	43.0	12-12-23 19:22:58.636637
1285455.0	92.5	0.1	43.0	12-12-23 19:22:58.770537
1285455.0	101.66666666666667	0.1	43.0	12-12-23 19:22:58.904962
1285455.0	110.83333333333333	0.1	43.0	12-12-23 19:22:59.038455
