# 
A1	f1	A2	f2	Delay	a	
20000000.0	1.0	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:28.496951
20000000.0	1052632.5263157894	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:28.623467
20000000.0	2105264.052631579	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:28.747246
20000000.0	3157895.578947368	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:28.873754
20000000.0	4210527.105263158	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:28.997629
20000000.0	5263158.631578947	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:29.123607
20000000.0	6315790.157894736	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:29.249843
20000000.0	7368421.684210526	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:29.376049
20000000.0	8421053.210526315	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:29.500379
20000000.0	9473684.736842105	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:29.626855
20000000.0	10526316.263157895	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:29.750322
20000000.0	11578947.789473685	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:29.877512
20000000.0	12631579.315789472	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:30.002245
20000000.0	13684210.842105264	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:30.128188
20000000.0	14736842.368421052	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:30.253329
20000000.0	15789473.894736843	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:30.378254
20000000.0	16842105.42105263	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:30.501065
20000000.0	17894736.94736842	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:30.626015
20000000.0	18947368.47368421	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:30.752186
20000000.0	20000000.0	7.0	10000000.0	0.1	0.0002001000500250125	10-04-24 18:19:30.876948
