# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.081	0.0	250	250	-7450739.0	-7463887.0	-7470703.0	-7468317.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.0821316	1713949458.6638124	6	6.0	24-04-24 11:04:18.663882
0.6	0.002	250	250	-7154384.0	-7166845.0	-7173330.0	-7170769.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	22.0161079	1713949465.4405608	6	6.0	24-04-24 11:04:25.440623
1.2	0.005	250	250	-6779328.0	-6791064.0	-6797235.0	-6794882.0	-8125430.0	-8116524.0	-8115506.0	-8111545.0	-1.16092139	21.9504676	1713949472.2223938	6	6.0	24-04-24 11:04:32.222452
1.8	0.008	250	250	-6403445.0	-6414463.0	-6420283.0	-6418090.0	-7674848.0	-7666359.0	-7665410.0	-7661631.0	-1.09653104	21.8758196	1713949479.0053227	6	6.0	24-04-24 11:04:39.005385
2.401	0.011	250	250	-6026201.0	-6036485.0	-6041982.0	-6039985.0	-7222391.0	-7214308.0	-7213447.0	-7209876.0	-1.03190372	21.7912059	1713949485.7866995	6	6.0	24-04-24 11:04:45.786761
3.001	0.014	250	250	-5649586.0	-5659137.0	-5664284.0	-5662501.0	-6771248.0	-6763611.0	-6762814.0	-6759409.0	-0.96743898	21.6779403	1713949492.568065	6	6.0	24-04-24 11:04:52.568142
3.6	0.018	250	250	-5273115.0	-5281938.0	-5286733.0	-5285173.0	-6319988.0	-6312802.0	-6312088.0	-6308922.0	-0.902980112	21.5569129	1713949499.3511245	6	6.0	24-04-24 11:04:59.351183
4.2	0.021	250	250	-4896263.0	-4904343.0	-4908799.0	-4907454.0	-5868337.0	-5861605.0	-5860966.0	-5857907.0	-0.838450043	21.6305068	1713949506.1318974	6	6.0	24-04-24 11:05:06.131954
4.8	0.024	250	250	-4519649.0	-4526983.0	-4531154.0	-4529972.0	-5416987.0	-5410647.0	-5410100.0	-5407229.0	-0.773961124	21.4897394	1713949512.915069	6	6.0	24-04-24 11:05:12.915119
5.4	0.027	250	250	-4142618.0	-4149196.0	-4153006.0	-4152041.0	-4965207.0	-4959303.0	-4958805.0	-4956167.0	-0.709425507	21.4649206	1713949519.6970403	6	6.0	24-04-24 11:05:19.697103
6.0	0.03	250	250	-3765988.0	-3771831.0	-3775316.0	-3774540.0	-4513809.0	-4508359.0	-4507986.0	-4505471.0	-0.644936733	21.3643999	1713949526.4784715	6	6.0	24-04-24 11:05:26.478524
6.6	0.033	250	250	-3388876.0	-3393976.0	-3397158.0	-3396560.0	-4061942.0	-4056937.0	-4056596.0	-4054290.0	-0.580381795	21.3457139	1713949533.2638469	6	6.0	24-04-24 11:05:33.263900
7.2	0.036	250	250	-3012324.0	-3016698.0	-3019553.0	-3019138.0	-3610749.0	-3606153.0	-3605897.0	-3603776.0	-0.51592705	21.3575963	1713949540.0442014	6	6.0	24-04-24 11:05:40.044257
7.8	0.039	250	250	-2634938.0	-2638552.0	-2641083.0	-2640866.0	-3158506.0	-3154350.0	-3154150.0	-3152241.0	-0.451318708	21.3070963	1713949546.8495123	6	6.0	24-04-24 11:05:46.849563
8.4	0.042	250	250	-2258438.0	-2261329.0	-2263520.0	-2263492.0	-2707397.0	-2703644.0	-2703542.0	-2701820.0	-0.386875416	21.177253	1713949553.6505344	6	6.0	24-04-24 11:05:53.650590
8.999	0.045	250	250	-1882042.0	-1884185.0	-1886073.0	-1886218.0	-2256360.0	-2253046.0	-2253034.0	-2251485.0	-0.322434284	21.170641	1713949560.433649	6	6.0	24-04-24 11:06:00.433710
9.599	0.048	250	250	-1505126.0	-1506527.0	-1508085.0	-1508433.0	-1804674.0	-1801804.0	-1801856.0	-1800498.0	-0.257912612	21.170641	1713949567.217736	6	6.0	24-04-24 11:06:07.217790
10.199	0.051	250	250	-1127959.0	-1128629.0	-1129857.0	-1130398.0	-1352688.0	-1350249.0	-1350389.0	-1349216.0	-0.193343396	21.1678621	1713949573.9992342	6	6.0	24-04-24 11:06:13.999288
10.8	0.054	250	250	-750692.8	-750615.9	-751522.5	-752254.8	-900499.0	-898488.0	-898713.0	-897734.7	-0.128750883	21.2123251	1713949580.783293	6	6.0	24-04-24 11:06:20.783355
11.4	0.058	250	250	-373961.2	-373149.3	-373729.0	-374657.5	-449070.4	-447482.8	-447778.6	-446988.8	-0.0642554026	21.2055215	1713949587.5665817	6	6.0	24-04-24 11:06:27.566643
12.0	0.061	250	250	2867.556	4417.572	4162.076	3048.6	2526.656	3671.48	3295.708	3893.2	0.000256627095	21.2640707	1713949594.3476577	6	6.0	24-04-24 11:06:34.347715
12.599	0.064	250	250	379548.0	381822.4	381897.3	380602.0	453951.5	454650.3	454195.3	454618.0	0.0647473613	21.2289987	1713949601.135381	6	6.0	24-04-24 11:06:41.135433
13.2	0.067	250	250	756583.7	759588.1	759994.4	758507.4	905793.6	906047.9	905511.3	905755.8	0.129302415	21.2871646	1713949607.9229546	6	6.0	24-04-24 11:06:47.923006
13.799	0.07	250	250	1133140.0	1136888.0	1137611.0	1135938.0	1357065.0	1356891.0	1356282.0	1356333.0	0.193773715	21.3636332	1713949614.7308898	6	6.0	24-04-24 11:06:54.730949
14.399	0.073	250	250	1510019.0	1514508.0	1515552.0	1513687.0	1808717.0	1808119.0	1807427.0	1807311.0	0.258285886	21.4416351	1713949621.5144184	6	6.0	24-04-24 11:07:01.514467
14.999	0.076	250	250	1886630.0	1891853.0	1893227.0	1891171.0	2260086.0	2259057.0	2258283.0	2257964.0	0.322766947	21.4516967	1713949628.2951417	6	6.0	24-04-24 11:07:08.295197
15.599	0.079	250	250	2263986.0	2269944.0	2271645.0	2269398.0	2712216.0	2710763.0	2709923.0	2709394.0	0.387354089	21.4666455	1713949635.079441	6	6.0	24-04-24 11:07:15.079497
16.2	0.082	250	250	2640966.0	2647669.0	2649687.0	2647246.0	3164107.0	3162238.0	3161304.0	3160598.0	0.451911748	21.545893	1713949641.8733292	6	6.0	24-04-24 11:07:21.873384
16.8	0.085	250	250	3017584.0	3025022.0	3027381.0	3024746.0	3615509.0	3613196.0	3612182.0	3611283.0	0.51639129	21.5673579	1713949648.6559632	6	6.0	24-04-24 11:07:28.656022
17.4	0.088	250	250	3394477.0	3402654.0	3405336.0	3402511.0	4067084.0	4064350.0	4063264.0	4062173.0	0.580891337	21.656188	1713949655.4342384	6	6.0	24-04-24 11:07:35.434293
18.0	0.091	250	250	3771339.0	3780287.0	3783278.0	3780265.0	4518750.0	4515566.0	4514413.0	4513127.0	0.645420369	21.6927933	1713949662.217788	6	6.0	24-04-24 11:07:42.217845
18.6	0.095	250	250	4148125.0	4157787.0	4161107.0	4157908.0	4970346.0	4966760.0	4965511.0	4964029.0	0.709931924	21.7169412	1713949669.0091312	6	6.0	24-04-24 11:07:49.009180
19.199	0.098	250	250	4524382.0	4534784.0	4538446.0	4535048.0	5421333.0	5417300.0	5415984.0	5414323.0	0.774355824	21.7782694	1713949675.7910926	6	6.0	24-04-24 11:07:55.791153
19.8	0.101	250	250	4901349.0	4912494.0	4916488.0	4912899.0	5873295.0	5868834.0	5867436.0	5865570.0	0.838911406	21.8506176	1713949682.5723896	6	6.0	24-04-24 11:08:02.572443
20.4	0.104	250	250	5278072.0	5289966.0	5294270.0	5290523.0	6324718.0	6319825.0	6318339.0	6316302.0	0.903406519	21.9203784	1713949689.356845	6	6.0	24-04-24 11:08:09.356896
21.0	0.107	250	250	5654469.0	5667138.0	5671754.0	5667794.0	6775713.0	6770405.0	6768832.0	6766623.0	0.967832072	21.9502759	1713949696.1438684	6	6.0	24-04-24 11:08:16.143923
21.6	0.11	250	250	6030960.0	6044348.0	6049307.0	6045124.0	7226940.0	7221175.0	7219548.0	7217131.0	1.03228763	21.9874561	1713949702.9252012	6	6.0	24-04-24 11:08:22.925255
22.199	0.113	250	250	6406752.0	6420888.0	6426177.0	6421831.0	7677424.0	7671253.0	7669572.0	7666959.0	1.09664394	22.0633498	1713949709.7095554	6	6.0	24-04-24 11:08:29.709605
22.799	0.117	250	250	6782911.0	6797766.0	6803371.0	6798834.0	8128274.0	8121699.0	8119907.0	8117115.0	1.16104464	22.0965054	1713949716.4944527	6	6.0	24-04-24 11:08:36.494499
23.399	0.12	250	250	6855242.0	7485003.0	6876272.0	7486567.0	8388607.0	8388607.0	8388607.0	8388607.0	9.9e+37	22.1239114	1713949723.2724218	6	6.0	24-04-24 11:08:43.272481
24.0	0.123	250	250	6846871.0	7485229.0	6868005.0	7486762.0	8388607.0	8388607.0	8388607.0	8388607.0	9.9e+37	22.1446097	1713949730.0446534	6	6.0	24-04-24 11:08:50.044721
