# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.099	0.0	250	250	-7437941.0	-7451460.0	-7458838.0	-7456259.0	-7445068.0	-7439077.0	-7437987.0	-7435404.0	-11.8826911	33.0067694	6.0	2.0	14-12-23 14:38:15.206435
0.5	0.002	250	250	-7224226.0	-7237071.0	-7243889.0	-7241074.0	-7245908.0	-7240018.0	-7238932.0	-7236323.0	-11.4872744	33.1076889	6.0	2.0	14-12-23 14:38:22.602142
1.0	0.004	250	250	-6912573.0	-6924826.0	-6931360.0	-6928710.0	-6933376.0	-6927700.0	-6926665.0	-6924136.0	-10.9913908	33.1019034	6.0	2.0	14-12-23 14:38:29.756911
1.499	0.007	250	250	-6599386.0	-6611033.0	-6617251.0	-6614779.0	-6619295.0	-6613822.0	-6612845.0	-6610430.0	-10.4933877	33.0085989	6.0	2.0	14-12-23 14:38:36.923442
2.0	0.009	250	250	-6284992.0	-6295974.0	-6301861.0	-6299614.0	-6303967.0	-6298683.0	-6297768.0	-6295450.0	-9.99349239	32.8997436	6.0	2.0	14-12-23 14:38:44.105553
2.499	0.012	250	250	-5970998.0	-5981382.0	-5987001.0	-5984879.0	-5988986.0	-5983951.0	-5983107.0	-5980855.0	-9.49430362	32.7753376	6.0	2.0	14-12-23 14:38:51.289896
3.0	0.015	250	250	-5656334.0	-5666092.0	-5671453.0	-5669458.0	-5673433.0	-5668582.0	-5667806.0	-5665662.0	-8.99407411	32.5914727	6.0	2.0	14-12-23 14:38:58.470663
3.5	0.017	250	250	-5342482.0	-5351624.0	-5356653.0	-5354886.0	-5358666.0	-5354008.0	-5353298.0	-5351230.0	-8.49510812	32.4670667	6.0	2.0	14-12-23 14:39:05.716920
4.0	0.02	250	250	-5028034.0	-5036520.0	-5041301.0	-5039699.0	-5043324.0	-5038861.0	-5038218.0	-5036227.0	-7.99520029	32.4240734	6.0	2.0	14-12-23 14:39:13.135889
4.5	0.022	250	250	-4713629.0	-4721469.0	-4725995.0	-4724537.0	-4727953.0	-4723713.0	-4723149.0	-4721246.0	-7.49538418	32.4277324	6.0	2.0	14-12-23 14:39:20.307055
