# 
ch2a	ch2a avglen	Delay	a	
-1371550.0	10.0	0.1	19.0	12-12-23 19:22:15.132036
-1371550.0	19.166666666666664	0.1	19.0	12-12-23 19:22:15.267618
-1371550.0	28.333333333333332	0.1	19.0	12-12-23 19:22:15.405357
-1371550.0	37.5	0.1	19.0	12-12-23 19:22:15.541110
-1371550.0	46.666666666666664	0.1	19.0	12-12-23 19:22:15.676802
267668.8	55.833333333333336	0.1	19.0	12-12-23 19:22:15.814278
267668.8	65.0	0.1	19.0	12-12-23 19:22:15.950510
267668.8	74.16666666666667	0.1	19.0	12-12-23 19:22:16.086417
267668.8	83.33333333333333	0.1	19.0	12-12-23 19:22:16.222279
638392.7	92.5	0.1	19.0	12-12-23 19:22:16.358010
1059982.0	101.66666666666667	0.1	19.0	12-12-23 19:22:16.493146
1059982.0	110.83333333333333	0.1	19.0	12-12-23 19:22:16.628237
1059982.0	120.0	0.1	19.0	12-12-23 19:22:16.764481
