# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.082	0.0	250	250	-7447903.0	-7461193.0	-7468030.0	-7465734.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.3252073	1713950571.408877	6	10.0	24-04-24 11:22:51.408943
0.6	0.002	250	250	-7154182.0	-7166708.0	-7173141.0	-7170624.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.4048381	1713950578.1788614	6	10.0	24-04-24 11:22:58.178940
1.2	0.005	250	250	-6779197.0	-6790986.0	-6797089.0	-6794756.0	-8125694.0	-8116762.0	-8115807.0	-8111785.0	-1.16097299	21.4393353	1713950584.966431	6	10.0	24-04-24 11:23:04.966480
1.8	0.008	250	250	-6403272.0	-6414308.0	-6420060.0	-6417933.0	-7674981.0	-7666479.0	-7665561.0	-7661767.0	-1.09656892	21.5220325	1713950591.7432933	6	10.0	24-04-24 11:23:11.743347
2.401	0.011	250	250	-6026119.0	-6036429.0	-6041878.0	-6039928.0	-7222806.0	-7214736.0	-7213907.0	-7210283.0	-1.03197009	21.5741615	1713950598.5245416	6	10.0	24-04-24 11:23:18.524592
3.001	0.015	250	250	-5649534.0	-5659094.0	-5664225.0	-5662468.0	-6771405.0	-6763759.0	-6762999.0	-6759578.0	-0.967480699	21.6360647	1713950605.3083446	6	10.0	24-04-24 11:23:25.308366
3.6	0.018	250	250	-5273023.0	-5281840.0	-5286649.0	-5285087.0	-6320152.0	-6312971.0	-6312314.0	-6309051.0	-0.903015316	21.6730532	1713950612.0941153	6	10.0	24-04-24 11:23:32.094163
4.2	0.021	250	250	-4896158.0	-4904235.0	-4908692.0	-4907345.0	-5868441.0	-5861681.0	-5861080.0	-5858035.0	-0.838478738	21.7513425	1713950618.8774195	6	10.0	24-04-24 11:23:38.877473
4.8	0.024	250	250	-4519611.0	-4526956.0	-4531088.0	-4529929.0	-5417049.0	-5410717.0	-5410175.0	-5407322.0	-0.773987637	21.7706034	1713950625.6593723	6	10.0	24-04-24 11:23:45.659425
5.4	0.027	250	250	-4142556.0	-4149149.0	-4152969.0	-4151995.0	-4965254.0	-4959363.0	-4958896.0	-4956237.0	-0.709447698	21.7913017	1713950632.4623554	6	10.0	24-04-24 11:23:52.462416
6.0	0.03	250	250	-3765920.0	-3771776.0	-3775281.0	-3774471.0	-4513895.0	-4508423.0	-4508068.0	-4505585.0	-0.64496105	21.8469762	1713950639.2692516	6	10.0	24-04-24 11:23:59.269307
6.6	0.033	250	250	-3388875.0	-3393981.0	-3397171.0	-3396564.0	-4061998.0	-4056964.0	-4056654.0	-4054382.0	-0.580403591	21.9383936	1713950646.0719717	6	10.0	24-04-24 11:24:06.072030
7.2	0.036	250	250	-3012276.0	-3016647.0	-3019507.0	-3019097.0	-3610744.0	-3606144.0	-3605926.0	-3603810.0	-0.515942346	21.9602417	1713950652.879558	6	10.0	24-04-24 11:24:12.879615
7.8	0.039	250	250	-2634858.0	-2638473.0	-2641019.0	-2640792.0	-3158523.0	-3154350.0	-3154215.0	-3152302.0	-0.451338943	22.0351771	1713950659.6852443	6	10.0	24-04-24 11:24:19.685297
8.4	0.042	250	250	-2258420.0	-2261291.0	-2263520.0	-2263472.0	-2707416.0	-2703665.0	-2703604.0	-2701886.0	-0.386891418	22.1026382	1713950666.4945438	6	10.0	24-04-24 11:24:26.494594
8.999	0.045	250	250	-1881943.0	-1884080.0	-1885976.0	-1886129.0	-2256251.0	-2252927.0	-2252940.0	-2251432.0	-0.322436838	22.1349313	1713950673.3007348	6	10.0	24-04-24 11:24:33.300794
9.599	0.048	250	250	-1505071.0	-1506474.0	-1508032.0	-1508380.0	-1804562.0	-1801681.0	-1801773.0	-1800420.0	-0.257914372	22.1813108	1713950680.1058323	6	10.0	24-04-24 11:24:40.105887
10.199	0.051	250	250	-1127953.0	-1128614.0	-1129853.0	-1130396.0	-1352655.0	-1350200.0	-1350368.0	-1349204.0	-0.193352973	22.2174369	1713950686.8893237	6	10.0	24-04-24 11:24:46.889380
10.8	0.054	250	250	-750709.3	-750631.9	-751537.3	-752274.5	-900553.3	-898540.6	-898776.2	-897798.0	-0.128763497	22.2531798	1713950693.6746235	6	10.0	24-04-24 11:24:53.674687
11.4	0.058	250	250	-374026.9	-373212.8	-373793.3	-374723.9	-449130.6	-447551.4	-447870.7	-447081.5	-0.0642713242	22.3042547	1713950700.45996	6	10.0	24-04-24 11:25:00.460023
12.0	0.061	250	250	2832.236	4382.54	4124.268	3007.188	2526.384	3669.864	3270.26	3873.504	0.000253336645	22.3730573	1713950707.2438846	6	10.0	24-04-24 11:25:07.243947
12.599	0.064	250	250	379519.9	381792.2	381864.8	380571.0	453953.7	454666.7	454202.5	454617.1	0.0647502968	22.3651996	1713950714.030543	6	10.0	24-04-24 11:25:14.030599
13.2	0.067	250	250	756585.8	759600.5	759999.2	758507.3	905865.5	906132.1	905576.6	905820.6	0.129306644	22.4209699	1713950720.8142035	6	10.0	24-04-24 11:25:20.814270
13.799	0.07	250	250	1133115.0	1136871.0	1137587.0	1135913.0	1357110.0	1356941.0	1356325.0	1356362.0	0.193768307	22.4471302	1713950727.5966144	6	10.0	24-04-24 11:25:27.596666
14.399	0.073	250	250	1509940.0	1514438.0	1515484.0	1513612.0	1808762.0	1808152.0	1807455.0	1807323.0	0.258290319	22.4571919	1713950734.388681	6	10.0	24-04-24 11:25:34.388737
14.999	0.076	250	250	1886529.0	1891758.0	1893129.0	1891066.0	2260081.0	2259067.0	2258277.0	2257960.0	0.322765573	22.5098	1713950741.1738012	6	10.0	24-04-24 11:25:41.173862
15.599	0.079	250	250	2263915.0	2269890.0	2271597.0	2269334.0	2712408.0	2710949.0	2710085.0	2709600.0	0.38738707	22.4838313	1713950747.958266	6	10.0	24-04-24 11:25:47.958321
16.2	0.082	250	250	2640920.0	2647638.0	2649678.0	2647214.0	3164173.0	3162268.0	3161330.0	3160646.0	0.451912265	22.5140163	1713950754.7422714	6	10.0	24-04-24 11:25:54.742320
16.8	0.085	250	250	3017513.0	3024962.0	3027326.0	3024664.0	3615531.0	3613210.0	3612178.0	3611293.0	0.516392442	22.4771236	1713950761.5331452	6	10.0	24-04-24 11:26:01.533200
17.4	0.088	250	250	3394349.0	3402546.0	3405199.0	3402372.0	4067141.0	4064411.0	4063333.0	4062248.0	0.5809118	22.443393	1713950768.3125694	6	10.0	24-04-24 11:26:08.312625
18.0	0.091	250	250	3771208.0	3780156.0	3783151.0	3780135.0	4518888.0	4515693.0	4514544.0	4513284.0	0.645440413	22.3583002	1713950775.0971062	6	10.0	24-04-24 11:26:15.097201
18.6	0.095	250	250	4147983.0	4157642.0	4161009.0	4157765.0	4970532.0	4966964.0	4965710.0	4964263.0	0.709970391	22.3134539	1713950781.8795977	6	10.0	24-04-24 11:26:21.879647
19.199	0.098	250	250	4524248.0	4534696.0	4538342.0	4534924.0	5421633.0	5417635.0	5416311.0	5414675.0	0.774409247	22.332619	1713950788.6671333	6	10.0	24-04-24 11:26:28.667193
19.8	0.101	250	250	4901225.0	4912414.0	4916391.0	4912784.0	5873498.0	5869052.0	5867643.0	5865793.0	0.838957342	22.3382727	1713950795.4471917	6	10.0	24-04-24 11:26:35.447245
20.4	0.104	250	250	5277973.0	5289893.0	5294199.0	5290401.0	6325170.0	6320307.0	6318811.0	6316761.0	0.903480458	22.2621874	1713950802.23196	6	10.0	24-04-24 11:26:42.232020
21.0	0.107	250	250	5654324.0	5666995.0	5671638.0	5667623.0	6776298.0	6771016.0	6769449.0	6767207.0	0.967929419	22.2634331	1713950809.0146477	6	10.0	24-04-24 11:26:49.014705
21.599	0.11	250	250	6030730.0	6044163.0	6049105.0	6044916.0	7227386.0	7221623.0	7220002.0	7217648.0	1.03236654	22.1780527	1713950815.8047323	6	10.0	24-04-24 11:26:55.804824
22.199	0.113	250	250	6406609.0	6420756.0	6426025.0	6421639.0	7677979.0	7671758.0	7670065.0	7667486.0	1.09671614	22.2346855	1713950822.5863914	6	10.0	24-04-24 11:27:02.586451
22.799	0.117	250	250	6782816.0	6797753.0	6803317.0	6798741.0	8128942.0	8122294.0	8120549.0	8117774.0	1.161143	22.1899351	1713950829.3686302	6	10.0	24-04-24 11:27:09.368687
23.399	0.12	250	250	6855818.0	7484941.0	6876979.0	7486455.0	8388607.0	8388607.0	8388607.0	8388607.0	9.9e+37	22.1947263	1713950836.1388688	6	10.0	24-04-24 11:27:16.138926
23.999	0.123	250	250	6847399.0	7485107.0	6868596.0	7486656.0	8388607.0	8388607.0	8388607.0	8388607.0	9.9e+37	22.1258279	1713950842.9307888	6	10.0	24-04-24 11:27:22.930844
