# keith - ch4, keys - ch3
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
242.265919	249.762247	0.0	1000.0	0.0	1000.0	2.0	0.0	1000.0	19-12-23 19:06:07.879032
229.967934	237.590334	1613.4	2613.4	1613.4	2613.4	2.0	1613.4	1000.0	19-12-23 19:06:11.156478
217.66534	225.29058	3226.8	4226.8	3226.8	4226.8	2.0	3226.8	1000.0	19-12-23 19:06:14.432677
205.356736	212.980277	4840.2	5840.2	4840.2	5840.2	2.0	4840.2	1000.0	19-12-23 19:06:17.709377
193.057032	200.680527	6453.6	7453.6	6453.6	7453.6	2.0	6453.6	1000.0	19-12-23 19:06:20.825655
180.747089	188.371667	8067.0	9067.0	8067.0	9067.0	2.0	8067.0	1000.0	19-12-23 19:06:24.058468
168.447211	176.07116	9680.4	10680.4	9680.4	10680.4	2.0	9680.4	1000.0	19-12-23 19:06:27.335404
156.14588	163.773055	11293.8	12293.8	11293.8	12293.8	2.0	11293.8	1000.0	19-12-23 19:06:30.612039
143.835863	151.462234	12907.2	13907.2	12907.2	13907.2	2.0	12907.2	1000.0	19-12-23 19:06:33.910694
131.534514	139.160217	14520.6	15520.6	14520.6	15520.6	2.0	14520.6	1000.0	19-12-23 19:06:37.165702
119.223615	126.85259	16134.0	17134.0	16134.0	17134.0	2.0	16134.0	1000.0	19-12-23 19:06:40.340111
106.924721	114.550437	17747.4	18747.4	17747.4	18747.4	2.0	17747.4	1000.0	19-12-23 19:06:43.616821
94.6238321	102.250794	19360.8	20360.8	19360.8	20360.8	2.0	19360.8	1000.0	19-12-23 19:06:46.893682
82.3155292	89.9414026	20974.2	21974.2	20974.2	21974.2	2.0	20974.2	1000.0	19-12-23 19:06:50.170501
70.0177742	77.644554	22587.6	23587.6	22587.6	23587.6	2.0	22587.6	1000.0	19-12-23 19:06:53.447262
57.7088204	65.3374014	24201.0	25201.0	24201.0	25201.0	2.0	24201.0	1000.0	19-12-23 19:06:56.723889
45.409002	53.0356865	25814.4	26814.4	25814.4	26814.4	2.0	25814.4	1000.0	19-12-23 19:07:00.000844
33.1119594	40.7386063	27427.8	28427.8	27427.8	28427.8	2.0	27427.8	1000.0	19-12-23 19:07:03.175785
20.8043668	28.4311062	29041.2	30041.2	29041.2	30041.2	2.0	29041.2	1000.0	19-12-23 19:07:06.293963
8.50533	16.1327883	30654.6	31654.6	30654.6	31654.6	2.0	30654.6	1000.0	19-12-23 19:07:09.420639
-3.80395584	3.82826069	32268.0	33268.0	32268.0	33268.0	2.0	32268.0	1000.0	19-12-23 19:07:12.698617
-16.1012491	-8.47212133	33881.4	34881.4	33881.4	34881.4	2.0	33881.4	1000.0	19-12-23 19:07:15.975418
-28.3992209	-20.7712981	35494.8	36494.8	35494.8	36494.8	2.0	35494.8	1000.0	19-12-23 19:07:19.250933
-40.7082477	-33.0786726	37108.2	38108.2	37108.2	38108.2	2.0	37108.2	1000.0	19-12-23 19:07:22.367615
-53.0050583	-45.3763484	38721.6	39721.6	38721.6	39721.6	2.0	38721.6	1000.0	19-12-23 19:07:25.497457
-65.3143487	-57.6840689	40335.0	41335.0	40335.0	41335.0	2.0	40335.0	1000.0	19-12-23 19:07:28.775526
-77.6138155	-69.9860695	41948.4	42948.4	41948.4	42948.4	2.0	41948.4	1000.0	19-12-23 19:07:32.054015
-89.9109118	-82.2846139	43561.8	44561.8	43561.8	44561.8	2.0	43561.8	1000.0	19-12-23 19:07:35.329088
-102.221268	-94.5934302	45175.2	46175.2	45175.2	46175.2	2.0	45175.2	1000.0	19-12-23 19:07:38.605867
-114.522354	-106.893998	46788.6	47788.6	46788.6	47788.6	2.0	46788.6	1000.0	19-12-23 19:07:41.882793
-126.83275	-119.199806	48402.0	49402.0	48402.0	49402.0	2.0	48402.0	1000.0	19-12-23 19:07:45.159535
-139.130999	-131.501951	50015.4	51015.4	50015.4	51015.4	2.0	50015.4	1000.0	19-12-23 19:07:48.436692
-151.431209	-143.803828	51628.8	52628.8	51628.8	52628.8	2.0	51628.8	1000.0	19-12-23 19:07:51.554261
-163.742183	-156.114407	53242.2	54242.2	53242.2	54242.2	2.0	53242.2	1000.0	19-12-23 19:07:54.785177
-176.040636	-168.41116	54855.6	55855.6	54855.6	55855.6	2.0	54855.6	1000.0	19-12-23 19:07:58.062012
-188.350564	-180.718409	56469.0	57469.0	56469.0	57469.0	2.0	56469.0	1000.0	19-12-23 19:08:01.338734
-200.652165	-193.021377	58082.4	59082.4	58082.4	59082.4	2.0	58082.4	1000.0	19-12-23 19:08:04.616286
-212.949956	-205.319778	59695.8	60695.8	59695.8	60695.8	2.0	59695.8	1000.0	19-12-23 19:08:07.892515
-225.260842	-217.628614	61309.2	62309.2	61309.2	62309.2	2.0	61309.2	1000.0	19-12-23 19:08:11.066783
-237.56111	-229.929666	62922.6	63922.6	62922.6	63922.6	2.0	62922.6	1000.0	19-12-23 19:08:14.344001
-248.587904	-242.232993	64536.0	65536.0	64536.0	65536.0	2.0	64536.0	1000.0	19-12-23 19:08:17.620498
