# 
ch2a	ch2a avglen	Delay	a	
-810614.9	10.0	0.1	18.0	12-12-23 19:22:13.362708
-810614.9	19.166666666666664	0.1	18.0	12-12-23 19:22:13.497619
-810614.9	28.333333333333332	0.1	18.0	12-12-23 19:22:13.634424
-810614.9	37.5	0.1	18.0	12-12-23 19:22:13.771314
-524980.0	46.666666666666664	0.1	18.0	12-12-23 19:22:13.907064
-524980.0	55.833333333333336	0.1	18.0	12-12-23 19:22:14.042793
-524980.0	65.0	0.1	18.0	12-12-23 19:22:14.178850
-524980.0	74.16666666666667	0.1	18.0	12-12-23 19:22:14.315282
1053146.0	83.33333333333333	0.1	18.0	12-12-23 19:22:14.451499
1510378.0	92.5	0.1	18.0	12-12-23 19:22:14.587439
1510378.0	101.66666666666667	0.1	18.0	12-12-23 19:22:14.722887
1510378.0	110.83333333333333	0.1	18.0	12-12-23 19:22:14.858013
1510378.0	120.0	0.1	18.0	12-12-23 19:22:14.994399
