# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.139	0.0	250	250	-7418874.0	-7432502.0	-7439504.0	-7437956.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.858146	9.9e+37	15.0904353	6	30.000000000000004	25-03-24 16:31:55.059461
0.601	0.002	250	250	-7153422.0	-7165898.0	-7171997.0	-7169960.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3762605	9.9e+37	15.0792667	6	30.000000000000004	25-03-24 16:32:02.861056
1.201	0.005	250	250	-6778621.0	-6790326.0	-6796167.0	-6794285.0	-8123474.0	-8114916.0	-8113785.0	-8109579.0	-10.7799863	-1.16068893	15.0832917	6	30.000000000000004	25-03-24 16:32:10.663711
1.8	0.008	250	250	-6402697.0	-6413697.0	-6419194.0	-6417481.0	-7673016.0	-7664863.0	-7663839.0	-7659845.0	-10.1821616	-1.09629309	14.9796798	6	30.000000000000004	25-03-24 16:32:18.465009
2.401	0.011	250	250	-6025486.0	-6035733.0	-6040937.0	-6039407.0	-7220614.0	-7212863.0	-7211904.0	-7208132.0	-9.58243977	-1.03171104	14.9312824	6	30.000000000000004	25-03-24 16:32:26.537676
3.001	0.014	250	250	-5648906.0	-5658426.0	-5663316.0	-5661945.0	-6769581.0	-6762244.0	-6761363.0	-6757752.0	-8.9836539	-0.967260125	14.9725362	6	30.000000000000004	25-03-24 16:32:34.585691
3.601	0.018	250	250	-5272411.0	-5281186.0	-5285776.0	-5284569.0	-6318604.0	-6311696.0	-6310855.0	-6307441.0	-8.38502068	-0.902804027	14.8773007	6	30.000000000000004	25-03-24 16:32:42.407711
4.201	0.021	250	250	-4895520.0	-4903586.0	-4907836.0	-4906792.0	-5866822.0	-5860343.0	-5859629.0	-5856420.0	-7.78581367	-0.838278663	14.8689243	6	30.000000000000004	25-03-24 16:32:50.436810
4.8	0.024	250	250	-4519001.0	-4526293.0	-4530271.0	-4529390.0	-5415730.0	-5409645.0	-5408992.0	-5406009.0	-7.1870754	-0.77381135	14.9073859	6	30.000000000000004	25-03-24 16:32:58.477724
5.401	0.027	250	250	-4141933.0	-4148490.0	-4152143.0	-4151435.0	-4963818.0	-4958125.0	-4957575.0	-4954751.0	-6.58749255	-0.709237127	14.9111088	6	30.000000000000004	25-03-24 16:33:06.300688
6.0	0.03	250	250	-3765246.0	-3771075.0	-3774414.0	-3773877.0	-4512378.0	-4507119.0	-4506623.0	-4504021.0	-5.98862685	-0.64476312	14.9135988	6	30.000000000000004	25-03-24 16:33:14.125471
6.6	0.033	250	250	-3388268.0	-3393337.0	-3396386.0	-3396000.0	-4060609.0	-4055745.0	-4055382.0	-4052979.0	-5.38918665	-0.580211882	14.9985963	6	30.000000000000004	25-03-24 16:33:21.984088
7.2	0.036	250	250	-3011700.0	-3016032.0	-3018744.0	-3018556.0	-3609521.0	-3605071.0	-3604812.0	-3602596.0	-4.7904794	-0.515774079	15.0302407	6	30.000000000000004	25-03-24 16:33:29.812299
7.801	0.039	250	250	-2634318.0	-2637933.0	-2640345.0	-2640308.0	-3157514.0	-3153471.0	-3153287.0	-3151267.0	-4.19046213	-0.45119276	15.0767767	6	30.000000000000004	25-03-24 16:33:37.843362
8.4	0.042	250	250	-2257812.0	-2260683.0	-2262786.0	-2262905.0	-2706386.0	-2702753.0	-2702646.0	-2700834.0	-3.59182237	-0.386736191	15.0457608	6	30.000000000000004	25-03-24 16:33:45.660119
9.0	0.045	250	250	-1881373.0	-1883520.0	-1885306.0	-1885592.0	-2255369.0	-2252150.0	-2252135.0	-2250511.0	-2.99329436	-0.322298475	15.0981832	6	30.000000000000004	25-03-24 16:33:53.458000
9.6	0.048	250	250	-1504428.0	-1505825.0	-1507319.0	-1507770.0	-1803710.0	-1800906.0	-1800940.0	-1799556.0	-2.39400258	-0.257778152	15.082361	6	30.000000000000004	25-03-24 16:34:01.262321
10.2	0.051	250	250	-1127359.0	-1128024.0	-1129198.0	-1129812.0	-1351743.0	-1349358.0	-1349502.0	-1348282.0	-1.79446373	-0.193208161	15.0200028	6	30.000000000000004	25-03-24 16:34:09.102261
10.801	0.054	250	250	-750146.3	-750065.0	-750928.7	-751717.3	-899731.8	-897751.6	-897981.7	-896967.2	-1.19474547	-0.128636913	15.0079035	6	30.000000000000004	25-03-24 16:34:16.900182
11.401	0.057	250	250	-373447.5	-372632.4	-373188.3	-374140.5	-448462.9	-446898.1	-447218.5	-446374.9	-0.595756955	-0.0641590376	14.9619961	6	30.000000000000004	25-03-24 16:34:24.701786
12.001	0.061	250	250	3394.176	4949.736	4690.088	3580.344	3083.904	4228.116	3831.972	4440.656	0.00346261499	0.00035442942	14.8959151	6	30.000000000000004	25-03-24 16:34:32.545852
12.6	0.064	250	250	380034.1	382318.9	382374.6	381107.1	454393.5	455114.7	454653.7	455065.9	0.602262141	0.0648291897	14.8679936	6	30.000000000000004	25-03-24 16:34:40.347301
13.201	0.067	250	250	756919.6	759933.1	760310.4	758870.9	905997.8	906303.3	905740.3	905965.1	1.20156813	0.129356391	14.9297231	6	30.000000000000004	25-03-24 16:34:48.194370
13.8	0.07	250	250	1133250.0	1136996.0	1137660.0	1136077.0	1356949.0	1356831.0	1356207.0	1356202.0	1.79992865	0.193782645	14.9148316	6	30.000000000000004	25-03-24 16:34:55.995115
14.4	0.073	250	250	1510026.0	1514508.0	1515479.0	1513730.0	1808408.0	1807891.0	1807183.0	1806982.0	2.39901055	0.258287049	14.9045937	6	30.000000000000004	25-03-24 16:35:04.007520
14.999	0.076	250	250	1886550.0	1891772.0	1893051.0	1891140.0	2259583.0	2258653.0	2257851.0	2257482.0	2.99763503	0.32274623	14.8344877	6	30.000000000000004	25-03-24 16:35:12.058681
15.6	0.079	250	250	2263878.0	2269844.0	2271432.0	2269353.0	2711617.0	2710270.0	2709382.0	2708813.0	3.59760529	0.387321019	14.8831872	6	30.000000000000004	25-03-24 16:35:19.882282
16.201	0.082	250	250	2640845.0	2647557.0	2649432.0	2647198.0	3163241.0	3161468.0	3160510.0	3159727.0	4.19694203	0.451840161	14.8887715	6	30.000000000000004	25-03-24 16:35:27.832394
16.8	0.085	250	250	3017462.0	3024893.0	3027090.0	3024694.0	3614489.0	3612313.0	3611274.0	3610280.0	4.79572535	0.516314619	14.903663	6	30.000000000000004	25-03-24 16:35:35.882352
17.4	0.088	250	250	3394340.0	3402527.0	3405054.0	3402480.0	4066175.0	4063604.0	4062458.0	4061259.0	5.39492392	0.580835601	14.8813258	6	30.000000000000004	25-03-24 16:35:43.699364
18.0	0.091	250	250	3771291.0	3780201.0	3783024.0	3780301.0	4517795.0	4514798.0	4513584.0	4512195.0	5.99420294	0.645354629	14.8118483	6	30.000000000000004	25-03-24 16:35:51.791084
18.6	0.095	250	250	4148152.0	4157809.0	4160952.0	4158063.0	4969253.0	4965849.0	4964544.0	4962967.0	6.59338776	0.709855066	14.9191831	6	30.000000000000004	25-03-24 16:35:59.591536
19.2	0.098	250	250	4524550.0	4534934.0	4538369.0	4535307.0	5420396.0	5416579.0	5415199.0	5413398.0	7.19179437	0.774293589	15.0265179	6	30.000000000000004	25-03-24 16:36:07.391479
19.8	0.101	250	250	4901572.0	4912710.0	4916465.0	4913249.0	5872067.0	5867832.0	5866378.0	5864373.0	7.79130122	0.838833803	15.0563009	6	30.000000000000004	25-03-24 16:36:15.193486
20.4	0.104	250	250	5278431.0	5290285.0	5294353.0	5290999.0	6323852.0	6319244.0	6317714.0	6315432.0	8.39039307	0.903371492	15.0392458	6	30.000000000000004	25-03-24 16:36:23.205174
21.0	0.107	250	250	5654882.0	5667465.0	5671857.0	5668316.0	6775260.0	6770252.0	6768567.0	6766166.0	8.98893235	0.967857654	15.0364536	6	30.000000000000004	25-03-24 16:36:31.036414
21.6	0.11	250	250	6031343.0	6044645.0	6049369.0	6045655.0	7226362.0	7220917.0	7219187.0	7216534.0	9.58741071	1.03228075	15.0392458	6	30.000000000000004	25-03-24 16:36:38.833470
22.199	0.113	250	250	6407100.0	6421157.0	6426200.0	6422290.0	7676684.0	7670872.0	7669032.0	7666173.0	10.1848821	1.09663239	15.0290079	6	30.000000000000004	25-03-24 16:36:46.880783
22.8	0.117	250	250	6783384.0	6798204.0	6803516.0	6799472.0	8127584.0	8121369.0	8119460.0	8116408.0	10.7831089	1.16104417	14.995502	6	30.000000000000004	25-03-24 16:36:54.923562
23.4	0.12	250	250	6841350.0	7488700.0	6862392.0	7490493.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3803189	9.9e+37	15.022795	6	30.000000000000004	25-03-24 16:37:02.938567
24.0	0.123	250	250	6832618.0	7488932.0	6853822.0	7490720.0	8388607.0	8388607.0	8388607.0	8388607.0	11.9656603	9.9e+37	14.9874277	6	30.000000000000004	25-03-24 16:37:10.769374
