# 
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
249.793107	249.971621	0.0	-20.0	0.0	-20.0	3.0	0.0	-20.0	19-12-23 18:12:45.389412
249.79338	249.971722	0.0	-16.0	0.0	-16.0	3.0	0.0	-16.0	19-12-23 18:12:49.689970
249.79307	249.971827	0.0	-12.0	0.0	-12.0	3.0	0.0	-12.0	19-12-23 18:12:53.800504
249.792912	249.971715	0.0	-8.0	0.0	-8.0	3.0	0.0	-8.0	19-12-23 18:12:58.086666
249.793126	249.972223	0.0	-4.0	0.0	-4.0	3.0	0.0	-4.0	19-12-23 18:13:02.298347
249.79295	249.971731	0.0	0.0	0.0	0.0	3.0	0.0	0.0	19-12-23 18:13:06.505618
249.79263	249.971568	0.0	4.0	0.0	4.0	3.0	0.0	4.0	19-12-23 18:13:10.783980
249.792959	249.971879	0.0	8.0	0.0	8.0	3.0	0.0	8.0	19-12-23 18:13:15.084812
249.792725	249.972174	0.0	12.0	0.0	12.0	3.0	0.0	12.0	19-12-23 18:13:19.385579
249.792809	249.972283	0.0	16.0	0.0	16.0	3.0	0.0	16.0	19-12-23 18:13:23.584078
