# keith - ch2, keys - ch1
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
15.3183835	3.48394574	32767.5	30767.5	32767.5	30767.5	2.0	32767.5	-2000.0	19-12-23 19:39:11.580027
13.7604368	1.94582654	32767.5	30967.5	32767.5	30967.5	2.0	32767.5	-1800.0	19-12-23 19:39:14.857230
12.2036196	0.40860332	32767.5	31167.5	32767.5	31167.5	2.0	32767.5	-1600.0	19-12-23 19:39:17.968823
10.6707783	0.00725437452	32767.5	31367.5	32767.5	31367.5	2.0	32767.5	-1400.0	19-12-23 19:39:21.177210
9.14618944	0.00730099676	32767.5	31567.5	32767.5	31567.5	2.0	32767.5	-1200.0	19-12-23 19:39:24.380068
7.62174774	0.00713920374	32767.5	31767.5	32767.5	31767.5	2.0	32767.5	-1000.0	19-12-23 19:39:27.656867
6.09517256	0.00738085466	32767.5	31967.5	32767.5	31967.5	2.0	32767.5	-800.0	19-12-23 19:39:30.933985
4.57045403	0.00738270108	32767.5	32167.5	32767.5	32167.5	2.0	32767.5	-600.0	19-12-23 19:39:34.210326
3.04559726	0.0072453732	32767.5	32367.5	32767.5	32367.5	2.0	32767.5	-400.0	19-12-23 19:39:37.487155
1.52044139	0.00726176022	32767.5	32567.5	32767.5	32567.5	2.0	32767.5	-200.0	19-12-23 19:39:40.764165
-0.00781182623	0.00729522668	32767.5	32767.5	32767.5	32767.5	2.0	32767.5	0.0	19-12-23 19:39:44.046463
-1.53292545	0.00719067284	32767.5	32967.5	32767.5	32967.5	2.0	32767.5	200.0	19-12-23 19:39:47.214297
-3.05769535	0.00744455633	32767.5	33167.5	32767.5	33167.5	2.0	32767.5	400.0	19-12-23 19:39:50.492580
-4.58205015	0.00748817813	32767.5	33367.5	32767.5	33367.5	2.0	32767.5	600.0	19-12-23 19:39:53.665026
-6.1066058	0.00737485378	32767.5	33567.5	32767.5	33567.5	2.0	32767.5	800.0	19-12-23 19:39:56.841188
-7.63333045	0.00728645616	32767.5	33767.5	32767.5	33767.5	2.0	32767.5	1000.0	19-12-23 19:40:00.117920
-9.15830546	0.00722113886	32767.5	33967.5	32767.5	33967.5	2.0	32767.5	1200.0	19-12-23 19:40:03.394570
-10.6830797	0.00729084142	32767.5	34167.5	32767.5	34167.5	2.0	32767.5	1400.0	19-12-23 19:40:06.569190
-11.5927474	0.0240750789	32767.5	34367.5	32767.5	34367.5	2.0	32767.5	1600.0	19-12-23 19:40:09.845845
-11.5594391	0.0563812914	32767.5	34567.5	32767.5	34567.5	2.0	32767.5	1800.0	19-12-23 19:40:13.122549
-11.5250061	0.088809368	32767.5	34767.5	32767.5	34767.5	2.0	32767.5	2000.0	19-12-23 19:40:16.297524
