# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.093	0.0	250	250	-7448696.0	-7462115.0	-7468797.0	-7467069.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8841978	9.9e+37	15.5740098	1711458713.901452	6	29.0	26-03-24 14:11:53.901511
0.6	0.002	250	250	-7154119.0	-7166605.0	-7172756.0	-7170592.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3769697	9.9e+37	15.6785525	1711458721.7011676	6	29.0	26-03-24 14:12:01.701228
1.2	0.005	250	250	-6779113.0	-6790853.0	-6796634.0	-6794675.0	-8126481.0	-8117877.0	-8116799.0	-8112420.0	-10.7803432	-1.16108802	15.7260191	1711458729.5506809	6	29.0	26-03-24 14:12:09.550755
1.8	0.008	250	250	-6403056.0	-6414118.0	-6419620.0	-6417780.0	-7675681.0	-7667519.0	-7666528.0	-7662320.0	-10.1824462	-1.09664707	15.7772086	1711458737.580885	6	29.0	26-03-24 14:12:17.580935
2.401	0.011	250	250	-6025875.0	-6036175.0	-6041358.0	-6039708.0	-7223073.0	-7215339.0	-7214418.0	-7210439.0	-9.58269935	-1.03200054	15.7741143	1711458745.426408	6	29.0	26-03-24 14:12:25.426458
3.001	0.015	250	250	-5649339.0	-5658877.0	-5663740.0	-5662281.0	-6771847.0	-6764519.0	-6763640.0	-6759937.0	-8.98398219	-0.967523267	15.8665576	1711458753.6825566	6	29.0	26-03-24 14:12:33.682608
3.6	0.018	250	250	-5272810.0	-5281614.0	-5286169.0	-5284887.0	-6320358.0	-6313424.0	-6312621.0	-6309131.0	-8.38534853	-0.903032899	15.8972713	1711458761.7103498	6	29.0	26-03-24 14:12:41.710400
4.2	0.021	250	250	-4895964.0	-4904035.0	-4908311.0	-4907176.0	-5868697.0	-5862141.0	-5861470.0	-5858155.0	-7.78618865	-0.838508662	15.8178581	1711458769.529585	6	29.0	26-03-24 14:12:49.529635
4.8	0.024	250	250	-4519360.0	-4526671.0	-4530638.0	-4529680.0	-5417292.0	-5411185.0	-5410574.0	-5407492.0	-7.18739493	-0.774017863	15.8383339	1711458777.3444605	6	29.0	26-03-24 14:12:57.344512
5.4	0.027	250	250	-4142330.0	-4148917.0	-4152574.0	-4151763.0	-4965502.0	-4959778.0	-4959260.0	-4956410.0	-6.58788715	-0.709479773	15.8963406	1711458785.3944454	6	29.0	26-03-24 14:13:05.394500
