# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.023	0.0	250	250	0	0	0	0	214.67316	219.498521	214.49551	214.570603	21.5880562	1718019651.3689275	-11.9620641	-7454940.0	-7467917.0	-7474458.0	-7472031.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	901.0089100891008	0.0	10-06-24 13:40:58.048371
0.6	0.002	250	250	1638	1638	1638	1638	214.404989	219.315151	214.290954	214.391341	21.669316	1718019690.9739869	-11.3815705	-7157179.0	-7169742.0	-7176162.0	-7173725.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	901.0089100891008	0.025	10-06-24 13:41:37.651712
1.2	0.005	250	250	3276	3276	3276	3276	214.054602	218.980284	213.965478	214.076818	21.3125583	1718019730.57479	-10.7825623	-6780461.0	-6792286.0	-6798368.0	-6796089.0	-1.16047631	-8121823.0	-8112895.0	-8111850.0	-8107885.0	20	901.0089100891008	0.05	10-06-24 13:42:17.263571
1.8	0.008	250	250	4915	4915	4915	4915	212.616936	212.446097	212.436432	212.431805	20.9785113	1718019770.1890922	-10.1839971	-6404013.0	-6415054.0	-6420777.0	-6418735.0	-1.09622478	-7672076.0	-7663623.0	-7662648.0	-7658869.0	20	901.0089100891008	0.075	10-06-24 13:42:56.871258
2.401	0.012	250	250	6553	6553	6553	6553	200.113604	199.950988	199.943601	199.938543	20.7349233	1718019809.8192854	-9.58386715	-6026527.0	-6036869.0	-6042321.0	-6040413.0	-1.03186603	-7221551.0	-7213552.0	-7212603.0	-7209059.0	20	901.0089100891008	0.1	10-06-24 13:43:36.509579
3.0	0.015	250	250	8191	8191	8191	8191	187.606668	187.453945	187.448412	187.444723	20.2766865	1718019849.4321232	-8.98481639	-5649804.0	-5659354.0	-5664449.0	-5662801.0	-0.967507719	-6771136.0	-6763511.0	-6762665.0	-6759274.0	20	901.0089100891008	0.125	10-06-24 13:44:16.122739
3.6	0.018	250	250	9830	9830	9830	9830	175.096403	174.953243	174.950817	174.946144	19.8040116	1718019889.0720427	-8.38591837	-5273124.0	-5281926.0	-5286742.0	-5285236.0	-0.903045767	-6319897.0	-6312753.0	-6311997.0	-6308783.0	20	901.0089100891008	0.15	10-06-24 13:44:55.761445
4.2	0.021	250	250	11468	11468	11468	11468	162.592881	162.458151	162.45821	162.45408	19.5370058	1718019928.6858382	-7.78659708	-4896195.0	-4904252.0	-4908701.0	-4907426.0	-0.838548691	-5868464.0	-5861712.0	-5861083.0	-5858013.0	20	901.0089100891008	0.175	10-06-24 13:45:35.375542
4.8	0.024	250	250	13107	13107	13107	13107	150.080277	149.954006	149.956778	149.952539	20.0109629	1718019968.2999392	-7.1878192	-4519595.0	-4526928.0	-4531059.0	-4529949.0	-0.774050401	-5416972.0	-5410665.0	-5410079.0	-5407258.0	20	901.0089100891008	0.2	10-06-24 13:46:14.990173
5.4	0.027	250	250	14745	14745	14745	14745	137.577496	137.45991	137.463126	137.458947	20.3189455	1718020007.9141934	-6.58813566	-4142427.0	-4149015.0	-4152831.0	-4151907.0	-0.709532806	-4965279.0	-4959467.0	-4958960.0	-4956319.0	20	901.0089100891008	0.225	10-06-24 13:46:54.603794
