# keith - ch2, keys - ch1
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
246.095648	249.972217	0.0	500.0	0.0	500.0	2.0	0.0	500.0	19-12-23 18:48:43.489152
233.796255	237.809425	1613.4	2113.4	1613.4	2113.4	2.0	1613.4	500.0	19-12-23 18:48:46.764931
221.493294	225.498247	3226.8	3726.8	3226.8	3726.8	2.0	3226.8	500.0	19-12-23 18:48:50.040225
209.181352	213.175975	4840.2	5340.2	4840.2	5340.2	2.0	4840.2	500.0	19-12-23 18:48:53.317341
196.879658	200.864912	6453.6	6953.6	6453.6	6953.6	2.0	6453.6	500.0	19-12-23 18:48:56.492879
184.567365	188.544069	8067.0	8567.0	8067.0	8567.0	2.0	8067.0	500.0	19-12-23 18:48:59.665744
172.26473	176.230344	9680.4	10180.4	9680.4	10180.4	2.0	9680.4	500.0	19-12-23 18:49:02.778935
159.963003	163.920354	11293.8	11793.8	11293.8	11793.8	2.0	11293.8	500.0	19-12-23 18:49:05.897625
147.65007	151.597638	12907.2	13407.2	12907.2	13407.2	2.0	12907.2	500.0	19-12-23 18:49:09.010652
135.348012	139.286398	14520.6	15020.6	14520.6	15020.6	2.0	14520.6	500.0	19-12-23 18:49:12.262707
123.035311	126.968849	16134.0	16634.0	16134.0	16634.0	2.0	16134.0	500.0	19-12-23 18:49:15.539527
110.735603	114.654496	17747.4	18247.4	17747.4	18247.4	2.0	17747.4	500.0	19-12-23 18:49:18.655168
98.4336827	102.342697	19360.8	19860.8	19360.8	19860.8	2.0	19360.8	500.0	19-12-23 18:49:21.887919
86.121462	90.0210106	20974.2	21474.2	20974.2	21474.2	2.0	20974.2	500.0	19-12-23 18:49:25.164487
73.8211548	77.7105247	22587.6	23087.6	22587.6	23087.6	2.0	22587.6	500.0	19-12-23 18:49:28.442263
61.5087507	65.3905369	24201.0	24701.0	24201.0	24701.0	2.0	24201.0	500.0	19-12-23 18:49:31.718904
49.2068196	53.0764274	25814.4	26314.4	25814.4	26314.4	2.0	25814.4	500.0	19-12-23 18:49:34.995230
36.907106	40.767198	27427.8	27927.8	27427.8	27927.8	2.0	27427.8	500.0	19-12-23 18:49:38.167980
24.5956646	28.4465264	29041.2	29541.2	29041.2	29541.2	2.0	29041.2	500.0	19-12-23 18:49:41.343750
12.2946673	16.1362015	30654.6	31154.6	30654.6	31154.6	2.0	30654.6	500.0	19-12-23 18:49:44.518537
-0.013671934	3.81989799	32268.0	32768.0	32268.0	32768.0	2.0	32268.0	500.0	19-12-23 18:49:47.634980
-12.3147912	-8.49335499	33881.4	34381.4	33881.4	34381.4	2.0	33881.4	500.0	19-12-23 18:49:50.865651
-24.6162586	-20.8050519	35494.8	35994.8	35494.8	35994.8	2.0	35494.8	500.0	19-12-23 18:49:54.143921
-36.9267457	-33.1261112	37108.2	37608.2	37108.2	37608.2	2.0	37108.2	500.0	19-12-23 18:49:57.334154
-49.2267121	-45.4354234	38721.6	39221.6	38721.6	39221.6	2.0	38721.6	500.0	19-12-23 18:50:00.595174
-61.5374177	-57.7542179	40335.0	40835.0	40335.0	40835.0	2.0	40335.0	500.0	19-12-23 18:50:03.769538
-73.8409641	-70.0683497	41948.4	42448.4	41948.4	42448.4	2.0	41948.4	500.0	19-12-23 18:50:07.046196
-86.1410931	-82.3785533	43561.8	44061.8	43561.8	44061.8	2.0	43561.8	500.0	19-12-23 18:50:10.219391
-98.4531914	-94.7003941	45175.2	45675.2	45175.2	45675.2	2.0	45175.2	500.0	19-12-23 18:50:13.497446
-110.755564	-107.011205	46788.6	47288.6	46788.6	47288.6	2.0	46788.6	500.0	19-12-23 18:50:16.677449
-123.062841	-119.328582	48402.0	48902.0	48402.0	48902.0	2.0	48402.0	500.0	19-12-23 18:50:19.957659
-135.367407	-131.642484	50015.4	50515.4	50015.4	50515.4	2.0	50015.4	500.0	19-12-23 18:50:23.147036
-147.670755	-143.956562	51628.8	52128.8	51628.8	52128.8	2.0	51628.8	500.0	19-12-23 18:50:26.399699
-159.983698	-156.279767	53242.2	53742.2	53242.2	53742.2	2.0	53242.2	500.0	19-12-23 18:50:29.575374
-172.285145	-168.589672	54855.6	55355.6	54855.6	55355.6	2.0	54855.6	500.0	19-12-23 18:50:32.691630
-184.59541	-180.910787	56469.0	56969.0	56469.0	56969.0	2.0	56469.0	500.0	19-12-23 18:50:35.922759
-196.901937	-193.226472	58082.4	58582.4	58082.4	58582.4	2.0	58082.4	500.0	19-12-23 18:50:39.097652
-209.202303	-205.537472	59695.8	60195.8	59695.8	60195.8	2.0	59695.8	500.0	19-12-23 18:50:42.374151
-221.515839	-217.859291	61309.2	61809.2	61309.2	61809.2	2.0	61309.2	500.0	19-12-23 18:50:45.548731
-233.818215	-230.1724	62922.6	63422.6	62922.6	63422.6	2.0	62922.6	500.0	19-12-23 18:50:48.825389
-246.124274	-242.48799	64536.0	65036.0	64536.0	65036.0	2.0	64536.0	500.0	19-12-23 18:50:52.101996
