# 
focus_V	E+P_V	anode_v	focus_I	E+P_I	anode_I	time	Delay	
0	0	0.0605231148	4.33987826e-10	3.7139775e-10	-0.030957594742146998	1713171031.52849	0.1	15-04-24 10:50:31.528558
0	0	0.103135564	2.2802882799999998e-10	2.93012472e-10	-0.030957595424059	1713171032.3084664	0.1	15-04-24 10:50:32.308516
0	0	0.055709624500000006	2.27357515e-10	2.55686149e-10	-0.030957595141882	1713171033.136401	0.1	15-04-24 10:50:33.136445
0	0	0.054329010999999997	2.35995082e-10	5.13237777e-10	-0.030957593096272	1713171033.9112394	0.1	15-04-24 10:50:33.911286
0	0	0.0530230253	2.3796426900000003e-10	3.97526176e-10	-0.030957590509869997	1713171034.6901839	0.1	15-04-24 10:50:34.690221
0	0	0.0511946452	2.60028108e-10	4.16189337e-10	-0.030957590133697	1713171035.4729335	0.1	15-04-24 10:50:35.472996
0	0	0.0117911897	2.98427815e-10	3.41536691e-10	-0.03095759335495	1713171036.254291	0.1	15-04-24 10:50:36.254336
0	0	0.0452244247	2.64548843e-10	5.13237777e-10	-0.03095753198665	1713171037.0300357	0.1	15-04-24 10:50:37.030082
0	0	18.9887342	-1.2694471e-09	4.5351566000000006e-10	-0.030846502831630002	1713171038.7487063	0.1	15-04-24 10:50:38.748769
0	0	4772.2723399999995	4.817864750000001e-10	3.63932485e-10	-0.03073812353473	1713171040.586487	0.1	15-04-24 10:50:40.586534
0	0	4769.54515	4.17429835e-10	5.617619969999999e-10	-0.030738233523280003	1713171041.4625707	0.1	15-04-24 10:50:41.462618
0	0	4762.110769999999	3.8261101399999996e-10	4.31119867e-10	-0.030738225599770002	1713171042.239773	0.1	15-04-24 10:50:42.239831
0	0	4760.485659999999	3.61755838e-10	3.26606162e-10	-0.03073818220789	1713171043.0234838	0.1	15-04-24 10:50:43.023531
0	0	4760.32502	3.4474921199999996e-10	3.8259564700000003e-10	-0.03073828408393	1713171043.799165	0.1	15-04-24 10:50:43.799211
0	0	4761.27767	3.5696713e-10	5.69227262e-10	-0.03073832672107	1713171044.576636	0.1	15-04-24 10:50:44.576687
0	0	4758.845609999999	3.9872287300000004e-10	5.207030420000001e-10	-0.030738285970780002	1713171045.3522553	0.1	15-04-24 10:50:45.352305
0	0	4758.16568	3.7160178e-10	4.94574616e-10	-0.03073825163452	1713171046.130941	0.1	15-04-24 10:50:46.130985
0	0	4758.03119	4.1304441099999994e-10	2.93012472e-10	-0.03073822541077	1713171046.9145703	0.1	15-04-24 10:50:46.914620
0	0	4757.1159	3.9854402299999995e-10	3.49001956e-10	-0.030738178623189998	1713171047.7021592	0.1	15-04-24 10:50:47.702207
0	0	4757.88549	3.8574429700000005e-10	2.6315141299999997e-10	-0.0307382110726	1713171048.4859304	0.1	15-04-24 10:50:48.486026
0	0	4756.82077	3.79747223e-10	2.96745104e-10	-0.0307383159676	1713171049.264129	0.1	15-04-24 10:50:49.264174
0	0	4755.33763	4.118808e-10	4.87109351e-10	-0.03073835011486	1713171050.0407808	0.1	15-04-24 10:50:50.040827
0	0	4752.95414	3.9142809100000003e-10	4.98307248e-10	-0.03073829181907	1713171050.817781	0.1	15-04-24 10:50:50.817829
